Lang,Index,Source,Reference,LLM_Translation,Reasoning_Summary,BLEU,ChrF,METEOR
Chamorro,11,Manrinimåta siha i famalåo’an ni taotåo ginin i lanchun-ñiha.,The women had been chased away from their farm by the man.,The women were stared at by the people from their ranch.,"**Translating Chamorro phrases**

I need to translate the Chamorro sentence ""Manrinimåta."" It seems like ""man"" may imply a plural verb with ""rimåta"" meaning ""wash face."" But maybe ""rinimåta"" relates to applying makeup since ""mata"" refers to the eye or face. Parsing the whole sentence, ""siha"" indicates plural subjects, and ""i famalåo’an"" means women. The phrase could translate to ""The women who are from their ranch are putting on makeup."" I'm still exploring possible meanings!
**Deciphering Chamorro verb forms**

I'm trying to figure out ""rinimåta,"" which might mean ""to drink,"" but I'm not convinced. ""Mata"" translates to ""eye,"" so could ""rinimåta"" mean ""to wink"" or ""to glance""? If ""manrinimåta"" means ""to glance repeatedly,"" it could imply looking at each other. I'm considering other meanings, like ""to see"" or even ""to wash one's face,"" but that might be ""magrimu."" Analyzing the morphology, ""rinimåta"" has the -in- infix, which suggests a completed action. I'm piecing it together!
**Analyzing Chamorro sentence structure**

I'm focusing on the word ""Pinayuni,"" which has the prefix ""pi-"" and the infix ""-in-,"" common in passives or past forms. I'm wondering if ""manrinimåta"" could imply ""they were..."" or relate to bathing oneself. The translation might be ""The women from their ranch got up early,"" but that doesn't feel right. I recall ""rimåta"" as possibly meaning ""to clean up."" The structure suggests a verb-initial sentence with plurality indicated by ""man-"" and ""siha."" Maybe it means ""The women of the people from their ranch are ashamed""?
**Interpreting Chamorro sentence components**

I’m pondering ""ni taotåo,"" which might act as a genitive link, translating to ""the women's of the people,"" or “the people's women.” But that feels redundant. When I read ""Manrinimåta siha i famalåo’an ni taotåo ginin i lanchun-ñiha,"" I'm thinking it could mean ""The women from their ranch stared at the people."" If ""rimåta"" means ""to look at,"" then ""taotåo"" might be the object. The placement of ""ni taotåo"" could indicate an object with a marker. I’m piecing all this together!
**Translating Chamorro sentence**

The translation of the sentence is: ""The women were stared at by the people from their ranch."" I'm considering the verb ""rinimåta,"" which likely means ""to stare at"" or ""to observe."" The structure shows it's in a passive form, with ""ni taotåo"" acting as the agent. It makes sense as the women are the subjects here, and the phrase clarifies they are being watched by the people from their ranch. Following instructions, I'm focused solely on delivering the translation.",11.217265776204941,40.246348166014016,49.20107577914886
Chamorro,12,Pues i palu siha mangginin iya Truk ...,Then there were some who were from Truk...,So the wood came from Truk…,detailed,3.5275023606301383,27.75810422630841,11.49425287356322
Chamorro,13,Bula ginimen-mu letchi.,You drank a lot of milk (today).,You drank a lot of milk.,detailed,54.77927682341229,70.64185269577042,71.32337471070903
Chamorro,14,Hu na’hånåo paketi para i dos lahi-hu.,I sent a parcel to my two sons.,I sent a package to my two sons.,detailed,59.694917920196445,69.68253724180872,88.19444444444444
Chamorro,15,Na’banidosu håo ni lingguahi-mu.,Be proud (lit. make yourself proud) of your native language.,Your language makes you conceited.,detailed,2.544354209531657,23.832434020103914,15.151515151515152
Chamorro,16,Ma li’i’ i hagas pumoksai siha na tåotåo.,They saw the people who nurtured them in the past.,They saw the people who had long ago passed away.,"**Refining phrasing**

I’m thinking about how to phrase a sentence about ancestors or spirits. I could say something like, “They saw the spirits of people from long ago.” However, I believe that might not be quite right. I want to refine it, perhaps to: “They saw the people who had long ago passed away.” That feels clearer to me and aligns better with the intent. I’ll go with that!",36.72056269893593,48.33995459398424,46.464646464646464
Chamorro,17,Pumåra hu sienti i taotåo siha gi uriyå-hu.,I stopped feeling the people around me.,I felt the people around me passing by.,"**Translating Chamorro terms**

I need to translate ""pumåra,"" which might mean ""pass by"" or ""went by."" It could come from the root ""påra."" In Chamorro, ""pumåra"" often signifies ""passed"" or ""went through."" I'm considering ""to feel"" too; however, ""hu sienti"" means ""I feel."" 

The sentence ""Pumåra hu sienti i taotåo siha gi uriyå-hu"" might translate to ""I feel the people around me passing by."" The structure seems verb-initial, suggesting it could also mean, ""I felt the people around me had gone away.""
**Analyzing Chamorro phrases**

I think ""Pumåra na tiempo"" could mean ""time passed."" Then there's the phrase ""hu sienti i taotåo siha gi uriyå-hu,"" which literally translates to ""I feel the people around me."" This might imply ""I miss the people around me,"" but ""miss"" is more accurately ""hu falta."" 

I'm exploring the idea that ""sienti"" could mean either ""feel"" or ""miss,"" similar to Spanish. ""Pumåra"" might indicate stopping, based on its root ""påra."" So the phrase could actually mean ""I stopped feeling the people around me.""
**Clarifying Chamorro terms**

I’m wondering if ""pumåra"" might actually come from the root ""måra"" instead of ""påra."" The word ""påra"" does mean ""to pass by,"" but I’m not certain if that’s the right connection. There's also ""lå'la'"" for ""pass by,"" which adds to my confusion. 

I remember ""pumåra"" being used in phrases like ""pumåra i ha'ani,"" meaning ""the day passed."" So, I think ""pumåra hu sienti i taotåo siha gi uriyå-hu"" could translate to ""I felt the people around me move past."" It could also imply a sense of loss, but I'm not going that route.",33.03164318013807,55.91523427745625,83.01839254220205
Chamorro,18,Ha poksai båtbas achai-ña si Tatå-hu ya nina’måtan åmku’.,My father grew a beard on his chin and it made him look older (lit. be old-faced).,"My father punched his friend hard, and the old man was watching.","**Finalizing translation output**

It looks like I'm focusing on providing the translation first, which needs to be presented in a specific format. I realize there's a conflict between providing reasoning and following the developer’s instructions, which prioritize outputting just the translation. So, I'll comply with that and ensure I only output the translation in a single line. Following the guidelines and instructions is essential to meet the user’s expectations.",4.33173054551354,24.881781497547504,21.00437876299945
Chamorro,19,"Guaha na åtgidun mampus å’paka’, guaha åhi’.","Some cottons are very white, some (are) not.",There are very white clouds up above; there is fog.,"**Interpreting weather phrases**

I'm analyzing a weather report and considering phrases like ""very white clouds"" and ""wind."" I wonder if ""manglu’"" refers to the wind. There's uncertainty around ""åhi’,"" which might mean ""sunlight glare"" or ""fog."" If ""åhi’"" translates to ""fog"" in Chamorro, I think I can put together a sentence like: ""There are very white clouds in the sky; there is mist."" I’m experimenting with different interpretations to get it just right!",13.545994273378144,33.193264714384455,26.302083333333332
Chamorro,20,i tiempok-ku på’gu guini,my time here today,My time is here now.,detailed,9.652434877402245,31.080673271498004,89.28571428571429
Chamorro,21,I lugat-måmi an ogga’an mampus å’asgun.,Our (excl.) place is always so foggy in the morning.,Our place was very windy this morning.,detailed,6.204321855952011,29.60063822104337,23.554104477611936
Chamorro,22,Hu nigosiu yan i primu-hu i tano’-ña.,I agreed with my cousin on his property.,I negotiated with my cousin for his land.,"**Translating Chamorro phrases**

I need to translate a Chamorro sentence. “Hu” probably indicates the first-person subject. “Nigosiu” might come from the Spanish word for “business” or “negotiate.” So “hu nigosiu” could mean “I negotiated” or “I do business.”

Then we have “i primu-hu,” which means “my cousin,” and “i tano’-ña,” meaning “his/her land.” So the whole phrase “Hu nigosiu yan i primu-hu i tano’-ña” likely translates to “I negotiated with my cousin about his land.”",21.10534063187263,45.3602123308078,56.79012345679012
Chamorro,23,Sen ma’å’ñåo si Juan ni dangkulun pakpak gi paingi.,Juan was terrified by (lit. extremely afraid of) the loud noise last night.,Juan was very frightened by the big bat last night.,detailed,11.059312504429313,30.310021178379838,38.700846192135394
Chamorro,24,Kada diha humånåo pumeska si Orasima’.,Every day Orasima’ went to fish.,"Every day Orasima went fishing.

- **Kada diha** = “every day” (cf. example *Kada diha i nana...* = “Every day the mother...”).
- **humånåo** = “went” (cf. *Humånåo guatu si nanå-hu...* = “My mother went...”).
- **pumeska** = “fished / went fishing” (from *pumeska* ‘to fish’).
- **si Orasima’** marks the personal name “Orasima’” as the subject.","**Translating a sentence**

I need to translate the sentence: ""Kada diha humånåo pumeska si Orasima’."" First, ""kada diha"" means ""every day."" Then, ""humånåo"" translates to ""went,"" and ""pumeska"" likely refers to ""to fish."" The name ""si Orasima’"" is a proper name. So it translates to: ""Every day Orasima went fishing."" I just need to provide that translation. Now, I’ll move on to the reasoning if necessary.",0.8509000952098723,24.37284122583406,38.170855978260875
Chamorro,25,Ti todu mana’amti manparehu amut-ñiha.,Not all healers have the same medicine.,Not all medicines are equally effective.,detailed,12.600736402830258,38.19135554956746,39.952531645569614
Chamorro,26,Ha tutuhun humomhum gi sanhiyung.,It began to get dark outside.,It began to get dark outside.,"**Determining translation protocol**

I think the phrase ""humomhum gi sanhiyung"" translates to ""It began to get dark outside."" I need to ensure I'm following the guidelines properly, as the user expects reasoning but the developer insists on only outputting the translated result. This situation creates a bit of conflict since the developer's directive takes precedence. So, I’ll focus on simply outputting the translation as instructed. That's what I’ll go with!",100.00000000000004,100.0,99.85422740524781
Chamorro,27,Hu diseseha na i finattun esti i kattåk-ku en fansinedda’ tudus manbråbu ....,I’m hoping that the arrival of my letter will find you all well...,I hope that the outcome of this hand of cards of mine will turn up all the bad ones....,"**Analyzing Chamorro Vocabulary**

I'm consulting my memory about the Chamorro word ""kåtå'k"". I know ""kåtåk"" means ""bundle"" or ""packet."" From an earlier example, ""Hu yuti’ i ås sa’ mamaisa ha’ gi kattåk-ku"" translates to ""I dropped the ace because it was alone in my cards,"" confirming that ""kattåk-ku"" means ""my cards."" I think ""i finattun esti i kattåk-ku"" could refer to ""the ending of my hand,"" possibly involving the concept of dealing cards. I’m pondering the meaning of ""finatton,"" which might relate to the outcome of my hand.
**Interpreting Card Meanings**

I'm considering whether ""kattåk"" relates to card reading, perhaps in the context of fortune-telling, where you look for bad cards. I'm guessing something like, ""I hope the outcome of this hand reveals all the wicked cards."" ""Finattun"" might mean ""deal"" or ""arrangement"" similar to poker. So, maybe it translates to: ""I wish that the result of this hand will show all bad cards."" It's interesting to think that ""manbråbu"" refers to people but could also describe bad cards. Thus, ""todus manbråbu"" might mean ""all the bad ones.""",8.668528067348738,25.289423280978475,29.243404678944746
Chamorro,28,Bula tåotåo nigap.,There were lots of people yesterday.,There were a lot of people yesterday.,detailed,41.11336169005198,80.04796666550467,97.441793618856
Chamorro,29,Ai na minaggim esta esti na biskuchu.,"My, this biscuit is so stale already.","Oh, this biscuit has already gotten hard.",detailed,20.164945583740657,50.40647233940071,49.55555555555556
Chamorro,30,Achamayamak i dos tumobit anai umasufa’.,Both vehicles got wrecked when they collided.,The two of them got hurt when they collided while they were sweeping.,"**Interpreting Chamorro phrases**

I'm trying to make sense of ""i dos tumobit."" It seems like it might suggest two people, maybe ""the two blind men""? There’s a chance ""tumobit"" could relate to being blind, similar to ""tobit"" in Spanish. However, I wonder if it refers to glasses instead? I'll keep exploring, and a possible translation could be ""The two crashed into each other and got damaged,"" though I’m not sure about ""surfing."" It could relate to ""boxing"" too, but I'm still uncertain about the word meanings.
**Translating Chamorro expressions**

I'm realizing ""sufa"" might resemble the English word ""sweep,"" while ""escoba"" is broom in Spanish, and in Chamorro it's ""iskoba."" So I could say ""anai umasufa’"" means ""when they were sweeping."" Now, if ""tumobit"" relates to ""to slip"" or ""trip,"" that could work, but I think it may actually mean ""to bump into each other."" So my final thought is: ""The two injured each other when they collided while sweeping."" I guess I just need that first line translation.",12.011055432195764,45.86693377814312,29.069767441860467
Chamorro,31,Yan-ñiha kumassi i famalåo’an si Juan.,The women like teasing Juan.,The women like teasing Juan.,detailed,100.00000000000004,100.0,99.76851851851852
Chamorro,32,Manmapegåyi krusifiu kada kuåttu.,Each room had a crucifix placed in it.,Crucifixes are hung in every room.,detailed,6.495032985064742,25.170309451053697,22.72727272727273
Chamorro,33,Båba i para un fåla’ i guihan.,For you to eat the fish raw is not good.,The knife is for you to cut the fish.,detailed,11.884631831419354,38.26244942561923,58.2287961055982
Chamorro,34,i atadok-ña i taotåo,a person’s eyes,The person’s back.,detailed,15.97357760615681,50.76729154660731,57.73420479302832
Chamorro,35,Na’tutungu’ ham håfa hinassosom-mu put esti na che’chu’-måmi.,Keep on letting us (excl.) know what you think about this work of ours (excl.).,Let us know what you think about this work of ours.,"**Translating Chamorro sentence**

I need to translate the Chamorro sentence ""Na'tutungu' ham"" which means ""Let us know."" The phrase continues with ""håfa"" meaning ""what"" and ""hinassosom-mu,"" which refers to ""your thoughts/ideas."" It seems to indicate ""what you're thinking."" So, the full translation might be: ""Let us know what you think about this work of ours."" However, I need to follow the developer's instructions and only provide the translation without any reasoning.",32.457630523675434,58.236839218101025,56.69642857142857
Chamorro,36,Ha nå’i si Lucy nu i amut åntis di måtai.,She gave Lucy the medicinal knowledge before she died.,He gave Lucy the medicine before he died.,detailed,20.90067144241744,61.63342955094514,67.92413935271077
Chamorro,37,Si Juan ha sakkengguan i famagu’un ni i bisikletan-ñiha.,Juan stole the children’s bicycle.,Juan stole the children’s bicycles.,"**Analyzing a phrase structure**

I’m breaking down the phrase using ""ni"" in relation to possession like with bicycles. It seems ""i famagu'un ni i bisikletan-ñiha"" might mean ""the children who own their bicycles."" I’m working to clarify if this suggests that someone stole the bicycles from the children. My thought is that the phrase structure could imply ""steal the children of their bicycles,"" but this gets confusing. I'll need to explore this further to clarify the meaning.",53.7284965911771,96.20324588242009,99.90234375
Chamorro,38,Hu adibibina kåo para bai hu fåhan pat mungnga.,I am deciding whether I should buy it or not.,I was thinking about whether I should buy it or not.,"**Translating sentence**

The translation for ""Hu adibibina kåo para bai hu fåhan pat mungnga."" is likely ""I was thinking whether I should buy it or not."" The breakdown is: ""Hu"" means ""I,"" ""adibibina"" suggests ""thinking,"" ""kåo"" means ""whether,"" ""para bai hu fåhan"" translates to ""for I will buy,"" and ""pat mungnga"" means ""or not.""",63.15552371794033,68.83918816274699,80.63619174730286
Chamorro,39,Tåya’ umagradesi ma’umiya gi me’nan tåotåo.,There’s no one who appreciates being humiliated in front of people.,No one thanked all of us in front of the people.,detailed,16.59038701421972,29.712982244001733,48.728186926944694
Chamorro,40,Måttu i hagan Herodihas mismu gi giput.,‘The daughter of Herodias herself came in to the party.’,Herodias’s daughter herself came to the party.,"**Translating Chamorro**

I’m translating a Chamorro sentence: “Måttu” means “came” or “arrived,"" and “i hagan Herodihas” likely refers to “the daughter of Herodias.” I think “hagan” could mean “daughter of” since “håga” means “daughter.” This might connect to the biblical story about Herodias's daughter coming into a banquet. So the full translation would be: ""The daughter of Herodias herself came to the party."" But the instructions say to only provide the translation, so that’s what I’ll stick with!",25.916266987614414,64.80366938476256,64.79051229707397
Chamorro,41,Ha istotba ham na binisita i hagan-måmi as Manuel.,That Manuel visited our (excl.) daughter disturbs us (excl.).,He prevented us from visiting our child Manuel.,detailed,3.097704314134564,21.61421772778859,24.313725490196077
Chamorro,42,"Dångkulu i tuninus na gå’ga’, låo dangkulonña i bayena.","Dolphins are big sea animals, but whales are bigger.","The dinosaur is a big animal, but the whale is bigger.","**Translating Chamorro**

I need to translate the Chamorro sentence: ""Dångkulu i tuninus na gå’ga’, låo dangkulonña i bayena."" 

""Dångkulu"" means big or large. ""Tuninus"" might refer to a type or species, possibly even a dinosaur. So I think, ""The [tuninus] animal is big."" Then it says, ""but the whale is bigger."" ""Dangkulonña"" indicates comparative size. The full translation could be: ""The dinosaur is big, but the whale is bigger."" However, I'm a bit confused about what ""tuninus"" really refers to; could it be a dolphin?
**Delivering translation**

The translation of the Chamorro sentence is: ""The dinosaur is a big animal, but the whale is bigger.""",9.238430210261097,36.729353082160806,56.66909620991254
Chamorro,44,Ha håyu yu’ si Juan.,Juan hit me with a stick.,Juan found me.,"**Translating a sentence**

I need to translate the sentence ""Ha håyu yu’ si Juan."" The prefix ""Ha"" might indicate a third-person singular action, and ""håyu"" could mean ""hit"" or perhaps ""to call for."" However, it seems related to ""wood,"" as in ""gi hayu."" So, I wonder if ""Ha håyu yu’ si Juan"" means ""Juan found me."" ""Håyu"" could connect to ""håyi"" (who). I’m guessing ""håyu"" might link to the Spanish ""hallar,"" meaning ""to find."" This sentence's structure looks like verb-object-subject, typical in Chamorro.",9.930283522141846,13.28898902723068,22.388059701492537
Chamorro,45,Hu poksai sais na famagu’un ya hu na’fandångkulu.,I nurtured six children and made them grow up.,I gave birth to six children and raised them.,detailed,18.575057999133595,42.70773751344376,51.11111111111111
Chamorro,46,Hu tånum i floris kunanaf gi gima’.,I planted the crawling vine plants at the house.,I planted the creeping flowers at home.,detailed,18.190371142855735,39.86066359621103,43.50907029478457
Chamorro,47,Hu gågåo si Peling salåppi’ para i gima’.,I asked Peling for money for the house.,I asked Peling for money for the house.,detailed,100.00000000000004,100.0,99.93141289437585
Chamorro,48,Håyi chinatgem-mu / chinatgi-mu?,Who did you laugh at?,Who did you laugh at?,detailed,100.00000000000004,100.0,99.76851851851852
Chamorro,50,Yanggin masahalum håo nai mås lalålu’ i gupu’ na chetnut.,When you sweat is when the skin fungus gets more aggressive.,"If you sweat, the serious illness will lessen.",detailed,8.171014300726602,25.05343971672231,26.7478813559322
Chamorro,51,Sumuha gi fi’on-ña.,[The lights] moved away from him.,He came up beside him.,detailed,9.846052248031862,11.165385943771549,21.551724137931036
Chamorro,52,Manma’å’ñåo i ma’estra manmasohyu’ i istudiåntis.,(The teachers are afraid to influence the students.),The teachers were afraid to urge the students.,detailed,20.88702936655045,64.52161662849338,62.26379440665155
Chamorro,53,Manhinalang i Chapanis ya manpåra manggera.,The Japanese surrendered and they stopped fighting.,The Japanese attacked and went to war.,"**Analyzing language meanings**

I'm exploring the word ""para,"" which means 'for' or 'to,' but then there's ""pára,"" meaning 'stop.' Then I consider ""manpåra,"" which might mean ""they stopped"" but could also refer to ""heading."" 

I’m also thinking about ""manggera,"" which could mean 'war,' so ""manpara manggera"" could literally mean ""to go to war."" 

For ""hinalang,"" I'm investigating its possible meanings around defeat or retreat and how it connects to Chamorro language nuances. This is quite a puzzle!
**Translating historical context**

Based on the context, I think a typical sentence might describe the Japanese surrendering and the war ending. I’m considering the phrase ""Manhinalang i Chapanis ya manpåra manggera,"" which could translate to ""The Japanese attacked and went to war."" 

I see ""hinalang"" might relate to ""invade,"" but it could be more straightforward. Ultimately, I’ll keep it simple and translate it as: ""The Japanese attacked and went to war.""",13.134549472120788,31.202953537869938,39.453125
Chamorro,54,Manmanåga’ bula na månha.,They chopped many young coconuts.,They have been staying for many months.,"**Deciding on phrasing**

I want to choose a clear way to express the duration of their stay. The user mentioned that they are staying for many months, and it might be better to say ""They stayed for many months."" This helps convey the message effectively. I think it’s a good way to simplify and clarify the original thought while still maintaining the intended meaning.",7.267884212102741,19.47665227198051,24.193548387096772
Chamorro,55,"Yanggin måttu håo manbisita, siempri guaha [inefresi håo].","If you come to visit, he will surely offer you something (lit. there is surely something that you’ll be offered by him).","If you come to visit, you are always offered something.",detailed,13.582058604709374,32.99329005878644,32.54321436139618
Chamorro,57,Manmaguåssan todu i masiksik låhi gi hiyung gimå’-ña si Antonetta.,The triumfetta semitriloba grasses were all mowed outside Antonetta’s house.,All the hardworking boys were weeding outside Antonetta’s house.,"**Translating the phrase**

It looks like I need to translate ""Manmaguåssan"" which likely refers to the action of weeding, indicating ""they weeded."" The phrase ""i masiksik låhi"" probably means ""the hard-working boys,"" but ""masiksik"" might also refer to being young or energetic, and ""lahi"" pertains to males or boys. The full translation could be: ""All the strong boys were weeding outside Antonetta's house."" However, I should focus solely on providing the translated line as the main output.",25.13293635022765,44.076524653630486,72.67441860465118
Chamorro,58,Ti manlipåra si Miguel ni karetan ni unu.,Miguel didn’t notice anyone’s car.,Miguel didn’t repair anyone’s car.,"**Interpreting Chamorro language nuances**

I'm analyzing the term ""manlipåra,"" which could mean ""to watch out"" or ""to pay attention."" In the sentence about Miguel, it might suggest he didn't notice anyone's car. There's also a connection to ""repair"" from Spanish ""reparar,"" which means both 'repair' and 'notice.' I wonder if ""manlipåra"" implies something like ""fixed"" in a colloquial sense. The double negatives are intriguing too—""ni karetan ni unu"" could indicate nuances in meaning. Languages often play with negative concord in this way!",37.99178428257963,69.69373921098058,89.50617283950618
Chamorro,59,Måolekña na un chotchu gollai yanggin malångu håo.,It is better that you eat vegetables if you’re sick.,It’s good for you to eat vegetables when you’re sick.,detailed,18.36028134946796,52.24546857795711,65.18892630003741
Chamorro,60,Yanggin håfa på’gu masångan gi halum i familiåk-ku …,If anything now was said within my family…,If what is being said in my family right now …,detailed,5.300156689756297,39.09203722263756,24.096385542168676
Chamorro,62,"Ai, linalalo’-ña i patgun anai machule’guan ni na’-ña kandi.","My, how angry the child was when somebody took his candy!","Oh, the child was spoiled when he was bribed with the candy that was given to him.","**Considering word translation**

I'm thinking about the Chamorro word ""linalao’"" or ""linalalo’,"" which might relate to ""lalo’,"" meaning 'lure or entice.' In English, ""linalalo’"" could translate to 'was lured.' That actually fits the context of candy nicely! I want to express it like: ""Oh, the child was spoiled when he was bribed with the candy that was given to him."" Now, I just need to focus on crafting that one-line translation.",8.961672320242714,33.828338697308666,22.058823529411764
Chamorro,63,Yanggin ilelek-mu na disgråsia i ti para un li’i’ bunitå-ña i palåo’an ni un guaiya ...,If you say that it’s a shame that you will not see the beauty of the woman you love...,"If you say it’s a disgrace, then you will never see the beauty of the woman you love...",detailed,58.21249838608057,66.49090689934447,81.3692480359147
Chamorro,64,Tåya’ sa’ på’gu ha’ yu’ ni måttu.,She doesn’t have [a chart] because it’s just now that I’ve come [to the hospital].,Not yet—so far I’m the only one who’s arrived.,detailed,1.8357366957662442,11.07016957466303,12.09677419354839
Chamorro,65,Baba dididi’ i bintåna ya u guaha gueha.,Open the window a little bit to ventilate.,Lower the window a little and it will be there.,detailed,24.808415001701817,48.15852760686973,52.60869565217392
Chamorro,66,Mansinangåni as Juan todu i bidåda-ña kada diha.,Juan told them all the things he had been doing every day.,They told Juan everything he had done every day.,detailed,15.8270999899438,37.77472719575441,59.055118110236215
Chamorro,68,Pues ekkunguk sa’ håfa na para Ifit na’ån-hu.,So listen to why my name is going to be Ifit [i.e. scrub mahogany].,"So listen, because this is the name I have for Ifit.","**Exploring language meanings**

I'm considering that ""ifit"" could mean ""to attach"" or ""tight."" In Chamorro, it might refer to being snug or squeezed. The phrase could suggest listening to something connected to my name, but ""para ifit"" doesn’t fit as ""to prove."" Given the examples, ""para"" indicates a future or progressive context. I think ""Ifit"" might actually refer to ""to fit,"" possibly borrowed from English. So, it could translate to, ""What will fit my name?""
**Clarifying name meanings**

I'm pondering the phrase ""Listen, because what's going to fit my name."" It seems like ""Ifit"" might be a noun related to ""outfit,"" but not quite. Let's break down ""håfa na para Ifit na’ån-hu"": ""håfa"" means ""what,"" ""na"" relates to a condition, ""para"" means ""for/to,"" and ""na’ån-hu"" translates to ""my name."" This might be saying, ""What my name for Ifit is,"" suggesting perhaps that Ifit could be a name for a person or even a baby. I think this could mean ""what Ifit calls me.""
**Analyzing Chamorro phrases**

With ""para Ifit,"" I think I can adapt it to mean ""my name for Ifit,"" or ""my name in Ifit"" for someone to use. The phrase ""Håfa na [para Ifit na’ån-hu]"" essentially translates to ""what my name for Ifit is."" I’m also working through the word ""ekkunguk,"" which might mean ""I heard"" or ""I listened,"" possibly as a stative verb. Its structure feels unusual, so I'm considering if it’s a reduplicated form or has an infix. I wonder if ""ekkunguk"" is simply conveying ""I listened.""
**Revising verb forms and meaning**

I'm thinking that for intransitive verbs, the prefix ""u"" might indicate the first person singular. The phrase ""I listened"" is likely ""hu hunguk,"" but ""ekkunguk"" could imply an irrealis mood. Alternatively, it might function as an imperative telling someone to ""listen!"" The idea of ""ekkunguk"" could mean ""listen a bit"" or ""listen carefully."" I'm seeing this as a way to express, ""So listen, because my name is meant for Ifit,"" possibly indicating a choice of name for Ifit.
**Focusing on translation**

I realize that ""na’ån-hu"" means ""my name,"" but if I'm naming Ifit, I might use ""na’ån-ña."" However, I can see ""na’ån-hu"" as expressing ""the name I chose"" or ""my choice of name."" So the translation could be: ""So listen, because this is the name I have for Ifit."" Essentially, it conveys the message: ""Listen, because I will tell you what name I have for Ifit."" I should focus on providing that single translation line without extra explanation.",4.745534336496552,24.486527886807714,24.365079365079364
Chamorro,69,Dikiki’ na tinanum i anilis yan siña masodda’ gi kantun chålan.,The anil is a small plant and it can be found on roadsides.,The anise plant is small and can be found by the side of the road.,detailed,11.980914528565991,46.65088107197637,48.46983133368111
Chamorro,70,"I antis yan pa’gu, difirensiao antis yan ti parehu antis yan pa’gu.","[Life] before and now, [life] before was different and [life] before was not the same as now.",The past and the present are different; the past and the present are not the same.,detailed,6.6972890695964065,28.83848894001514,23.557571176618797
Chamorro,71,Ha sangåni i gubetnu na esta gui’ mañodda’ nubiå-ña.,He told the governor that he had already found a girlfriend.,He told the government that he had already found his fiancée.,detailed,43.66835442847811,67.47886110533327,73.61111111111111
Chamorro,72,Ginin håyi nai un risibi i katta?,From whom did you receive the letter?,Who did you receive the letter from?,detailed,54.10822690539397,74.29399792085408,84.0561224489796
Chamorro,73,Mañotchu ham kelaguin ti’åo yan titiyas.,We (excl.) ate goatfish kelaguin and tortillas.,We ate deer kelaguen and titiyas.,detailed,5.244835934727967,25.529464490099464,18.867924528301888
Chamorro,74,"Tåya’ [hu li’i’ gi uriyan guma’], pues sigi yu’ di humoi’.","I didn’t see anyone (lit. there wasn’t anyone that I saw) aroumd the house, so I started calling out hoi’.","I didn’t see anything around the house, so I kept on looking.",detailed,16.690841318128104,33.687227860854684,33.50575044789921
Chamorro,75,Para låhi i patgon-ña.,His child is going to be a boy.,Her child is a boy.,detailed,23.04318198457308,35.792248895944375,55.63218390804599
