Lang,Index,Source,Reference,LLM_Translation,Reasoning_Summary,ChrF
Igbo,18,Wèta nÙke dī` mmaÛ,Bring that which is good.,Bring the good one.,detailed,34.63
Igbo,19,O` gà-àla echī,He will go tomorrow.,He will go tomorrow.,detailed,100.0
Igbo,20,Nwatà zàrà ulo à,A child swept this house.,The child swept the house.,detailed,68.41
Igbo,21,O kpòsàrà yà èkpòsa,He really threw it over.,He really threw it on him.,detailed,76.87
Igbo,22,Igwè bù ike,Unity is strength,There is strength in numbers.,detailed,53.04
Igbo,23,m/mū nà gī,I and you,I and you.,detailed,95.15
Igbo,24,Kèdu ya /ha ?,How about him/them?,How is he/she/they?,detailed,19.54
Igbo,25,Chike jèrè ahīa.,Chike went to the market!,Chike went to the market.,detailed,94.55
Igbo,26,Èbee kà o gàrà?,Where did he go to?,Where did he go?,detailed,80.44
Igbo,27,Wèrue anya gị àlà,Watch out carefully.,Look at the ground.,detailed,10.53
Igbo,28,"Ngo`zi, ò ri`bèlà igwè, o zu`Ûru`","As for Ngo`zi, she has not bought any bicycle.","Ngozi, you have eaten a lot already; that’s enough.",detailed,19.06
Igbo,29,Ì màkwààrà ihe i nà-ème o nwe gī ?,Do you realize what you are doing to yourself?,Do you know what you are doing to yourself?,detailed,74.2
Igbo,30,"E zugbuole mmàdù, n’ohī, n’ebe à","People have tormented others, by stealing their things, here.",Someone has killed a person here at night.,detailed,16.69
Igbo,31,"O kwèsì`rì` nà o` làrà, ùgbu à","It is expected that he leaves, now.",He ought to have left by now.,detailed,17.22
Igbo,32,wèdàrù anya àlà,Watch out very carefully.,He lowered his eyes to the ground.,detailed,10.87
Igbo,33,O` gà nrī nri ahù,He must eat that food.,He will eat that food.,detailed,63.64
Igbo,34,Kèdu ole je re ù nyàahù ?,How many were there who went Yesterday?,How many people went yesterday?,detailed,44.52
Igbo,35,… àba mÛ na àcho` aÛ …,… and then I was looking for it …,… let me go in and look for it …,detailed,31.36
Igbo,36,Kemgbe ūtūtù kà ō bīàrà,He came since morning.,It has been a long time since he came.,detailed,40.0
Igbo,37,O rìrì nrī,He ate food.,He ate food.,detailed,100.0
Igbo,38,ike kwe,perhaps,If possible.,"**Translating phrases**

I'm trying to make sense of the phrase “ike kwe,” which I think translates to something like “let strength permit” or maybe “if possible.” So, I might go with “If possible” or “As far as possible.” This feels like it captures the intention pretty well. I really want to ensure the translation reflects the original meaning accurately.",6.41
Igbo,39,Ō zūga ahīa ùgbu à,He is right now buying and selling.,He is trading now.,detailed,17.65
Igbo,40,Àda nà Uzo jèrè ahīa.,Ada and Uzo went to market.,Ada and Uzo went to the market.,detailed,83.74
Igbo,41,Ì nà-àbì a kà ò bu ì naghī àbi a?,Are you coming or are you not coming?,"Are you coming, or are you not coming?",detailed,89.83
Igbo,42,O gà-ème ya.,He will do it.,He will do it.,detailed,100.0
Igbo,43,Ò jèrè ahīa?,Did he go market?,Did he/she go to the market?,detailed,58.25
Igbo,44,īkwu n’ EBE,to stand at a PLACE,to speak at a place,detailed,15.1
Igbo,45,Ò jighì motò bu ya,He did not use a car to carry it.,He did not use a car to carry him.,detailed,87.15
Igbo,46,ulo agu,the leopard’s den,the leopard’s house,detailed,74.25
Igbo,47,O jì uchè kpata ego ya,He amassed his wealth with sense (cleverly).,He earned his money through intelligence.,detailed,18.03
Igbo,48,ajo`Û ihe,bad thing,A bad thing.,detailed,92.72
Igbo,49,"O mèrè ya, òtùmàsìghì, nà ò jighī ahū",He did it in spite of the fact that he was not well.,"He did it thoughtlessly, and he didn’t use it.",detailed,22.95
Igbo,50,"O tòsìrì nà o` làrà, ùgbu à","It is expected that he leaves, now.",He should have left by now.,detailed,17.98
Igbo,51,O gbùrù ewu,He killed a goat.,He killed a goat.,detailed,100.0
Igbo,52,Òtu Sùbakwanù Ìgbò,Society for Promoting Igbo Language and Culture (SPILC),The Igbo Subakwanu Association.,detailed,11.51
Igbo,53,Nwatā à àmaala mma.,This child has become beautiful.,This child has become beautiful.,detailed,100.0
Igbo,54,u`nò` ewuÛ,house of goat,The goat’s house.,detailed,39.85
Igbo,55,Azù niīle bù azù,All fish are fish.,Every fish is a fish.,detailed,32.8
Igbo,56,Àdâ nwè ego,Ada has money.,Ada has money.,detailed,100.0
Igbo,57,gī nà ya,you and they,You and him.,detailed,31.2
Igbo,58,A nà-èji ūchu àga n’ihu,People use hard work to progress.,One moves forward with perseverance.,detailed,16.48
Igbo,59,Chumo onye me re ihe a?,I wonder who did this?,"Tell me, who did this?",detailed,55.2
Igbo,60,"Kà o sìrì kwù, kà o sìrì me.","The way he said, it is the way it happened","As he said, so he did.",detailed,20.11
Igbo,61,ihīri isi,to lay the head against,pillow,detailed,3.05
Igbo,62,akwaÛ èdò,yellow cloth,Yellow cloth,detailed,87.72
Igbo,63,Ò bù gī niì dì ife à.,Is this the same old you?,It is you who did this thing.,detailed,27.82
Igbo,64,Òkeèke jèrè Kanò,Okeke went to Kano.,Okeeke went to Kano.,detailed,89.11
Igbo,65,Òlee ebe o nò ?,Where is she?,Where is he?,detailed,67.79
Igbo,66,O tòsìrì nà o laàla ùgbu à,"It is expected that he has left, by now.",He ought to have gone by now.,detailed,17.29
Igbo,67,O gà-adàpu ìte à,It will cause this pot to leak.,He will drop this pot.,"**Resolving translation conflict**

I see that the developer says I should only output the result, but the user needs the translation of the first line along with reasoning. There's a conflict because the developer's instruction is a higher priority. After figuring out the sentence ""O gà-adàpu ìte à,"" I think it translates to ""He will drop this pot."" ""O"" means he/she/it, ""gà-"" indicates the future, and ""adàpu"" suggests ""drop."" I’ll stick to just providing that translation.",30.32
Igbo,68,"Ì chò rò egwu, kà ò bù m gba, kà ò bù ò gù ?",Do you want play or a wrestle or a fight?,"You wanted a song—should I perform it, or should he read it?",detailed,22.22
Igbo,69,O ka àbi̠a ǹnyàa,He should have come yesterday.,He just came yesterday.,detailed,47.0
Igbo,70,O` gà nrī ya,He will certainly eat it.,He will eat it.,"**Translating with restrictions**

I need to follow the developer's instruction to only output the result without reasoning. However, the user wants both the translation and reasoning in the first line. Since the developer's instruction takes priority, I'll just provide the translation. My best guess for the translation is ""He will eat it"" or ""He is going to eat it,"" which in Igbo would be ""O gà nri ya.""",40.26
Igbo,71,"Ànọ nà ìse, hà pùtàrà òle?",How many do four and five add up to?,"Four and five, how many does that make?",detailed,50.53
Igbo,72,Ūzò ghèrè ònu,The door is open.,Uzo opened her mouth.,detailed,23.65
Igbo,73,Nwaànyì ahù lùrù nwoke naàbò.,That woman married two men.,That woman married two men.,detailed,100.0
Igbo,74,Ò di`bèghì` mmaÛ,It is not yet good.,It is not good yet.,detailed,60.22
Igbo,75,Agà mÙ nri nrī,I will certainly eat the food.,I will eat food.,detailed,28.17
Igbo,76,"Ò tutu tu u m u okorob i à enwe ghi nwaànyì ùgbu à, n’ihi ego",Many young men have no wives now because of money.,Many young men don’t have girlfriends nowadays because of money.,detailed,62.72
Igbo,77,Ihe gī ama si ghi Ada; ò bù kwà ya?,Ada does not love you; is it correct?,What you know is not Ada; is that so?,detailed,19.45
Igbo,78,Ndi à kò kù ǹkè m,These are also mine.,These people are not mine.,detailed,40.95
Igbo,79,(N ke à bù ) ònye?,Who (is this)?,Who is this?,detailed,46.79
Igbo,80,O gòrò nrī,He bought food.,He cooked the food.,detailed,28.06
Igbo,81,izu n’ohia,to take without permission,a week in the bush/forest,detailed,11.83
Igbo,82,Àtô̄ dì̄ mma,Three are good.,Three is good.,detailed,44.17
Igbo,83,Ó mo` Èkó.,He knows Lagos.,He knows Eko.,detailed,45.54
Igbo,84,efere ntà,"a small-sized type of plate/dish (e.g., a salad plate or saucer)",small plate,detailed,11.41
Igbo,85,ọ bụlà,whatever it is,anything,detailed,5.95
Igbo,86,Wà à(ni`)kwadosigea?,Are they now fully prepared?,Do you support it?,detailed,6.01
Igbo,87,uri/akwu`kwo` mmu`o`,different indigenous writing systems,Spiritual book,"**Translating book genre**

I’m considering translating “spiritual book.” The phrase might suggest a genre related to spiritual literature, which aligns nicely with what I’m thinking. The use of ""uri"" could imply a type or category of books focused on spirits, but overall, “spiritual book” feels like a solid choice. It's really about conveying the essence of the genre, so I’ll go with that translation. Let’s see how it turns out!",5.26
Igbo,88,Adâ nò̄ n’ù̄lò̄,Ada is at home.,Ada is at home.,detailed,100.0
Igbo,89,"Nù̄lū onu anyī̄ o Chuukwù nù̄ù̄lū onu anyī̄ o Nù̄lū onu ànyī o Chukwù nù̄lū onu anyī̄ o, Ò̄ nwerō mʌ̀gbè ike mmàdù̄ gà-àkalī ike Chukwu Ō nwèrò̄ mgbe ike mmàdū gà-àkalī ike Chukwu Nnà nù̄lū o, onye kèle ūwà nù̄lū onu anyī̄ o Nnà nù̄lū o, onye kèle ù̄wà nù̄lū onu anyī̄ o","Hear our voices o God, hear our voices (twice) Man’s strength can never be greater than that of God (twice) Father, hear, us. The Creator of the world hear our voices (twice).","Hear our cry, O God, hear our cry, O God; is there ever a time when human strength will surpass the strength of God? Father, hear us, you who created the world.",detailed,35.62
Igbo,90,Oso ndù nà-àgwu ike.,The race for life is tiring.,Life’s race is exhausting.,detailed,27.91
Igbo,91,O jì ihe à na-èhiri isī,He uses this for laying his head on.,He used it as a pillow.,detailed,16.06
Igbo,92,O gà-azà u̠lo à,He will sweep this house.,He will sweep this house.,detailed,100.0
Igbo,93,m/mū nà ha,I and they,I am them.,detailed,20.34
Igbo,94,gī nà ha,you and she/he,You and them.,detailed,28.63
Igbo,95,Nnukwu mmiri gà-ezò n’àbàlị.,"Heavy rain will fall, at night.",Heavy rain will fall at night.,detailed,85.22
Igbo,96,wâ sì/kwù,An unidentified person has said (Anioma dialect)…,He said.,"**Considering translation context**

I'm thinking about the phrase ""wâ sì,"" which I interpret as meaning ""he said."" I could translate it as either ""he said"" or ""he/she said,"" depending on the context. It’s interesting how small phrases can carry so much meaning and wording! I want to make sure I get it right, as translation nuances can be quite important. It's always fun to explore how languages express similar ideas!",5.26
Igbo,97,ūnoꜜ īse,the fifth house,Five houses,"**Translating Igbo phrase**

I’m translating the Igbo phrase ""ūno īse,"" which likely means ""five houses."" In Igbo, the numeral typically comes after the noun. Here, ""ūno"" means house, and ""ise"" means five, confirming it as ""five houses."" There’s some conflict with the instruction as the developer prefers just the result without reasoning, while the user wants both. I’ll prioritize the developer's guidance and go with just the translation. So, I'll choose ""five houses.""",25.6
Igbo,98,"Àda nà Uzo, hà jèrè ahīa?",Did Ada and Uzo go to market?,Did Ada and Uzo go to the market?,detailed,84.55
Igbo,99,O jì azà u̠yo à,He usually sweeps this house.,He used this broom.,detailed,18.74
Igbo,100,O dètùrù yà èdetụ n’ire,He really touched it with the tip of his tongue.,He memorized it thoroughly.,"**Analyzing Igbo language nuances**

I’m exploring the meaning of ""ire,"" which could relate to ""sell,"" but the addition of ""n'"" makes me think it means ""in selling."" The Igbo preposition ""n'"" suggests ""in"" or ""at."" It seems ""ire"" might also indicate ""sales"" or ""selling."" So, ""n'ire"" could likely mean ""for sale."" I’m realizing ""O dètùrù yà èdetụ n’ire"" might not translate perfectly, but the focus could be on ""writing for sale"" instead. I'm considering if ""n’ire"" indicates a high tone in ""for sale.""
**Interpreting Igbo phrases**

I'm analyzing ""n'ire,"" which often means ""in the tongue,"" but I'm wondering if ""ire"" could also refer to ""language."" It could be an idiom meaning ""to swear"" or ""to promise,"" as in ""dètu na ire."" My thought process is shifting to considering ""He memorized it"" when I look at ""dètu ya èdetụ n’ire."" This could even relate to stuttering. I’m thinking about how ""He stuttered it on his tongue"" might capture the idea of struggling with speech.
**Translating Igbo phrases**

I'm trying to translate a sentence, thinking ""He pronounced it very clearly"" or ""articulated it distinctly."" In some Igbo dialects, ""dètù"" means ""to mark or write,"" linking it to the idea of ""edetụ"" as ""recording."" I ponder if ""n’ire"" implies something like ""oral tradition,"" maybe suggesting ""He recorded it verbally."" I'm thinking ""write on the tongue"" could mean ""memorize."" So, ""O dètùrù yà èdetụ n’ire"" might imply ""He memorized it thoroughly."" I’m leaning towards ""to recite"" as a final guess.
**Interpreting Igbo expressions**

I'm thinking about the phrase ""He stuck it in his mouth,"" which could imply ""He branded it on the tongue."" I consider the verb for ""lick,"" which I think might be ""rà,"" but maybe it's ""lịcha"" instead. I then decide on ""He really kept it on the tip of his tongue,"" which indicates fluency in Igbo. I'm settling on ""He committed it to memory,"" or ""He memorized it thoroughly,"" as a concise translation.",14.08
Igbo,101,O zùrù ego,He stole money.,He bought money.,detailed,37.33
Igbo,102,O bù Uzò zùrù moto ahù.,Uzo it is (he) bought the car.,It was Uzo who bought that car.,detailed,38.4
Igbo,103,ezi + okwu,truth,True,detailed,17.0
Igbo,104,O gbàrà ha egbè,He shot at them.,He shot at them with a gun.,detailed,79.3
Igbo,105,Nwata za ra ajùju à,The child who answered this question . . .,The child answered this question.,detailed,78.31
Igbo,106,O nà-àcho ya,He is looking for it.,He is looking for it.,detailed,100.0
Igbo,107,Ndi à bìà rà òriri cha,All these came to the feasting.,All these people came to the feast.,detailed,74.05
Igbo,108,Ndi à bù ǹkè m ga,These are all mine.,These are the ones I will go with.,detailed,41.71
Igbo,109,O jù rù màkà òle je re u bò chì ahù ?,He asked about how many who went on that day?,He asked how many days it lasted?,detailed,33.31
Igbo,110,O meÛsigea ife nÛcha hà,He has completely done all the things expected,He has now finished all their things.,detailed,28.81
Igbo,111,… ò` baa bu` nà o` fuÛ`sho` a,… and then he did not see it.,…it is good that he has seen this.,detailed,20.0
Igbo,112,mà ọ bụ,or,or,detailed,100.0
Igbo,113,"Uzo, ò jèrè ahīa?",Did Uzo go to market?,"Uzo, did he go to the market?",detailed,46.05
Igbo,114,Mo mo` kíákíá.,I knew quickly.,Know it immediately.,detailed,12.29
Igbo,115,"Okwu à, ò pùtàrà gīnī?",What does this statement/word mean?,"This word, what does it mean?",detailed,34.99
Igbo,116,Ònye (bù n kè à)?,Who (is this)?,Who is this?,detailed,46.79
Igbo,117,ije n’EBE,to go to a PLACE,going to a place,"**Translating and reasoning**

I see there's a bit of a conflict between what the developer says and what the user wants. The user is asking for a translation first, so I'll focus on that. The phrase ""ije n’EBE"" likely means ""going to a place,"" breaking down into ""ije"" meaning ""journey"" or ""going,"" and ""n'ebe"" meaning ""to/in a place."" So, I’ll translate it as ""going to a place."" I’ll stick to just that!",12.93
Igbo,118,Nwàanyị à nwèrè di.,This woman has a husband.,This woman has a husband.,detailed,100.0
Igbo,119,O kwùrù okwu,He spoke.,He spoke.,detailed,100.0
Igbo,120,Nwaànyi a enweghi di.,This woman has no husband.,This woman has no husband.,detailed,100.0
Igbo,121,Gèkaì` ntì`,"Please, listen to this now!","Please, listen.",detailed,55.81
Igbo,122,ò nwèrè,what’s the matter?; what’s up?,He has.,detailed,3.82
Igbo,123,Isi okwu m̀ bụ̀ (nà),The summary of what I am saying is (that)…,My main point is (that),detailed,23.89
Igbo,124,Echèzọrò m akwụkwọ m echèzọ,I really forget my book.,I forgot my book; I forgot it.,detailed,34.77
Igbo,125,oche ogonogo,long chair,long chair,detailed,100.0
Igbo,126,O gà-èsiwanya nri mà mmadụ bìawanya,He will continue to cook more food if more people continue to come.,He will cook more food so that people will come.,"**Resolving translation conflicts**

I need to follow the developer's guidelines, which say to output only the result. However, the user wants both the translation and an explanation afterward. That's a tough spot! So, I think I have to give just the translation based on the developer's priority. The sentence ""O gà-èsiwanya nri mà mmadụ bìawanya"" translates roughly to, ""He will cook more food so that people will come.""  

I hope that helps clarify things!",42.48
Igbo,127,O nà-àtụ̀ghari ihu ya,He is turning his face away.,He is turning his face away.,detailed,100.0
Igbo,128,ezi iheÛ,a good thing,A good thing,"**Translating dialects**

I’m noticing that the trailing ""Û"" likely indicates tone or diacritic from the source. Words like ""ihé"" and ""ezi ihe"" in some dialect may mean ""correct thing"" or ""good thing."" For translation, I think I'll go with ""a good thing"" or simply ""good things."" Since there's no article included, I’ll stick with ""a good thing"" for clarity. This seems like the right approach to ensure the translation feels accurate!",85.91
Igbo,129,mmà ìse,five knives,Five knives,"**Translating Igbo phrase**

""mmà ìse"" likely translates to ""five knives.""  

I initially thought ""mmà"" could mean ""five,"" but I realized ""ìse"" is the correct word for ""five."" ""mmà"" seems to mean ""beauty"" or ""knife,"" as tone can change meanings. However, following standard ordering rules, the numeral comes after the noun in Igbo, confirming the translation. I’m feeling a bit conflicted about whether to provide reasoning, but the developer instructed to just give the result.",85.91
Igbo,130,làà n’ùdo,safe journey,Go in peace.,detailed,7.72
Igbo,131,etu o sīla dị,no matter how it is,The way it is.,detailed,17.4
Igbo,132,(Ì mèrè) ò li a?,How (are you)?,Did you do it?,detailed,11.85
Igbo,133,O mèsìrì yà èmesi,He really did it persistently.,He kept doing it.,detailed,9.24
Igbo,134,Anàtala mmadù ihe nye onye ozo,Don’t take something from someone and give to another.,Something has been collected from people and given to someone else.,detailed,41.58
Igbo,135,ànyī na ha,we and they,We and them,detailed,66.81
Igbo,136,Ìri`ri` nri n’ogè na-adí` mmá,To really eat in time is good.,Eating food at the right time is good.,detailed,46.23
Igbo,137,Àdâ jèrè Àba ù̄nyàahù̄,Ada went to Aba yesterday.,Ada went to Aba yesterday.,detailed,100.0
Igbo,138,Ihe à zìrì èzi,This is straight-forward,The right thing.,"**Translating an Igbo phrase**

I'm trying to translate the Igbo phrase ""Ihe à zìrì èzi."" It seems to feature variations in tone. ""Ihe"" likely means ""thing"" or ""what."" I'm contemplating whether ""à"" means a relative marker, like ""that,"" and how ""zìrì"" might connect to ""sent"" or ""correct."" ""Ezi"" can mean ""truth"" or ""good,"" and it's intriguing that it might also mean ""pig."" I’m noticing how diacritics can change meanings, like ""èzi"" potentially indicating ""outside."" This is quite complex!
**Translating ""ezi"" meaning**

It seems like ""ezi"" likely has a high tone, though it’s not shown with diacritics. The phrase ""ezi okwu"" appears without those markers. In this context, ""èzi"" could mean ""outside,"" but looking at ""Ihe à zìrì èzi,"" maybe it translates to ""What he sent outside?"" But wait, ""zìrì"" might mean ""showed"" instead. I realize this could be a proverb! The familiar phrase, ""Ihe à ziri ezi,"" means ""the right thing."" So, it's fitting to translate ""Ihe à zìrì èzi"" as ""The right thing.""",14.42
Igbo,139,nwatà o`ma,beautiful/good child,A good child,detailed,43.51
Igbo,140,òke dì n’ūlo gwàrà n̄ke dī n’ama nà àzu dì na ngīga,(It is) the rat in the house that told the rat outside that there is fish in the perforated fish safe.,The rat in the house told the one in the bush that there is fish in the trap.,detailed,51.02
Igbo,141,A nà-àzụ̀ta ya azụ̀ta,It is something that can really be bought,People keep buying it.,detailed,8.68
Igbo,142,"Kà ha nò n’ime òsìmìrì ahù , ebe o bu là bù mmiri m miri","When they were at sea, everywhere was water.","When they were in that river, where it was the very water I had sunk into.",detailed,50.88
Igbo,143,Ó mo` is`é`.,He is skilful.,He knows how to work.,detailed,7.8
Igbo,144,wâ jè,They went (Anīōma dialects).,They went.,detailed,28.76
Igbo,145,O tòsìrì i`laÛ ùgbu à,He ought to go now.,He ought to have left by now.,detailed,56.05
Igbo,146,Ihe à nụnwà dià riskì.,This thing is risky!,This thing is risky.,detailed,93.01
Igbo,147,ma ùma,"be extra, have remainder of",But it’s good.,detailed,3.21
Igbo,148,EjeÛela hà akwu`kwo`,They have gone to school.,Have they gone to school?,detailed,60.78
Igbo,149,O gà-àbịa echī.,He will come tomorrow.,He will come tomorrow.,detailed,100.0
Igbo,150,Mo là àlá,I dreamt.,I lay on the ground.,detailed,12.15
Igbo,151,"Igwè, ò di`bèghì` nÙkè o zù`rù`",It was no bicycle that he bought.,"Your Majesty, it is not yet enough.","**Translating Igbo nuances**

I’m working on translating an Igbo sentence. The word ""Igwe"" could mean ""king"" or ""sky."" With the accent ""Igwè,"" it likely means ""sky"" or ""crowd."" I think ""ìgwè"" can also refer to ""king"" as a title. The sentence structure is intriguing; “ò dị̀bèghì̀ nÙkè o zùrù” translates to “it is not as strong as he thought.” “O zùrù” could mean ""he bought"" or ""it is enough."" Looks like “zùrù” signals a past action of ""zụta.""
**Interpreting Igbo phrases**

I'm analyzing the phrase ""O zùrù yà àzụ̀rụ̀ n’ebe ahù,"" which translates to ""He really bought it there."" The word ""zùrù"" seems to serve as an emphatic marker meaning 'really' or 'completely,' while ""àzụ̀rụ̀"" relates to the verb ""zụ,"" which means 'to buy.' 

The phrase ""ò dị̀bèghì̀ n'úkè"" implies ""it is not strong"" or ""not strong enough."" So ""ò dị̀bèghì̀ n'úkè o zùrù"" could mean ""it isn't as powerful as it should be.""",16.78
Igbo,152,O rīele jī.,He has eaten some yam.,He has eaten yam.,"**Translating Igbo Sentence**

I'm trying to translate from Igbo to English. The sentence is ""O rīele jī,"" where ""O"" means he/she, and ""jī"" likely refers to yam. I'm considering the verb ""rīele,"" which might mean ""has eaten"" or ""has been eating,"" similar to examples where I saw tenses like ""This child has been eating the food."" The absence of the ""e-"" prefix suggests something like ""has eaten,"" which makes sense in context. So, I'm leaning towards ""He has eaten yam.""",60.68
Igbo,153,Àda agāghī èje Āba,Ada will not go to Aba.,Ada will not go to Aba.,detailed,100.0
Igbo,154,O` gà zùwe ohī,He now steals.,He will steal.,detailed,32.38
Igbo,155,O nà-èkpòsa ya ebe à,He is throwing it on this place.,He is throwing it here.,detailed,55.2
Igbo,156,"Nwaànyī à jèèrè Àba, (n’ù̄tūtù̄).","This woman went to Aba, (in the morning).",This woman went to Aba (in the morning).,detailed,89.13
Igbo,157,O ma-acho a,He will not look for it.,He doesn’t want this.,"**Evaluating Igbo negation**

I'm thinking about the Igbo word ""acho,"" which means ""want"" or ""look for."" It seems that ""ma-"" may introduce a negative tense. In standard Igbo, negation is expressed as ""ọ naghị achọ,"" but here ""ma-"" might be dialectal or suggest a prospective negative. So, I’m deciding that ""He doesn't want it"" could be a suitable translation. There’s a lot of nuance to work through with these dialect choices!",8.92
Igbo,158,ītu n’anya,to be amazed at,to love/admire,detailed,11.05
Igbo,159,Azu`Ûo`la hà akwu`kwo` ahù`,They have bought that book,They have bought that book.,detailed,98.98
Igbo,160,O jèrè ahīa.,He went to market,He/She went to the market.,detailed,60.89
Igbo,161,(Hà dì ) òle?,How many (are they)?,How many are they?,detailed,62.79
Igbo,162,Òlee akwà o zù tàrà?,Which/where is the cloth she bought?,Which cloth did she buy?,detailed,25.98
Igbo,163,Anyi gà-àhu unù echi n’ànyasì So n dè n'isi mbido o nwa ò zo,We shall you (pl.) tomorrow.,"We will see you tomorrow evening; so, at the very beginning, the child hid.",detailed,27.7
Igbo,164,"The phonology of Diogbe, a town in Udi, is very interesting for the fact that it operates an eleven vowel system","The phonology of Diogbe, a town in Udi, is very interesting for the fact that it operates an eleven vowel system.","The phonology of Diogbe, a town in Udi, is very interesting because it operates an eleven-vowel system.",detailed,80.53
Igbo,165,a sìrì..,An unidentified person has said…,It was said.,detailed,16.17
Igbo,166,N di ī ha?,Where are they?,Where are they?,detailed,100.0
Igbo,167,O zùtàrà akwūkwō nye m̄,He bought a book and gave it to me.,He bought a book for me.,detailed,50.26
Igbo,168,O` chò`rò` ndi` naÛ-erighí nri,He wants those who did not eat the food.,He looked for people who were not eating.,detailed,24.49
Igbo,169,izu ohi,to steal,to steal,"**Deciding on translation**

I'm considering the best translation for the word that means ""stealing"" or ""to steal."" I think I should choose ""stealing"" as the gerund form to indicate the act. But then again, maybe ""to steal"" fits better as it sounds more like a dictionary definition. Hmm, I'm caught between the two. Okay, I'll go with ""to steal"" for clarity. That feels like the right choice!",100.0
Igbo,170,O gà-èji ihe à ègweri ya,He will use this to grind it to fine pieces.,He will use something to grind it.,"**Translating Igbo Sentence**

I need to translate the Igbo sentence, ""O gà-èji ihe à ègweri ya."" My best guess is that it means ""He will use something to grind it."" Parsing it further, ""O"" means he/it, ""gà"" indicates future, ""èji"" means use, and ""ihe"" translates to thing. The phrase ""à ègweri"" might refer to grinding, and ""ya"" translates to it. However, I might need to prioritize the first line translation as the developer specified that output only requires the result, despite the user requesting reasoning.",49.45
Igbo,171,ītu anya,to expect/hope,to look (at),detailed,6.84
Igbo,172,Nwaànyi à ji àhù.,This woman is healthy.,This woman is healthy.,detailed,100.0
Igbo,173,Ngo`zi azuÛ`bèlà igweÛ,Ngo`zi has not yet bought a bicycle,Ngozi has bought a bicycle.,detailed,58.36
Igbo,174,O jù rù gi nà ya mà ùnù gà-àbi a echī?,He asked you and him whether you(pl.) would come the following day?,He asked you and him whether you (pl.) would come tomorrow?,detailed,75.4
Igbo,175,Gbuo yà.,Kill it.,Kill him.,detailed,32.34
Igbo,176,Ō gụ̀ōla akwụkwọ̀ à:,He has read this letter.,He has read this book.,detailed,61.86
