Lang,Index,Source,Reference,LLM_Translation,Reasoning_Summary,ChrF
Korean,42,ku ttig un ny mok ip.nita,That land is my share,That rice cake is your share.,"{'type': 'summary_text', 'text': '**Translating Korean terms**\n\nI’m working on the romanization of ""tteok,"" which might be ""ttig."" It seems like ""ne"" could be translated to ""ny,"" and ""몫"" translates to ""mok."" So, putting that all together, I would translate it as ""That rice cake is your share."" I want to ensure I get the phrasing right for clarity. I think I’ve got the general idea down, and it’s starting to make more sense!'}",28.93
Korean,43,Ilapsung ila to thako kaca,Let's just take a jitney.,Let’s at least take the regular one and go.,detailed,26.59
Korean,44,'Hawai kanun tlysin ey i pen hyukn ey nun Kwulupha ey kako siph.ta,"Instead of going to Hawaii this vacation, I want to go to Europe.","Instead of going to Hawaii, I want to go to Europe on this vacation.",detailed,87.5
Korean,45,Enu sitay enu nala ka ani kuleh.keyss.na man un,"Any country at any period would be much the same, but - .","There is no age and no country where it would not have been so, but…",detailed,27.75
Korean,46,palp hi-,get trodden on,be stepped on / be trampled (on),"{'type': 'summary_text', 'text': '**Translating language nuances**\n\nI\'m trying to follow developer instructions, which state to only output the translation without any explanation. The user asked for ""palp hi-,"" and I think ""palp"" is related to the verb ""to step on"" or ""tread,"" while ""hi-"" seems to serve as an honorific or imperative. So, my best guess for the complete translation would be ""be stepped on"" or ""be run over."" It\'s important to adhere to the developer\'s guidance here!'}",16.01
Korean,47,cwue la,give!,Give it!,"{'type': 'summary_text', 'text': '**Resolving translation conflict**\n\nI need to clarify the output requirements. The developer said to only provide the translation without reasoning, even though the user might expect both. Okay, sentence ""cwue la"" looks like it could be from a Yale romanization. ""Cwu-"" probably means ""give"" and ""la"" is likely an informal sentence final particle. Given the context, ""cwue la"" means ""Give it!"" I\'ll stick to just delivering that translation.'}",29.81
Korean,48,po' to tut' lo mds hanta,can neither see nor hear,I have never seen or heard of it.,detailed,56.76
Korean,49,Nwu ka kuletun tey ku nun pelsse tte-nass.tt ttula,Somebody told me that he had left already.,"Whoever said so, they say he had already left.",detailed,31.15
Korean,50,Yelq-sey sal kkaci sOin ulo chinta,Up to thirteen you are considered to be (you are counted as) a minor.,"Up to the age of thirteen, one is considered an adult.",detailed,36.98
Korean,51,Itr{nt hanun tiysin cy tut.ki man hasipsio,"Instead of talking, just listen.","Instead of doing it, just listen.",detailed,66.38
Korean,52,Yenghwa lul kwfikyeng kanun cek i Cps.ta,We never have the occasion to go see a movie.,I have never gone to see a movie.,detailed,46.66
Korean,53,"Ku ka kal,nun ci (to nrolunla)",Maybe he will go.,"I don’t know whether he will go, either.",detailed,37.08
Korean,54,hay ka tot.a,the sun rises,The sun rises.,detailed,85.64
Korean,55,Cam caturr ci yo,Maybe he was asleep.,Did you sleep?,detailed,18.22
Korean,56,talk koki,chicken meat,chicken meat,"{'type': 'summary_text', 'text': '**Translating Korean phrase**\n\nIt seems like I\'m trying to translate ""talk koki"" from Korean, and it looks like it\'s not standard Hangul. I wonder if it should be romanized as ""t\'ak kogi."" I think ""koki"" means meat, and ""talk"" might link to chicken in a roundabout way. After some thought, it seems that ""talk koki"" could translate to ""chicken meat"" or simply ""chicken."" But I\'ll just provide the translation as instructed.'}",100.0
Korean,57,Tap.pyen haki lul him ul ssess.ta,I tried hard to find the answer.,He tried hard to answer.,detailed,58.13
Korean,58,To-taychey tangsin un mue l' halye ko hanun ke yo,Just what on earth do you think you're up to?,What on earth are you trying to do?,detailed,35.63
Korean,59,Na nun ney ka an onun cw.ul al.ess.ta,I thought you weren't coming.,I thought you weren't coming.,"{'type': 'summary_text', 'text': '**Translating Korean text**\n\nI need to translate the romanized Korean phrase: ""Na nun ney ka an onun cw.ul al.ess.ta."" This involves figuring out the meanings of the components. “Na nun” means “I” as the topic, and “ney-ka” signifies “you.” The whole structure seems to imply “I thought you weren’t coming.” There’s a little complexity in the grammar, especially with translating “onun cwul” as it refers to knowing about someone\'s arrival. So, I’ll go with ""I thought you weren\'t coming.""'}",100.0
Korean,60,Nayit un swuyoil ikeyss.ta,Tomorrow must be Wednesday.,Tomorrow will be Wednesday.,detailed,68.94
Korean,61,Wuli pumo nim un noy sengcek i cdh.ki lul palasey yo,My parents expect me to get good grades.,My parents hope your grades will be good.,detailed,40.26
Korean,62,Yo cuum un lalio ka ecci 'nl manh.un ci cip cip mata pota pang mata hana ssik iss.ta ko halq swu iss.ulq cengto 'ci yo,"Lately radios have become so common it has reached the point where you can say that every room has one, rather than every house.","These days there are so many radios that you could almost say every house—rather, every room—has one apiece.",detailed,38.73
Korean,63,Ney-kkacis kes hanthey cikeyss.nun ya,Never shall I be beaten by a guy like you.,Do you think I’d lose to the likes of you?,detailed,13.36
Korean,64,N:rla ka m6s toye kanta,The nation is on the decline (the way down).,The country is going to ruin.,detailed,12.52
Korean,65,I pang un chwum chwuki cdh.ta,This room is good for dancing.,This room is good for dancing.,detailed,100.0
Korean,66,malkkum ha-,be clean,be clean and neat,"{'type': 'summary_text', 'text': '**Resolving output conflicts**\n\nI notice a conflict between the developer\'s request to output only results and the user\'s instruction to include translation and reasoning. Since I want to comply with the developer, I should focus on providing just the translation. The Korean word ""말끔하다"" translates to ""be neat"" or ""be tidy."" So, my final output will simply be ""be neat,"" leaving out the reasoning.'}",75.19
Korean,67,"icey cye'mun ce'k u'lan an'cok mozom sko'cang -nwota 'kn 'cola'm ye n' e'lwu 'pep ul poy'hwozo'Wwo'l i '-ngi ""ta","now while I am young, you see, I will have fun to my heart's content for a while and then when I am grown I can duly learn the Law.",Now the big man inside showed me the way.,detailed,7.58
Korean,68,na-kaki silh.ta,(I) hate to go out.,I don't like going out.,detailed,18.77
Korean,69,iss.ci mds hanta,…,It doesn't exist.,"{'type': 'summary_text', 'text': '**Translating Korean phrase**\n\nI need to translate the romanized Korean string ""iss.ci mds hanta."" It seems like ""iss-ci"" relates to ""있지,"" meaning ""there is"" or ""exists."" The ""mds"" might represent ""못"" for ""cannot."" The ""hanta"" corresponds to ""한다,"" meaning ""does."" So the phrase could mean ""cannot exist"" or ""doesn\'t exist,"" specifically conveying ""It doesn\'t exist."" But since the developer says only to output the result, I\'ll just provide that translation without additional reasoning.'}",0.0
Korean,70,I trlut i malk.ci mrjs hata,The water is not (at all) clear.,I can’t even speak like this.,detailed,11.15
Korean,71,Twu si ccum ey osey yo,Come around two o'clock.,Please come around two o’clock.,detailed,70.09
Korean,72,C€msim rn-ek.nuta (ko) nup.ess.ta,Lunch made me late.,"After eating lunch, (he) lay down.","{'type': 'summary_text', 'text': '**Resolving translation instructions**\n\nIt seems I need to focus on the user\'s request for a translation without additional commentary. The developer\'s instructions are clear that I should prioritize just providing the translation. My best guess for the sentence in romanization translates to: “He ate lunch and lay down.” I’ll simplify that to ""After eating lunch, (he) lay down,"" ensuring it’s concise and clear. I\'ll stick to just that single line for the output!'}",20.41
Korean,73,chayk han kw€n,one book,one book,detailed,100.0
Korean,74,Kulenq il ila to hasimyen cOh.keyss.ey yo,I wish you'd just do that.,It would be good if you would do something like that.,detailed,21.71
Korean,75,tAn mek.nunta 'y to cakkwu man kuleni?!,Why do you keep urging me to eat when I tell you I won't?!,You’re eating again—why do you keep doing that?!,detailed,32.06
Korean,76,Il.yoil kath.un ttay tOngmul-wen ey ka-polla chimyen snlam i koyngcang hi mnnh.la,"If you visit the zoo of a Sunday, you will find an awful lot of people there.","If you go to the zoo on a day like Sunday, there are a lot of people.",detailed,43.07
Korean,77,Na nun mul ul coh.a hanun kkatalk ey nul pata ey kanta,"I always go to the sea, because I am fond of the water.","Because I like water, I always go to the sea.",detailed,57.88
Korean,78,Onul hak.kyo ey oci anh.un kes ul ponni hanun ka pota,"I guess he is ill, for he is not in school today.","Seeing that he didn’t come to school today, I guess he isn’t coming.",detailed,48.36
Korean,79,Ne llang celi kako ce ai llang ili ola ko hay la,You go over (there) and tell that boy to come here.,"Go over there with him, and tell that kid to come here.",detailed,55.61
Korean,80,(Ne) i kes corn hay tao,"Do this for me, please.","Yes, do this.","{'type': 'summary_text', 'text': '**Translating Korean sentence**\n\nI need to translate the romanized Korean sentence, which has some elements to clarify. I’m breaking down parts like ""(Ne)=yes"" and ""i kes=this thing."" The term ""corn"" might stand for ""com,"" meaning ""some,"" but it\'s written differently. ""Hay tao"" looks like ""hae tto,"" and I wonder if it connects to commands like ""좀 해 줘."" I’m piecing together possible meanings to get the accurate translation!'}",19.5
Korean,81,Kim sensayng puin ul chac.e ponun cek i tps.na yo?,Don't you ever go see Mrs Kim?,Have you ever tried to find Mrs. Kim?,detailed,33.65
Korean,82,Top.nunta 'nun i pota chalali panghay 'ta,He is more hindrance than help.,It’s more of a hindrance than a help.,detailed,62.61
Korean,83,Yenge ya miil lo seykyey ey se kacang elyewun mal ita,English is really the most difficult language in the world.,English is the most difficult language in the world.,detailed,84.08
Korean,84,Hak.kyo ey kanta 'psiko na-scs.ta,He left home claiming that he was going to school.,He went out saying he was going to school.,detailed,50.3
Korean,85,ka ya'keyss.ta,I'll have to go,I should go.,detailed,10.19
Korean,86,na-ma to et.ki ka him tul.ess.ess.ta,It was hard to get even this (much).,Even I had difficulty getting it.,detailed,14.08
Korean,87,Nrviin i onun tey to chwupci anh.e yo,Despite the snow it is not cold.,"Even though it’s sleeting, it isn’t cold.",detailed,31.37
Korean,88,o' lo kl' to ulds hnnlu,can neither come nor go,It looks like it’s going to rain again today.,"{'type': 'summary_text', 'text': '**Translating idiomatic expressions**\n\nI\'m working on translating the phrase ""o\' lo kl\' to"" and think it might match with ""onul kkutto."" It seems like ""오늘도"" fits perfectly there. Then there’s ""ulds,"" which could relate to ""울듯,"" and ""hnnlu"" could be ""하늘"" or ""haneul."" Overall, the phrase ""오늘도 울 듯 하늘"" means ""Today, too, the sky looks like it\'s about to cry,"" which translates idiomatically to ""It looks like it\'s going to rain again today."" Let\'s stick with that for clarity!'}",12.75
Korean,89,Kongwen ey sanqpo kanun cek i iss.ta,We (do) sometimes go to the park for a walk.,I've been for a walk in the park.,detailed,35.08
Korean,90,Myech salam ina kanun ci isey yo?,Do you know how many people are going?,Do you know how many people are going?,detailed,100.0
Korean,91,Kkoch un kheni wa iph to mirs pokeyss.ta,"We won't see a leaf, much less a blossom!","Let alone the flowers, I’ll even taste the leaves.",detailed,14.5
Korean,92,Mly.l m:rlh.un pa chayk.im ul kakca ka motir rrilnsrvu haca,Let each one of us fulfill every responsibility we have undertaken.,Let each of us take responsibility for what we said.,detailed,42.68
Korean,93,Kalun ci an katun ci nay inun chey an hanta,I don't care whether he goes (went) or not.,"Whether you go or don’t go, don’t act as if I’m there.",detailed,22.89
Korean,94,M:rs i 'ss.nun tey yo!,How tasty it is!,"There is something, you know!",detailed,12.06
Korean,95,Iss.nun ci eps.nun ci tuikeyss.sup.nikka,Do you know whether there are any (or not)?,Would you like to hear whether there is (one) or not?,detailed,44.0
Korean,96,Ku salam un t0n i iss.nun ko lo caki ka hako siph.unq il un mues ina ta halq swu iss.sup.nita,He has got money so he can do anything he wants to.,"That person has money, so he can do anything he wants to do.",detailed,70.7
Korean,97,An mek.ullangki yo?,You're not going to eat them?,Aren’t you going to eat?,detailed,43.86
Korean,98,paywuki swipta,It's easy to learn.,It’s easy to learn.,detailed,80.61
Korean,99,Ttek khenyeng plp to 0ps.tula,"Cake? - why, we didn't even have rice!","We don't even have rice, let alone rice cake.","{'type': 'summary_text', 'text': '**Translating Korean expression**\n\nI need to stick to the developer\'s guidelines to only provide the result. The user asks for a translation first and then the reasoning, but the developer\'s instructions come first. So, I should only output the translation. The sentence ""Ttek khenyeng plp to 0ps.tula"" or its romanization seems to mean something like ""Far from being rice cake, there\'s not even rice,"" which connects to the Korean saying ""떡은커녕 밥도 없다,"" meaning ""We don\'t even have rice, let alone rice cake.""'}",47.67
Korean,100,cal nass.ta,is nicely formed,It turned out well.,detailed,10.59
Korean,101,nac ey,in the daytime,In the daytime.,detailed,87.23
Korean,102,Sam-payk wen khcnyeng sam-sip wen to nr0s Plt.keyss.tl,"Three hundred wen? - why, we won't even get thirty!","I can’t even get thirty won, let alone three hundred won.",detailed,55.5
Korean,103,"ce, tnuyil tol.a osici yo?","By the way, you're coming back tomorrow, aren't you?","Excuse me, will you be coming back tomorrow?",detailed,45.77
Korean,104,"Kongpu hanula (phyenci ssunula) cam calq say""La Cps.ta",What with studying (and writing letters) I have no time to sleep.,"Because I’m studying (because I’m writing letters), I have no time to sleep.",detailed,66.71
Korean,105,m6s(q) iss.nunta,…,There is something.,detailed,0.0
Korean,106,Chayk ul ilk.ull kwu,I was about to read a book when the lights went out.,I will read the book.,detailed,15.07
Korean,107,Na nun mos kukeys.s.uni ne tla to kass.ta,"I can't go, but you had better go even without me.","I couldn’t go, so you went too.",detailed,15.09
