Lang,Index,Source,Reference,LLM_Translation,Reasoning_Summary,ChrF
Chamorro,37,Si Juan ha sakkengguan i famagu’un ni i bisikletan-ñiha.,Juan stole the children’s bicycle.,Juan passed the children on their bicycles.,"**Translating a sentence**

I need to translate the sentence: ""Si Juan ha sakkengguan i famagu’un ni i bisikletan-ñiha."" Here’s my breakdown: ""Si Juan"" indicates the name Juan; ""ha"" likely marks a third-person action. The word ""sakkengguan"" might relate to carrying or chasing away. Then, ""famagu’un"" translates to children, and ""i"" is a definite article. Looking at ""ni,"" it seems to link nouns, suggesting it's genitive. I think ""i famagu’un ni i bisikletan-ñiha"" means ""the children with their bicycles,"" not ""of their bicycles.""
**Interpreting Chamorro verb meaning**

I’m trying to decipher the function of ""ni"" in this context. It might mark the object, but I’m considering the passive form in Chamorro. The verb ""sakkengguan"" could mean ""hit"" or ""strike,"" or maybe it's related to ""kick."" I wonder if it connects to the Spanish ""saque""? But could it imply Juan returning or borrowing the children's bicycles? There’s also ""sakkeng"" meaning ""to return"" or ""to escort."" I'm piecing together ""ha [verb] i famagu’un ni i bisikletan-ñiha"" for clarity.
**Clarifying Chamorro structure**

I'm thinking about how ""ni i bisikletan-ñiha"" might modify ""famagu'un,"" suggesting it means ""the children who have their bicycles."" Alternatively, ""i famagu’un ni i bisikletan-ñiha"" could mean ""the children with their bicycles."" Now, the verb ""sakkengguan"" has me uncertain. Maybe it implies ""to confiscate"" or possibly ""to stop,"" but I'm trying to fit it into the context, perhaps meaning ""Juan confiscated the children's bicycles."" It looks like the possessed noun structure aligns with Chamorro grammar, where the possessor comes after the possessed.
**Analyzing bicycle ownership**

I'm exploring the phrase ""their bicycles,"" which translates to ""i bisikletan-ñiha."" To express ""the children's bicycles,"" it could be ""i bisikletan i famagu'un,"" since ""-n"" serves as a linker for possessed nouns in Chamorro. Now, I’ve got ""i famagu'un ni i bisikletan-ñiha,"" but that doesn't seem right as “the children of their bicycles.” I'm considering if ""ni"" serves as a passive marker or an agent marker. Could ""sakkengguan"" mean ""to catch up with""? Maybe it indicates ""Juan passed the children on their bicycles.""
**Deciding on translation focus**

I'm analyzing ""sakkengguan,"" which might end in -an, indicating a locative or nominalizer, but with a ""ha"" prefix, it could indicate a perfective transitive form. If I consider ""sakkeng"" maybe related to ""to run over,"" I'm contemplating its possible Arabic root and the potential influences from Spanish. I’m circling back to translations: perhaps ""Juan passed the children on their bicycles."" But I'll stick with the simplest phrasing despite my uncertainties. So, I will just output: ""Juan overtook the children on their bicycles.""",53.11
Chamorro,38,Hu adibibina kåo para bai hu fåhan pat mungnga.,I am deciding whether I should buy it or not.,I was thinking about whether I should buy it or not.,detailed,68.84
Chamorro,39,Tåya’ umagradesi ma’umiya gi me’nan tåotåo.,There’s no one who appreciates being humiliated in front of people.,No one thanked us in front of the people.,detailed,29.34
Chamorro,40,Måttu i hagan Herodihas mismu gi giput.,‘The daughter of Herodias herself came in to the party.’,Herodias’s own daughter came to the party.,"**Translating Chamorro sentence**

I need to translate a Chamorro sentence into English: ""Måttu i hagan Herodihas mismu gi giput."" I have some vocabulary already: ""måttu"" means came or arrived, and ""i"" is the. I'm debating on ""hagan"" — it might mean ""daughter"" or could be ""wife."" I think ""hagan"" is more likely ""child/daughter."" ""Herodihas"" seems to reference the biblical figure Herodias. So it might mean something like ""Herodias herself's daughter came to the party.""
**Deciding on translation structure**

I’m looking at the word ""hagan,"" which I think could mean ""day"" in Chamorro. There's also ""haggan"" for turtle. The context from the biblical story of John the Baptist suggests that ""hagan"" refers to the daughter of Herodias, who came to dance at a birthday party. I want to provide the translation of that sentence first. However, I have to follow the developer's instruction and only output the translation in one line, without my reasoning.",50.98
Chamorro,41,Ha istotba ham na binisita i hagan-måmi as Manuel.,That Manuel visited our (excl.) daughter disturbs us (excl.).,"He stopped us from visiting our child, Manuel.",detailed,20.69
Chamorro,42,"Dångkulu i tuninus na gå’ga’, låo dangkulonña i bayena.","Dolphins are big sea animals, but whales are bigger.","The tuna is a big fish, but the whale is bigger.",detailed,28.09
Chamorro,43,Gi lamasa esti na låpis.,This pencil is on the table.,This pencil is on the table.,detailed,100.0
Chamorro,44,Ha håyu yu’ si Juan.,Juan hit me with a stick.,Juan called me.,"**Translating a Chamorro sentence**

I need to translate the Chamorro sentence ""Ha håyu yu’ si Juan."" I think ""håyu"" relates to 'call' or possibly 'name.' It also might mean 'to search' or 'to summon.' After considering the structure, it seems ""Ha"" indicates the third person acting, ""håyu"" as 'to call,' and ""yu'"" as 'me.' So the best translation is: ""Juan called me."" I'll provide this translation first, then explain my reasoning.",14.93
Chamorro,45,Hu poksai sais na famagu’un ya hu na’fandångkulu.,I nurtured six children and made them grow up.,I raised six children and brought them up.,detailed,49.86
Chamorro,48,Håyi chinatgem-mu / chinatgi-mu?,Who did you laugh at?,Who did you laugh at?,detailed,100.0
Chamorro,49,Todu tåotåo malagu’ mumå’gas.,Everybody wants to be boss.,Everyone wants to be the boss.,detailed,58.19
Chamorro,50,Yanggin masahalum håo nai mås lalålu’ i gupu’ na chetnut.,When you sweat is when the skin fungus gets more aggressive.,"If you sweat, the severe illness will lessen.",detailed,24.81
Chamorro,51,Sumuha gi fi’on-ña.,[The lights] moved away from him.,He put it in his pocket.,"**Translating Chamorro**

I need to translate the Chamorro sentence ""Sumuha gi fi’on-ña."" It seems to mean ""He/She put it in his/her pocket."" I parse ""gi"" as the locative ""in/at,"" and ""fi’on"" as ""pocket."" The ""-ña"" indicates possession. The verb ""Sumuha"" likely means ""to put in,"" possibly implying an actor focus with the infix. I think the best translation is ""He put it in his pocket."" However, it’s clear I'm supposed to avoid reasoning and stick to just the translation output.",6.39
Chamorro,52,Manma’å’ñåo i ma’estra manmasohyu’ i istudiåntis.,(The teachers are afraid to influence the students.),The teachers were afraid that the students were teasing them.,"**Translating Chamorro phrases**

I need to translate the sentence: ""Manma’å’ñåo i ma’estra manmasohyu’ i istudiåntis."" It likely means ""the teachers were afraid (that) the students would answer or be noisy."" Parsing the words, ""manma'å'ñåo"" means ""were afraid"" (plural), and ""i ma'estra"" refers to ""the teacher(s)."" For ""manmasohyu’,"" I'm not sure; it might relate to being scolded. I'm contemplating if it indicates the students were misbehaving. The nuances are tricky!
**Interpreting Chamorro verbs**

I’m thinking about the Chamorro word ""sohyu'."" Could it mean ""to struggle""? I’m trying to connect that to the phrase ""ma'estra manmasohyu' i istudiåntis,"" which may imply ""the teacher scolded the students."" The verb ""masohyu'"" likely means to discipline, and the ""man-"" prefix suggests a plural subject, indicating the students are the focus. I’m considering the structure might show two clauses in VSO order, so it could be saying something like ""the teacher is afraid the students will tease.""
**Analyzing Chamorro structures**

I'm examining how the prefix ""man-"" indicates a plural subject for verbs. This could mean ""the students misbehaved,"" which might explain why the teacher is afraid. However, I’m also considering that ""ma'estra"" could still refer to a singular teacher, leading to interpretations like ""the teachers were frightened."" It fits with examples I've seen. The rest of the phrase, ""manmasohyu’ i istudiåntis,"" might suggest that the teachers were afraid of teasing students. I’m also wondering if ""sohyu'"" could mean ""to fight"" or respect, but I’m still refining my understanding!
**Deciphering Chamorro meanings**

I’m trying to interpret the sentence about teachers and students. Initially, I considered it might say, ""The teachers were scared because the students were being naughty."" However, I’m also thinking it could mean, ""The teachers were afraid the students would protest."" If I connect it to ""sohyu',"" I recall it might relate to obeying or respecting. So, if ""manmasohyu’ i istudiåntis"" means the students obeyed, that doesn’t fit the context of teachers being afraid. I’m wondering if ""sohyu'"" might also mean to hit or punish, which changes the meaning significantly.
**Translating with clarity**

I’m working through the structure of the sentence. If the verb means ""to punish,"" the subject is singular, which complicates things. In the VSO structure, ""manma’å’ñåo"" indicates the teachers were afraid, with ""i ma’estra"" as the subject and ""manmasohyu’ i istudiåntis"" suggesting the students teased. So, the final thought here is that it could translate to ""The teachers were afraid the students were teasing them."" However, the developer's instruction is to focus only on the output, so I’ll stick to just the translation.",56.05
Chamorro,53,Manhinalang i Chapanis ya manpåra manggera.,The Japanese surrendered and they stopped fighting.,The Japanese surrendered and stopped fighting.,detailed,86.14
Chamorro,54,Manmanåga’ bula na månha.,They chopped many young coconuts.,A lot of mosquitoes are breeding.,"**Translating Chamorro sentence**

I need to translate the Chamorro sentence, focusing on ""Manmanåga’."" It seems it could be related to ""manåga’,"" implying ""to hang around,"" but I'm not entirely certain. I see ""bula,"" which means ""many"" or ""a lot,"" and there are phrases like ""Bula famalåo’an gi tenda"" meaning there are many women at the store. 

Now I'm considering if ""månha"" means ""mosquitoes"" or something else. I wonder if ""månha"" could refer to ""mangoes""? It seems ""Manmanåga’"" might mean ""to lay eggs repeatedly,"" indicating a progressive or repetitive action.
**Exploring Chamorro meanings**

I’m trying to figure out what ""manmanåga’"" means. Could it imply ""to give birth"" or ""to cry""? I don't think that fits. Maybe it's a combination meaning ""are waiting""? Or maybe ""manåga’"" means ""to cause,"" but I'm not sure. I've been looking up this word. 

What if ""månha"" refers to mosquitoes, as ""ñamu"" is mosquito? But then, could ""manmanåga’ bula na månha"" mean ""a lot of people are gossiping""? Perhaps ""månha"" relates to gossip or worries? I’m really piecing this together!
**Analyzing Chamorro word meanings**

I’m exploring the possible meanings of the word ""månha."" I wondered if it refers to ""old ladies"" or ""fishermen,"" but that doesn't seem right. Perhaps it relates to ""manja"" or ""manga"" in Spanish?

I’m thinking ""manmanåga’"" could mean ""laying eggs,"" given that ""mañåda’"" means ""to lay eggs."" Could ""månha"" refer to ""hens"" or possibly ""moths""? 

I’m interpreting ""Manmanåga’ bula na månha"" as ""There are many (månha) begging."" And I wonder if ""månha"" could mean ""ants"" or even ""flies""? I'm piecing together these connections!
**Interpreting Chamorro phrases**

I’m considering ""bula na månha,"" and I'm wondering if it could mean ""a lot of termites,"" since ""båtot"" is termite. There’s also a possibility that ""månha"" refers to ""months,"" but that doesn't seem right. 

Now, I'm examining the word ""manmanåga’,"" noting that the prefix indicates a plural or continuous action. The root ""någa’"" might not mean ""crawl,"" but rather could mean ""to multiply."" So, perhaps ""Manmanåga’ bula na månha"" translates to ""There are many termites multiplying."" 

But still, I’m contemplating if ""månha"" could mean ""mosquitoes"" or even ""sandflies.""",9.88
Chamorro,55,"Yanggin måttu håo manbisita, siempri guaha [inefresi håo].","If you come to visit, he will surely offer you something (lit. there is surely something that you’ll be offered by him).","Whenever you come to visit, there is always something offered to you.",detailed,37.13
Chamorro,56,Gef fåhna i manyommuk na pineksai-ña na babui.,The fat pigs that he raised were very much in demand.,The pig with the dirty snout stinks really bad.,detailed,17.55
Chamorro,57,Manmaguåssan todu i masiksik låhi gi hiyung gimå’-ña si Antonetta.,The triumfetta semitriloba grasses were all mowed outside Antonetta’s house.,All the hardworking boys washed outside Antonetta’s house.,detailed,44.05
Chamorro,58,Ti manlipåra si Miguel ni karetan ni unu.,Miguel didn’t notice anyone’s car.,Miguel didn’t stop anyone’s car.,detailed,70.72
Chamorro,59,Måolekña na un chotchu gollai yanggin malångu håo.,It is better that you eat vegetables if you’re sick.,It’s good for you to eat vegetables when you’re sick.,detailed,52.25
Chamorro,60,Yanggin håfa på’gu masångan gi halum i familiåk-ku …,If anything now was said within my family…,If what is being said now in my family …,detailed,42.5
Chamorro,61,Un kebrånta håo muna’lagu låo ni håfa tiningo’-mu.,"You came forward about cooking, but you know nothing (about it).","You get offended right away, but what do you know.",detailed,20.86
Chamorro,62,"Ai, linalalo’-ña i patgun anai machule’guan ni na’-ña kandi.","My, how angry the child was when somebody took his candy!","Oh, the child was lured away when someone gave him candy.",detailed,41.67
Chamorro,63,Yanggin ilelek-mu na disgråsia i ti para un li’i’ bunitå-ña i palåo’an ni un guaiya ...,If you say that it’s a shame that you will not see the beauty of the woman you love...,If you said it was a tragedy that you would not get to see the beauty of the woman you love...,"**Deciding on translation output**

The user is asking for reasoning after the first line, which conflicts with instructions that prioritize a single translation. I need to focus on providing just the translation with clarity and conciseness. My best guess for the translation is: ""If you said it was a disgrace that you would not get to see the beauty of the woman you love..."" followed by an ellipsis. Let's keep it straightforward!",65.63
Chamorro,64,Tåya’ sa’ på’gu ha’ yu’ ni måttu.,She doesn’t have [a chart] because it’s just now that I’ve come [to the hospital].,"So far, I’m the only one who has arrived.","**Translating sentence structure**

I’m exploring the structure of the phrase, breaking it down into parts. The translation is ""there is none yet, now, only me, who arrived."" So, it conveys, ""So far, I'm the only one who has arrived."" That interpretation seems plausible. Now, I'll provide that translation clearly for anyone interested in understanding the components and the full meaning. Let's make sure it's clear and accessible!",10.16
Chamorro,65,Baba dididi’ i bintåna ya u guaha gueha.,Open the window a little bit to ventilate.,Lower the window a little and it will be there.,detailed,48.16
Chamorro,66,Mansinangåni as Juan todu i bidåda-ña kada diha.,Juan told them all the things he had been doing every day.,They told Juan all about his activities every day.,detailed,30.63
Chamorro,67,Guaguan åntis i liluk na materiåt.,Iron was an expensive material a long time ago (lit. before).,Nail materials used to be expensive.,"**Deciphering translation nuances**

I'm exploring the metaphorical use of ""liluk,"" which means ""nail,"" and how it connects to ""material."" The phrase ""i liluk na materiåt"" seems to translate to ""the nail material,"" possibly indicating various materials like nails. I notice a lack of conjunction ""yan,"" which is interesting. It could suggest that ""liluk"" modifies ""material,"" leading me to a translation along the lines of: ""Nail materials used to be expensive."" Or perhaps, ""Nails used to be expensive materials.""",30.62
Chamorro,68,Pues ekkunguk sa’ håfa na para Ifit na’ån-hu.,So listen to why my name is going to be Ifit [i.e. scrub mahogany].,So I heard that my name is supposed to be Ifit.,"**Translating Chamorro Sentences**

I’m breaking down a sentence from Chamorro. ""Pues"" translates to ""so"" or ""then,"" and ""ekkunguk"" might mean ""I heard"" or ""listen."" It looks like ""keke’hunguk"" relates to trying to listen, with ""hunguk"" meaning to hear or listen. Then there's the word ""sa’,"" which is ""because.""

The phrase ""håfa na para"" seems to translate as ""what (is) for."" I’m also considering ""Ifit"" as a possible place name or person's name. And ""na’ån-hu"" means ""my name."" 

Putting this together, it seems like it might say something about my name being supposed to be Ifit. What an interesting structure!",28.25
Chamorro,69,Dikiki’ na tinanum i anilis yan siña masodda’ gi kantun chålan.,The anil is a small plant and it can be found on roadsides.,A small anise plant can be found by the side of the road.,detailed,42.58
Chamorro,70,"I antis yan pa’gu, difirensiao antis yan ti parehu antis yan pa’gu.","[Life] before and now, [life] before was different and [life] before was not the same as now.",The past and the present are different; the past and the present are not the same.,detailed,28.84
Chamorro,71,Ha sangåni i gubetnu na esta gui’ mañodda’ nubiå-ña.,He told the governor that he had already found a girlfriend.,He told the government that he had already found his girlfriend.,detailed,81.51
Chamorro,72,Ginin håyi nai un risibi i katta?,From whom did you receive the letter?,From whom did you receive the letter?,detailed,100.0
Chamorro,73,Mañotchu ham kelaguin ti’åo yan titiyas.,We (excl.) ate goatfish kelaguin and tortillas.,We ate ti’åo kelaguen and titiyas.,detailed,26.26
Chamorro,74,"Tåya’ [hu li’i’ gi uriyan guma’], pues sigi yu’ di humoi’.","I didn’t see anyone (lit. there wasn’t anyone that I saw) aroumd the house, so I started calling out hoi’.","I didn’t see anything around the house, so I kept on hiding.",detailed,33.77
Chamorro,75,Para låhi i patgon-ña.,His child is going to be a boy.,His/her child will be a boy.,detailed,36.8
Chamorro,76,"Kalakas, cha’-mu chuchuda’ i kuchinu na hånum.",Yuck! Don’t spill the dirty water.,"Careful, don’t spill the dirty water.",detailed,76.11
Chamorro,77,Guaha siha tinanum gi gualu’.,There are plants at the farm.,There are some plants on the farm.,detailed,67.47
Chamorro,78,Håfa ma’a’ñåo-ña i kada istudiånti?,What is each student afraid of?,What is each student afraid of?,detailed,100.0
Chamorro,79,"Nang, sedi yu’ ya bai patcha i amot-mu.","Mom, allow me to touch your medicine.","Ma’am, wait a moment and I’ll get your medicine.",detailed,43.16
Chamorro,80,Ha patcha si nanå-hu i sanhilu’ i hetnu’.,My mother touched the top of the incubator.,My mother touched the side of the incubator.,detailed,82.78
Chamorro,81,i taotåo antigu na Chamorro siha,the ancient Chamorro people,the ancient Chamorro people,detailed,100.0
Chamorro,82,Manggaigi guihi siha palu mañe’lu-hu ni manmafañågu åntis di i gera.,Some of my siblings who were born before the war were there.,There were some there with my siblings who were educated before the war.,"**Translating Chamorro terms**

I’m breaking down the Chamorro phrase ""palu mañe’lu-hu,"" which seems to mean ""with my brothers."" The term ""ni manmafañågu"" indicates ""who were taught,"" referring to people educated before the war. So the phrase could translate to ""My brothers who were educated before the war were also there."" I wonder if ""mañe’lu"" is gender-neutral, possibly referring to siblings? It seems like understanding these terms requires careful consideration of context.
**Translating Chamorro phrases**

I know a bit of Chamorro. ""Che'lu"" means sibling, and I'm trying to figure out ""male'lu"" and ""mañe'lu"" more precisely. For safety, I think I'll go with ""my siblings"" as a neutral term.

Now, ""Manggaigi guihi siha"" translates to ""There were some there,"" and ""palu"" means ""with"" or ""along with."" So putting it together: ""There were some there with my siblings who were educated before the war."" I think that works for the translation outcome!",61.79
Chamorro,83,I tiempun påkyu ha tutuhun gui’ gi Agostu na mes.,Typhoon season begins (lit. begins itself) in August.,The typhoon season begins in the month of August.,detailed,52.51
Chamorro,84,"Ma sienti ya kana’ magacha’ i dos. Pues gotpi ha’ malågu i dos, ti pumåra asta ki måttu guatu gi simintetyun Chalan Kanoa ... Ma galoppi i patdit ...","They felt that the two of them were about to be caught out. So suddenly they ran off, and didn’t stop until they got to the Chalan Kanoa cemetery…they jumped the concrete wall…","They sensed it and the two of them crouched down. Then the two just ran quickly, not stopping until they reached the Chalan Kanoa cemetery... The children raced along...","**Translating Chamorro phrases**

I'm working on translating some Chamorro phrases. ""Malågu"" seems to mean “to run,” possibly in the sense of “running away.” I notice ""ti pumåra"" means “did not stop.” When they arrive at the cemetery in Chalan Kanoa, I think ""ma galoppi i patdit"" translates to “the children galloped.” Is ""patdit"" really ""children""? I might need to simplify it. So, the overall idea is that they sensed something and quickly ran to the cemetery, galloping along the way.",40.11
Chamorro,85,I natibu tåya’ atmas-måmi macheti ha’ yan kama’ yan åchu’.,"As for the local people, we (excl.) had no weapons, only machetes and sickles and rocks.","The natives had none of our weapons—only machetes, bare hands, and axes.",detailed,34.04
