Lang,Index,Source,Reference,LLM_Translation,Reasoning_Summary,ChrF
Georgian,10,v-(?Ø-)i-sa+rg+eb+l-eb a+m še+mtxv+ev-it,I shall take advantage of this occasion,I am using it in this case.,detailed,15.01
Georgian,11,pot-sa da odesa-s šoris gem-eb-i da-di-an,boats (regularly) journey between Poti and Odessa,Ships travel between Poti and Odessa.,detailed,48.04
Georgian,12,si-garib-e-s mi-g-a-<5v-ev,I shall make you accustomed to poverty,He will consign you to poverty.,"{'type': 'summary_text', 'text': '**Translating Georgian phrases**\n\nI need to translate a sentence from Georgian to English. The morpheme segmentation suggests it might mean ""it gives poverty to us."" I’m parsing the components: “si-garib-e-s” seems to relate to “poverty,” and “sigharibe” is the nominative form. So, ""-s"" indicates the dative case meaning ""to poverty."" The verb components indicate it\'s likely about giving something, and with my analyses, I think it may translate closely to “he gives it to you.”'} {'type': 'summary_text', 'text': '**Analyzing Georgian verb structure**\n\nI’m looking at the Georgian phrase ""mo-(Ø-)g-c\'er,"" which might mean ""I\'ll write (X) to you."" Here, ""mo-"" is a preverb, ""g-"" indicates the second-person indirect object, and ""c\'er"" is the root for ""write."" I’m wondering about the vowel ending, possibly a first-person singular? \n\nThen, I examine ""mi-g-a-<5v-ev,"" where ""mi-"" shows direction, ""g-"" denotes the second-person indirect object, and I consider that ""<5v"" might represent a consonant cluster, possibly ""jl"" or ""ghv."" Transcriptions using ""5"" are intriguing; I wonder if it represents particular sounds.'} {'type': 'summary_text', 'text': '**Mapping Georgian roots**\n\nI’m analyzing the Georgian word ""c5ven,"" which means ""we."" I think ""c"" corresponds to the sound /č/, and ""5"" translates to /v/, which fits since in ""c5ven-s,"" it refers to ""us."" So, I’m concluding that 5 represents /v/. \n\nNext, I’m unpacking ""<5v-ev,"" which might imply a root ""v."" Finding that ""give"" in Georgian could relate to ""mi-g-a-v-ev"" suggests it means ""give to you."" I’m considering how the structure might indicate agreement or infix usage, and I\'m pondering if ""mi-g-a-v-ev"" could signify something like ""poverty will take you.""'} {'type': 'summary_text', 'text': '**Examining Georgian structure**\n\nI\'m thinking about the phrase ""sigharibes migavev."" It might not form a natural Georgian sentence, but rather a morphological template. I’m interpreting it as potentially meaning ""You will give poverty to him,"" but the object marker ""g"" indicates a second-person reference. This confuses me a bit since there\'s no suffix marking the subject.\n\nThe ending ""-ev"" suggests a first or second-person present, and given Georgian verb endings, it could even represent a future tense. I\'m considering if it relates to the verb ""migavev,"" meaning ""will deliver to you."" So, interestingly enough, ""si-garib-e-s"" indicates the dative ""to poverty.""'} {'type': 'summary_text', 'text': '**Translating Georgian context**\n\nI’m considering the verb structure and its implications in the Georgian phrase. The indirect object indicates ""to you,"" while the dative ""sigharibes"" could refer to ""poverty."" This leads me to think it might translate to ""He will consign you to poverty,"" which captures the idea of being subjected or handed over to poverty. I want to clarify that the Georgian structure can specify subjects implicitly, so I’m opting for a general translation as instructed without delving into further reasoning.'}",29.81
Georgian,13,m+sur+v+el-eb-ši moxuc-n-i-c k'i mravl+ad ga-mo-čn-d-a,among those shewing willing there appeared even old folk,"Among the applicants, there turned out to be many old people as well.",detailed,27.69
Georgian,14,gana ra ča-v-(Ø-)i-d-in-e i+s+e+t-i?,What on earth did I do of such a kind?!,So what did I do that was so terrible?,detailed,23.06
Georgian,15,cot'a gvino (Ø-)gv-a-m+q'+op-in-a junc'-ma,the selfish one judged a little wine to be enough for us,Junts poured us a little wine.,detailed,27.65
Georgian,16,kal-s lamaz-i surat-i (Ø-)u-k'id-i-a k'edel-ze,‘the woman has a pretty picture hanging on the wall’,The woman has hung a beautiful picture on the wall.,detailed,48.96
Georgian,17,kal-s gul-i c'a-u-vid-a,the woman fainted,The woman’s heart sank.,detailed,36.41
Georgian,18,s-t'ir-i-an k'onpederaci-is da+šl+a-s,they mourn/weep over the break-up of the confederation,They are lamenting the breakup of the confederation.,detailed,56.26
Georgian,19,k'rit'ik'-is u+k+on+1+oba čven-i lit'erat'ur-is u+šina+a+r+s+oba-s ar u+nd+a da-(Ø-)bral-d-e-s,the lack of criticism must not be blamed on the lack of content in our literature,The critic’s ignorance should not be blamed on the lack of substance in our literature.,detailed,58.99
Georgian,20,ert+xel ber-eb-ma rust(a)vel-is c'ign-is c'a+rtm+ev+a mo-(0-)m-i'-nd+om-es,the monks once conceived a desire to snatch away from me Rust(a)veli's book,Once the monks wanted me to translate Rustaveli’s book.,detailed,29.05
Georgian,21,delegat'-eb-i si+am+ovn+eb-it (Ø-)p'asux-ob-en q'ovel+gvar t'q'u+il-sa da mo+čven+eb+it še+k'itx+v-eb-s,the delegates provide answers with pleasure to every kind of lie and specious question,The delegates gladly reply to every kind of lie and question it with evidence.,detailed,52.13
Georgian,22,sa-c'er-i mankana,typewriter (lit. machine for writing),Typewriter,detailed,24.81
Georgian,23,"mo-xar-ul-i v-a+r, rom še-mo-(Ø-?Ø-)i-a+r-e čem-tan",I am delighted that you have popped in at my place.,I’m happy that you came by to see me.,detailed,21.38
Georgian,24,čem-ma megobar-ma ert+man+et-s rom ga-gv-(Ø-)a-cn-o,when my friend introduced us to each other..,My friend introduced us to each other.,detailed,85.04
Georgian,25,kmar-ma pul-i mo-(Ø-)m-c-a,‘(my) husband gave me (the) money’,The husband gave me the money.,detailed,53.55
Georgian,26,dia+saxl+is-ma katam-i da-k'l-a da gv-a-č'am-a,the housewife killed the chicken (sc. by slitting its throat) and fed it to us,Dia’s household killed the chicken and fed us.,detailed,37.68
Georgian,27,kmar-i pul-s (Ø-)m-a-jl-ev-s,‘(my) husband gives me (the) money’,The husband gives me money.,detailed,54.78
Georgian,28,"še k'arg-o k'ac-o, šena","you good man, you","Hey, good man, you!","{'type': 'summary_text', 'text': '**Translating Georgian phrase**\n\nI need to translate the Georgian phrase ""še k\'arg-o k\'ac-o, šena"" into transliteration. It seems like it could be from a poem. Breaking it down, ""še"" functions as a vocative particle like ""hey,"" while ""k\'arg-o"" means ""good."" The phrase can be translated as ""Hey, good man!"" Then there\'s ""šena,"" which likely emphasizes ""you."" My final translation is ""Hey, good man, you!"" However, the developer says I should only output the translation. So, I\'ll keep it simple.'}",71.98
Georgian,29,šen-i p'ur-i adam+ian-s ar (Ø-)e-č'm-eb-a,a human being cannot eat your bread,The person doesn’t feel like eating your bread.,detailed,32.13
Georgian,30,"(Ø-Ø-)i-c-i m+cn+eba-n-i: ar (Ø-)i-mušr-o, k'ac-i ar mo-(Ø-Ø-)k'l-a, ar mo-(Ø-Ø-)i-p'ar-o, ar (Ø-)i-q'-o cru-mo+c'm+e, nu mo-(Ø-Ø-)a-t'q'u-eb, p'at'iv-i (Ø-Ø-Ø-)e-c-i šen-s mama-s da deda-s.","You know the commandments: do not commit adultery, do not kIII, do not steal, do not bear false witness, do not lie, honour your father and mother.»","You know the commandments: Do not commit adultery, do not kill, do not steal, do not bear false witness, do not defraud, honor your father and your mother.",detailed,82.18
Georgian,31,m+š+ob+el-s (Ø-)u-q'var-s šv+il-i / šv+il-eb-i,The parent loves the child/children,The parent loves the child / the children.,detailed,88.36
Georgian,32,"i+ma-s ver v-(Ø-)i-t'q'v-i, rom šuxart-i srul+i+ad ga-rk'v-e-ul-i-q'-o-s xan-is p'repiks-eb-ad xmar+eb-is sa+k'itx-Si",I shan't be able to say that Schuchardt gained a complete understanding of the question of the use as prefixes of xan (or hae),I couldn’t tell him that the issue of using Šuxarti as time prefixes should be fully clarified.,detailed,19.69
Georgian,33,"an+da, o+d+it+gan k'omp'as-s ra-d (Ø-)a-kv-s isar-i or-i?",Or why does a compass have two arrows to begin with?,"And then, what does the compass have as its two arrows?",detailed,46.63
Georgian,34,axal+ga+zrč+oba-ši garda-i-cval-a. a+s+e rom imed-i ver gan-(Ø-)gv-i-xorc+iel-a,He died in youth. And so (The result was that) he could not realise our hopes,He died in his youth. So our hope was not fulfilled.,detailed,31.01
Georgian,35,"tu e+s varaud-i mart+eb+ul-i ag-mo-čn-d-eb-od-a, u+nd+a ga-rk'v-e-ul-i-q'+o","If this supposition had proved correct, it would have had to have been explained...","If this assumption turned out to be correct, it would have to be clarified.",detailed,41.29
Georgian,36,m+gza+v+r-eb-ma pex-s/nabij-s a-(?Ø-Ø-)u-čkar-es,the travellers quickened their pace/step.,The travelers quickened their pace.,detailed,74.75
Georgian,37,"tav-s (Ø-)i-kn-ev-s jagl-ik'a, uar-s (Ø-)a-cxad-eb-s","‘the little dog shakes its head, it indicates its refusal’",He will have a little dog; he refuses.,detailed,26.61
Georgian,38,sa + na + m(de),"while, until, before",until,detailed,21.65
Georgian,39,kal-i mi-m-i-xvd-a mizan-s,the woman realised my aim = what I was aiming for,The woman met me at the goal.,"{'type': 'summary_text', 'text': '**Translating a Georgian sentence**\n\nI need to translate a Georgian sentence with morpheme boundaries. The word ""kal-i"" means ""woman"" in nominative, while ""mizan-s"" indicates ""goal"" in the dative case. The verb ""mi-m-i-xvd-a"" has the root ""xvd,"" which is related to ""meet."" It seems to mean ""I met"" or ""I reached,"" indicating that the subject encountered something. Overall, it could translate to ""The woman met me at the goal"" or ""The woman came across me at the goal.""'} {'type': 'summary_text', 'text': '**Revising the translation**\n\nIt seems the dative is being used as an allative or goal, which leads me to think that “The woman reached the goal for me” might fit. I wonder if it could mean “The woman found me a target.” The verb “mixvda” might mean “met me” or “happened to me.” So, “kal-i mi-m-i-xvd-a” likely translates to “The woman happened upon me” or “The woman met me.” If the meeting occurs at a goal, then “The woman reached the goal” might be better expressed as “kal-i mizan-s mi-vida.”'} {'type': 'summary_text', 'text': '**Interpreting the sentence further**\n\nI\'m breaking down ""mi-m-i-xvd-a,"" noticing that it includes prefixes that suggest a 3rd-person subject (the woman) encountering a 1st-person object (me). The ""m-"" likely indicates a 1st-person recipient. A transitive verb seems implied, with the woman as the subject and me as the object. This leads me to think it could translate to “The woman met me at the target,” where ""mizan-s"" might mean “to the goal” or “at the target.” A simpler option could be “The woman happened to meet me by chance at the target.”'}",21.28
Georgian,40,sa + it-k'ena-c,whither,He asked too.,detailed,4.27
Georgian,41,mze u+pr+o da u+pr+o (?Ø-)a-cx+un-eb-d-a,the sun was getting hotter and hotter.,The sun was getting hotter and hotter.,detailed,96.6
Georgian,42,"ert-i, abesa+je, ert-i, or-pr-ad áe-geb-il-i or-i bolo-ti, ga-sa-g-eb-i-a?","«One, Abesadze, one, with two ends coloured differently, understand?»","“One, I mean, one with two ends that’s been picked up twice — is that clear?”","{'type': 'summary_text', 'text': ""**Clarifying a description**\n\nI’m trying to make sense of this phrase: “A one, by the way, a one with two ends picked up twice, is it understandable?” It doesn’t quite click. Maybe it's trying to say, “One, which has been taken twice and has two ends—do you get it?” I’m thinking of crafting it as, “One, I mean, one with two ends taken twice—do you understand?” I just need to get that translation line sorted out!""}",27.32
Georgian,43,kart+v+el-eb-s p'at'iv-it mo-(Ø-Ø-Oe-p'q'ar-i-t da brj+ol-is dro-s gverd-it (Ø-Ø-)i-q'+ol+i-e-t,treat the GEORGI ANs with respect and in time of battle make sure to have them by your side,"Treat the Georgians with honor, and in time of battle stand by their side.","{'type': 'summary_text', 'text': '**Translating phrases effectively**\n\nI\'m unpacking some phrases: ""q\'opna"" seems to translate to ""to be,"" while ""iq\'olit"" might mean ""stand by"" or ""be at their side."" So, the idea seems to be about treating Georgians with respect and standing by them during battles. I\'m considering ""mo-p\'q\'arit,"" which could mean ""accept,"" ""receive,"" or maybe even ""greet"" with honor. Ultimately, it looks like I want to express: ""Honor the Georgians, and in times of battle, be at their side.""'}",41.95
Georgian,44,a+k q'vela-s mo-e-svl-eb-a,everyone can come here,Everyone will come here.,detailed,57.71
Georgian,45,sardin-eb-i kila-ši (?Ø-)t'en-i-a,‘the sardines are crammed/stuffed in the tin’,The sardines weigh a kilo.,"{'type': 'summary_text', 'text': '**Translating sardine weights**\n\nI\'m thinking about the phrase ""The sardines are put in a kilo."" It seems nonsensical at first. The term ""kila-ši"" points to a locative meaning ‘in a kilogram’ when mentioning pricing. So, maybe it relates to how sardines are measured. I\'m considering it more like ""sardinebi kilaši t\'enia,"" which translates to ""The sardines weigh a kilo."" That feels clearer, so I\'ll go with that for the translation.'}",24.8
Georgian,46,u+pr+o+s-ma vikt'or-s or-i me+brj+ol-i ga-to-Ø-)a-q'+ol-a mt'r-is banak'-i u+nd+a da-(Ø-)e-zver-a-t,the chief sent two warriors along with Victor ... they had to spy on the enemy-camp,The elder sent Victor and two fighters to attack the enemy camp.,detailed,28.48
Georgian,47,"še+čven+eb+ul-i v-i-q'v-e, tu v-t'q'u-od-e, tu ro+di+s+me bavšv-i h-q'+ol-od-e-s, da tu ro+di+s+me (Ø-)e-q'+ol-o-s ert-i","May I be cursed if it transpires that I am lying, if it transpires that she has ever had a child, and if it transpires that she ever does have one!","I was used to it, I would say, if ever a child had it, and if ever there was one.",detailed,18.73
Georgian,48,i+gi dambač-it xel-ši,he is standing in front of me with a pistol in his hand!,He had a club in his hand.,detailed,20.53
Georgian,49,ra+t'om ar ča-(Ø-?Ø-)e-c'er-eb-i p'olicia-i?,why won't you register at the police-station?,Why don’t you join the police?,detailed,28.45
Georgian,50,sxva-s ra+t'om (Ø-Ø-)a-xv-ev-s tav-ze tav+is neba-s?,why does X impose on others his own will?,Why does he impose his own will on others?,detailed,65.12
Georgian,51,axal+ga+zrd-eb-i ert+man+et-s/ert+i+me+or+e-s (Ø-)u-q'ur-eb-en,the young people look at each other,The young people are looking at each other.,detailed,75.67
Georgian,52,st'umar-ze zrun+v+a cicino-s da-(Ø-Ø-)a-val-a,X charged Tsitsino with caring for the guest,He entrusted Cicino with looking after the guest.,detailed,38.11
Georgian,53,"i+s mukta+xora m+gza+vr-ob-s xolme i+s+e, rom bilet-s ar (Ø-)q'id+ul-ob-s",That parasite usually travels without buying a ticket,"He usually travels for free, so that he doesn’t buy a ticket.",detailed,46.44
Georgian,54,ert urem-s (?Ø-)g-e-vač'r-eb-i,I am bargaining with you over the price of one wagon,You will sell one cart.,detailed,8.57
Georgian,55,"sul ert-i-a Sen ra g-i-nd-a, i+gi tav-isa-s mainc (Ø-)i-zam-s","It's all the same what you want, X will still do his/her/its own thing",It’s all the same what you want; he still does his own thing anyway.,detailed,59.99
Georgian,56,sabč'o-ta k'avšir-i,The Soviet Union,the Soviet Union,"{'type': 'summary_text', 'text': '**Translating Georgian phrase**\n\nThe phrase ""sabč\'o-ta k\'avšir-i"" translates to ""Soviet Union."" In Georgian, ""საბჭოთა კავშირი"" corresponds to that. So, ""sabč\'o-ta"" means ""soviet"" in genitive plural, while ""k\'avšir-i"" means ""union."" My instructions are clear that I should only provide the translation without additional explanations, as the developer\'s guidelines take precedence over my desire to elaborate. I\'ve noted that and will stick to the translation.'}",91.1
Georgian,57,čfern-it bevr-i u+si+amo+vn+eba gada-g-xd-a,because of me many unpleasant things have befallen you,"Because of us, a lot of unpleasantness happened to you.",detailed,38.04
Georgian,58,še+xvedr+a pre-d da-m+tav+r-d-a,The meeting ended in a draw,The meeting ended earlier.,detailed,65.43
Georgian,59,"ai e + s k'ac-i-a, rom (Ø-)g-e-ubn-eb-od-i","look/lo, this is the man I was telling you about!",Here is the man I was telling you about.,detailed,68.17
Georgian,60,e+s beč'ed-i v-(Ø-)i-q'id-e at-as girvank-ad,"I bought this ring for 1,000 pounds",I bought this ring for a thousand grivankas.,detailed,58.85
Georgian,61,ra bral-i mi-g-i-)gv-i-t kal-is si+k'vd+il-ši?,what fault lies with you(Pl) in the death of the woman?,What guilt do you ascribe to us in the woman’s death?,detailed,31.26
Georgian,62,gverd-it m+q'+op-s ga-mo-(Ø-)e-lap'arak'-eb-a,you will start a conversation with someone at his side,He came to and began to speak.,detailed,8.19
Georgian,63,kart-v-el-ur-i en-eb-i,Kartvelian languages,Kartvelian languages,detailed,100.0
Georgian,64,prin+v+el-ta me+p+e (arc'iv-i),the king of birds (the eagle),the king of the birds (the eagle),"{'type': 'summary_text', 'text': '**Translating noun phrases**\n\nI see that I need to translate the phrase ""the king of the birds (the eagle)"" as a noun phrase. It feels pretty straightforward, but I want to ensure I\'m getting it exactly right. I think “the king of the birds” refers specifically to the eagle, considering its symbolism as a powerful and majestic bird. So, my translation should clearly convey that relationship. I\'ll phrase it simply and effectively!'}",85.29
Georgian,65,elč-tan c'ar-m-a-dg-in-a. me čem-i mxr-iv iulius-i c'ar-v-(Ø-Ø-)u-dg-in-e k'lark'-k'er-s,"X prešented me to the ambassador. I, for my part, introduced Julius to Clark-Kerr","He presented himself to the ambassador. For my part, I will introduce Julius to Clark Kerr.",detailed,63.42
Georgian,66,c'ign-i da-v-(Ø-)c'er-e,‘I wrote the/a book’,I wrote the book.,detailed,56.81
Georgian,67,kvevr-s sa+rk+v+el-s da-v-(0-0-)a-par-eb-t,‘we shall put a cover over the wine storage-jar’,We will cover the qvevri with a lid.,"{'type': 'summary_text', 'text': '**Parsing the phrase**\n\nI\'m analyzing ""kvevr-s sarkvel-s davaparebt,"" which could mean ""We will cover the kvevri with a lid"" or ""cover it with a cover."" The term ""kvevri-s"" appears to be in the dative case, and ""sarkveli"" might mean ""cover."" It\'s possible both nouns use -s, indicating a connection. I wonder if the phrase might imply the indirect object instead. The simplest meaning could be, ""We will cover the kvevri with its lid."" Let\'s finalize this line.'}",23.81
Georgian,68,gogo p'ir-ze xel-s da-i-par-eb-s,the girl will place her hand as covering over her face/mouth,The girl covers her face with her hand.,detailed,36.15
Georgian,69,še+cd+om+a da-v-(Ø-?Ø-)u-šv-i,I make a mistake,I made a mistake.,detailed,67.71
Georgian,70,sa+kon+el-i še-dg-eb-od-a ert-i tx-isa-gan da or-i jrox-isa-gan,the livestock consisted of one goat and two cows,The livestock consisted of one goat and two oxen.,detailed,86.59
Georgian,71,q'ana mo-i-xn-a,the field was ploughed,The lid came off.,"{'type': 'summary_text', 'text': '**Translating q\'ana**\n\nI\'m not sure about the meaning of ""q\'ana."" Is it ""hedgehog""? No, that\'s not right. I recall that ""door"" in Georgian is ""k\'ari"" and ""window"" is ""sark\'meli,"" but none of that fits. Maybe ""q\'ana"" means ""lid""? If I say ""q\'ana moixna,"" does it mean ""the lid opened""? Or could it refer to ""heart,"" but that\'s ""guli""? I think I might settle on ""the wound opened"" or ""the jar opened."" It\'s tricky without context!'} {'type': 'summary_text', 'text': '**Exploring q\'ana meanings**\n\nIf ""moixna"" means ""was taken off"" or ""removed,"" then ""q\'ana"" might refer to a ""cork"" or ""plug."" But, could it also mean ""bridle""? I think I\'m leaning toward saying ""The lid came off."" But then again, if ""q\'ana"" refers to ""cap"" or ""hat,"" it complicates things. I\'m just trying to figure out if ""q\'ana"" works as ""lid"" or if there\'s a better translation here! It\'s quite a puzzle!'}",10.29
Georgian,72,c'a-v-(Ø-)-i-g-eb me a+m leks-s da sul a+gar mo-[v-jval a+m c're-ši!,«I'll take this verse of mine and won't come back ever again into this group!»,"I’ll take this poem, and I’ll never come back to this circle again!","{'type': 'summary_text', 'text': ""**Focusing on translation output**\n\nThe user is looking for an explanation after a translation, but the developer has clearly instructed to only output the result. The priority is to provide just the translation in a single line without any additional reasoning. I need to make sure I follow that guideline and deliver a clean, straightforward translation. It's essential to respect these instructions for clarity and efficiency. Let’s ensure I get this right!""}",39.1
Georgian,73,mo+gza+ur-is-tvis (Ø-)a-kv-s m+nišvn+el+oba.,«As far as the traveller is concerned it does.»,It is important for the traveler.,detailed,26.97
Georgian,74,k'val-s mi-(?Ø-Ø-)a-gn-o,X located the track,Let him locate it tomorrow.,"{'type': 'summary_text', 'text': ""**Translating Georgian nuances**\n\nI’m looking to translate a Georgian sentence with morphological segmentation. “k'val-s” appears as “tomorrow” in the dative case, and I want to explore its meaning. The verb “mi-a-gn-o” looks like it could relate to “locate” or “find out.” I’m considering the ending -o, which might indicate subjunctive or optative moods. Could the full translation be something like “Let him find it by tomorrow” or “May he find it tomorrow?” It's a bit tricky, but that seems close!""} {'type': 'summary_text', 'text': ""**Determining the translation**\n\nI'm considering the verb “a-gn” in Georgian, which might relate to recognition. The word “gagnoba” means to get acquainted or introduce. In context, I’d originally think to translate it as “He will locate it tomorrow,” but I'm realizing that I should keep it straightforward based on the developer's instructions. The translation might end up being “Let him locate it tomorrow” or for a more neutral option, “May he find it tomorrow.” That could fit well!""}",29.29
Georgian,75,deda-šen-i mo-(Ø-Ø-)i-k'itx-e,give regards to your mother,Ask your mother.,"{'type': 'summary_text', 'text': '**Translating Georgian morphemes**\n\nI\'m working on translating a Georgian morpheme string: ""deda-šen-i,"" which means ""your mother."" The parts break down as ""deda"" (mother) and ""šen"" (you). I’m also examining the verb form ""mo-...-i-k\'itx-e,"" where ""k\'itx-"" likely relates to ""ask"" or ""read."" \n\nThe end ""-e"" seems imperative for the second person, so it might mean ""Ask!"" I wonder if there’s a contextual implication, like “Ask your mother!” but I’m debating the exact grammatical roles here.'} {'type': 'summary_text', 'text': '**Clarifying Georgian grammar**\n\nI\'m diving deeper into the structure of the verb forms, especially regarding the second-person imperative, which often doesn’t have a subject prefix. It makes me wonder if, with both being Ø, it could imply a third-person subject and object. Since ""ask"" is transitive, I consider whether it might mean something like ""Your mother asked (him/her)."" \n\nHowever, without an object, it could be interpreted as “Your mother inquired,” suggesting an intransitive use. If ""deda-šen-i"" means “your mother,” it implies a nominative subject, but I’m curious if the overall meaning points to “Ask your mother!”'} {'type': 'summary_text', 'text': '**Analyzing Georgian object cases**\n\nI\'m sorting through the object cases in Georgian. In the present imperative series, the object tends to be dative. For something like ""ask your mother,"" I think it might be ""deda-shens hkitkhe,"" but I\'m not entirely sure. \n\nThe morphological string with ""-i"" could indicate a nominative subject, while the verb ending ""-e"" might suggest a third-person form, but it also leaves me confused. If the verb is second-person and means ""you asked,"" then how does ""deda-šeni"" fit in? I\'m thinking it might serve as an object, but typically, a human object would be dative. I’m still figuring out the nuances!'} {'type': 'summary_text', 'text': '**Identifying Georgian verb patterns**\n\nI\'m analyzing some Georgian examples, like ""cxvir-s nu ča-(Ø-Ø-)q\'-op,"" which means ""don\'t poke (your) nose."" I see that ""cxvir-s"" is in the dative case, and the negative imperative uses ""nu"" with the present subjunctive. \n\nLooking at my example ""mo-(Ø-Ø-)i-k\'itx-e,"" it seems similar to ""ro+gor+c šen g-e-p\'rian-eb-a."" The ending ""-i"" in ""mo-i-kec-i"" might indicate a second-person imperative, confirming that the ending can serve that purpose. So, it\'s possible that ""deda-šen-i"" means ""Ask your mother"" in this context. I feel I\'m getting closer to understanding it!'}",40.41
Georgian,76,"keto-s mama mo-(Ø-)u-k'vd-a, da da-rč-a ded+i+na+cv+1-is a+na+bar+a","Keto's father died, and she was left abandoned to/in the hands of (her) step-mother","Keto’s father died, and she was left with a stepmother, Anabara.",detailed,48.91
Georgian,77,da + bomb + v + a da+bomb+v+a-s ga-(Ø-)a-čn-i-a,bombing depends on the bombing.,It appears to have been bombed.,detailed,15.87
Georgian,78,saxe ga-g-tetr-eb-i-a-t,your(Pl) face has turned white,Your face has turned white.,detailed,71.55
Georgian,79,ver-c k'i š(Ø-)e-)l-o-t c'ar-mo-(Ø-)e-dg-in-a-t sadil=vaxšm-is č'+a,nor could they even imagine the eating of lunch and dinner.,We couldn’t even put out lunch and dinner.,detailed,39.93
