Lang,Index,Source,Reference,LLM_Translation,ChrF
Chamorro,85,I natibu tåya’ atmas-måmi macheti ha’ yan kama’ yan åchu’.,"As for the local people, we (excl.) had no weapons, only machetes and sickles and rocks.","The natives had no weapons—only our machetes, and hands, and rocks.",39.97
Chamorro,86,Manma’omiti palu na infotmasion siha gi aplikasion.,Some information on the application is omitted.,Some information is missing from the application.,69.42
Chamorro,87,Achibåo ennåo na tåotåo.,That guy is a troublemaker.,That person is short.,15.6
Chamorro,88,Bai suma i dos yan kuåttru.,I will add two and four together.,I will add two and four.,68.85
Chamorro,89,Ni ngai’an nai ta fanmaleffa.,We will never forget (it).,That we (incl.) will never forget it.,64.09
Chamorro,90,Guaha na’ån-ña na tåotåo Magellan.,There was a person whose name was Magellan.,There was a man named Magellan.,46.84
Chamorro,91,Esta ti ya-hu umettigu.,I don’t like being short anymore.,I don’t want to see her anymore.,39.92
Chamorro,92,Pues en sedi ha’ gui’ ti umayuda si tatå-ña o sino si nanå-ña.,You (pl.) even allow him not to help his father or his mother.,So he still didn’t allow her to be helped by her father or else by her mother.,35.41
Chamorro,93,Ilek-ñiha na månngi’ makåddu i poya ki i punidera.,They said that making soup with young chicken is tastier than with hen.,They said that the chicken soup is more delicious than the hen.,39.6
Chamorro,94,Ti ma påtti si Kiko’ ni un grånu na guihan.,They didn’t give Kiko’ even one bit of fish.,They didn’t give Kiko even a single piece of fish.,63.61
Chamorro,95,I katgån-ña era i para u ayuda ottru tåotåo siha umuma i katgan-ñiha.,"His burden, as it turned out, was to help others carry their burdens.",His/her reason was to help other people who were raising their own reasons.,33.9
Chamorro,96,Ti malagu’ si Juan ha ångkas i che’lu-ña.,Juan did not want to ride together with his sibling.,Juan doesn’t want to carry his sibling.,41.78
Chamorro,97,Para bai in tutuhun muna’gåsgas i kusina.,We (excl.) are going to begin to clean the kitchen.,We’re about to start cleaning the kitchen.,37.92
Chamorro,98,Påyun i patgun mana’ma’udai gi apåga.,The child is used to being carried (lit. made to ride) on the shoulder.,The child rode in the car.,20.35
Chamorro,99,I akangkang måolik yan fresku na åmut.,The akangkang is a good and fresh herbal medicine.,The good and fresh medicine is fragrant.,46.34
