Lang,Index,Source,Reference,LLM_Translation,ChrF
Georgian,32,"i+ma-s ver v-(Ø-)i-t'q'v-i, rom šuxart-i srul+i+ad ga-rk'v-e-ul-i-q'-o-s xan-is p'repiks-eb-ad xmar+eb-is sa+k'itx-Si",I shan't be able to say that Schuchardt gained a complete understanding of the question of the use as prefixes of xan (or hae),I couldn’t tell him that Shukharti had been completely clarified in the matter of using the prefix *xan-*.,25.21
Georgian,33,"an+da, o+d+it+gan k'omp'as-s ra-d (Ø-)a-kv-s isar-i or-i?",Or why does a compass have two arrows to begin with?,"Or else, why does a compass have two arrows?",68.57
Georgian,34,axal+ga+zrč+oba-ši garda-i-cval-a. a+s+e rom imed-i ver gan-(Ø-)gv-i-xorc+iel-a,He died in youth. And so (The result was that) he could not realise our hopes,He died in his youth. So our hope could not be fulfilled.,38.32
Georgian,35,"tu e+s varaud-i mart+eb+ul-i ag-mo-čn-d-eb-od-a, u+nd+a ga-rk'v-e-ul-i-q'+o","If this supposition had proved correct, it would have had to have been explained...","If this assumption turned out to be correct, it would have to be clarified.",41.29
Georgian,36,m+gza+v+r-eb-ma pex-s/nabij-s a-(?Ø-Ø-)u-čkar-es,the travellers quickened their pace/step.,The travellers quickened their pace (their steps).,82.78
Georgian,37,"tav-s (Ø-)i-kn-ev-s jagl-ik'a, uar-s (Ø-)a-cxad-eb-s","‘the little dog shakes its head, it indicates its refusal’","The dog will be in its own head; it will refuse, it will not show it.",23.72
Georgian,38,sa + na + m(de),"while, until, before",until,21.65
Georgian,39,kal-i mi-m-i-xvd-a mizan-s,the woman realised my aim = what I was aiming for,The woman understood the goal.,20.43
Georgian,40,sa + it-k'ena-c,whither,and he/she/it used it too,12.3
Georgian,41,mze u+pr+o da u+pr+o (?Ø-)a-cx+un-eb-d-a,the sun was getting hotter and hotter.,The sun was getting hotter and hotter.,96.6
Georgian,42,"ert-i, abesa+je, ert-i, or-pr-ad áe-geb-il-i or-i bolo-ti, ga-sa-g-eb-i-a?","«One, Abesadze, one, with two ends coloured differently, understand?»","One, Abesadze—one: is it understandable that a compass has two arrows?",37.29
Georgian,43,kart+v+el-eb-s p'at'iv-it mo-(Ø-Ø-Oe-p'q'ar-i-t da brj+ol-is dro-s gverd-it (Ø-Ø-)i-q'+ol+i-e-t,treat the GEORGI ANs with respect and in time of battle make sure to have them by your side,"Treat the Georgians with respect, and stand by them in time of battle.",46.55
Georgian,44,a+k q'vela-s mo-e-svl-eb-a,everyone can come here,Everyone will come here.,57.71
Georgian,45,sardin-eb-i kila-ši (?Ø-)t'en-i-a,‘the sardines are crammed/stuffed in the tin’,The sardines are in the kilo.,38.85
Georgian,46,u+pr+o+s-ma vikt'or-s or-i me+brj+ol-i ga-to-Ø-)a-q'+ol-a mt'r-is banak'-i u+nd+a da-(Ø-)e-zver-a-t,the chief sent two warriors along with Victor ... they had to spy on the enemy-camp,The elder made Victor take two fighters to the enemy camp and they had to attack it.,33.84
Georgian,47,"še+čven+eb+ul-i v-i-q'v-e, tu v-t'q'u-od-e, tu ro+di+s+me bavšv-i h-q'+ol-od-e-s, da tu ro+di+s+me (Ø-)e-q'+ol-o-s ert-i","May I be cursed if it transpires that I am lying, if it transpires that she has ever had a child, and if it transpires that she ever does have one!","I had appeared, if I were to say it, if sometime a child should have been, and if sometime one should be.",20.7
Georgian,48,i+gi dambač-it xel-ši,he is standing in front of me with a pistol in his hand!,He has a pistol in his hand.,38.38
Georgian,49,ra+t'om ar ča-(Ø-?Ø-)e-c'er-eb-i p'olicia-i?,why won't you register at the police-station?,Why didn’t you write to the police?,29.61
Georgian,50,sxva-s ra+t'om (Ø-Ø-)a-xv-ev-s tav-ze tav+is neba-s?,why does X impose on others his own will?,Why does he impose his own will on someone else?,50.94
Georgian,51,axal+ga+zrd-eb-i ert+man+et-s/ert+i+me+or+e-s (Ø-)u-q'ur-eb-en,the young people look at each other,The young people look at each other.,95.49
Georgian,52,st'umar-ze zrun+v+a cicino-s da-(Ø-Ø-)a-val-a,X charged Tsitsino with caring for the guest,Cicino looked after the guest.,27.16
Georgian,53,"i+s mukta+xora m+gza+vr-ob-s xolme i+s+e, rom bilet-s ar (Ø-)q'id+ul-ob-s",That parasite usually travels without buying a ticket,"He often travels for free, without buying a ticket.",52.52
Georgian,54,ert urem-s (?Ø-)g-e-vač'r-eb-i,I am bargaining with you over the price of one wagon,I will sell you one cart.,11.74
Georgian,55,"sul ert-i-a Sen ra g-i-nd-a, i+gi tav-isa-s mainc (Ø-)i-zam-s","It's all the same what you want, X will still do his/her/its own thing",It’s all the same what you want; he’ll still do his own thing.,68.12
Georgian,56,sabč'o-ta k'avšir-i,The Soviet Union,the Soviet Union,91.1
Georgian,57,čfern-it bevr-i u+si+amo+vn+eba gada-g-xd-a,because of me many unpleasant things have befallen you,"With ink, you went through a lot of unpleasantness.",31.15
Georgian,58,še+xvedr+a pre-d da-m+tav+r-d-a,The meeting ended in a draw,The meeting ended before (it).,62.77
Georgian,59,"ai e + s k'ac-i-a, rom (Ø-)g-e-ubn-eb-od-i","look/lo, this is the man I was telling you about!","Ah, this is the man that I was telling you about.",72.12
Georgian,60,e+s beč'ed-i v-(Ø-)i-q'id-e at-as girvank-ad,"I bought this ring for 1,000 pounds",I bought this ring for a thousand girvankas.,58.85
Georgian,61,ra bral-i mi-g-i-)gv-i-t kal-is si+k'vd+il-ši?,what fault lies with you(Pl) in the death of the woman?,What is our guilt in the woman’s death?,30.16
Georgian,62,gverd-it m+q'+op-s ga-mo-(Ø-)e-lap'arak'-eb-a,you will start a conversation with someone at his side,He will speak out when he comes to his senses.,19.94
Georgian,63,kart-v-el-ur-i en-eb-i,Kartvelian languages,Georgian languages,60.33
Georgian,64,prin+v+el-ta me+p+e (arc'iv-i),the king of birds (the eagle),the king of birds (the eagle),100.0
Georgian,65,elč-tan c'ar-m-a-dg-in-a. me čem-i mxr-iv iulius-i c'ar-v-(Ø-Ø-)u-dg-in-e k'lark'-k'er-s,"X prešented me to the ambassador. I, for my part, introduced Julius to Clark-Kerr","He introduced him to Elchi. I, for my part, introduced Julius to Clark Kerr.",58.43
Georgian,66,c'ign-i da-v-(Ø-)c'er-e,‘I wrote the/a book’,I wrote the book.,56.81
Georgian,67,kvevr-s sa+rk+v+el-s da-v-(0-0-)a-par-eb-t,‘we shall put a cover over the wine storage-jar’,We will cover the kvevri with a lid.,23.81
Georgian,68,gogo p'ir-ze xel-s da-i-par-eb-s,the girl will place her hand as covering over her face/mouth,The girl covers her mouth with her hand.,33.26
Georgian,69,še+cd+om+a da-v-(Ø-?Ø-)u-šv-i,I make a mistake,I made a mistake.,67.71
Georgian,70,sa+kon+el-i še-dg-eb-od-a ert-i tx-isa-gan da or-i jrox-isa-gan,the livestock consisted of one goat and two cows,The livestock consisted of one goat and two cows.,96.81
Georgian,71,q'ana mo-i-xn-a,the field was ploughed,The field was ploughed up.,90.55
Georgian,72,c'a-v-(Ø-)-i-g-eb me a+m leks-s da sul a+gar mo-[v-jval a+m c're-ši!,«I'll take this verse of mine and won't come back ever again into this group!»,I’ll take this poem from you and I’ll never come back to this circle again!,40.19
Georgian,73,mo+gza+ur-is-tvis (Ø-)a-kv-s m+nišvn+el+oba.,«As far as the traveller is concerned it does.»,It is important for the traveller.,33.23
Georgian,74,k'val-s mi-(?Ø-Ø-)a-gn-o,X located the track,He will locate the track.,60.12
Georgian,75,deda-šen-i mo-(Ø-Ø-)i-k'itx-e,give regards to your mother,Your mother asked you.,38.6
Georgian,76,"keto-s mama mo-(Ø-)u-k'vd-a, da da-rč-a ded+i+na+cv+1-is a+na+bar+a","Keto's father died, and she was left abandoned to/in the hands of (her) step-mother","Keto’s father died, and she was left an orphan.",43.84
Georgian,77,da + bomb + v + a da+bomb+v+a-s ga-(Ø-)a-čn-i-a,bombing depends on the bombing.,And it has apparently made me burst out in tears.,14.78
Georgian,78,saxe ga-g-tetr-eb-i-a-t,your(Pl) face has turned white,Your face has turned white.,71.55
Georgian,79,ver-c k'i š(Ø-)e-)l-o-t c'ar-mo-(Ø-)e-dg-in-a-t sadil=vaxšm-is č'+a,nor could they even imagine the eating of lunch and dinner.,You still couldn’t even set out a dinner/supper table.,22.54
Georgian,80,"mo+sc'avl+e-eb-ma (Ø-)i-c-od-nen, rom a+m dge-s mi+g+eb+ul-i nišan-i si+mc'ip-is at'est'at'-ši ča-(Ø-)e-c'er-eb-od-a-t",the pupils knew that the mark received on this day would be recorded for them in the attestation of maturation,The students knew that the mark received today was being entered in the state certificate.,41.17
Georgian,81,gmert-i g-c'am-s,‘you believe in God’,God trusts you.,12.91
Georgian,82,"jer+jer+ob+it k'i, sa+na+m ji+eb+a (ar) da-m+tav+r-eb-ul-a, k'omisia tav-s (Ø-)i-k'av-eb-s p'ublik'aci-isa-gan","But for the time being, until the investigation is completed, the commission is holding back from publication","For the time being, until the investigation is (not) completed, the commission will refrain from making it public.",69.91
Georgian,83,i-c-i ra-s g-e-t'q'v-i a-k'itx-v-in-e m+k'itx+av-s,do you know what I'm going to say to you?... Get the clairvoyant to read the signs!,You know what I told you to read; you’re asking me.,27.69
Georgian,84,"ar i-q'+o še+mtxv+ev+it-i i+s+i-c, rom asp'irant'-eb-s (Ø-)e-k'itx-eb-od-a-t sa+gan+g+eb+o k'urs-i",Nor was it accidental that a special course used to be read to postgraduates,"It was not accidental, either, that the postgraduate students were being taught a special course.",57.2
Georgian,85,romel-ma-c ga-gv-(Ø-)a-cn-o avt'or-eb-s,who introduced us to the authors,whoever introduced us to the authors,88.6
Georgian,86,ek'onomik'+ur-ma ga+sa+č'ir-ma sa+m+š+ob+l+o-ši da+brun+eb+ul-eb-s u+cx+o-d tav-i,the economic plight caused those who had returned to their homeland to feel foreign,The economic plight caused those who had returned to their homeland to feel foreign.,98.23
Georgian,87,c'ign-i magida-ze dev-s,‘the/a book is lying on the table’,The book is lying on the table.,76.02
Georgian,88,nene-m š(Ø-Ø-)a-vedr-a gvt+a+eba-s tav+is-i p'ir+m+š+o,Nene besought the godhead for protection for her first-born,Nene begged God for her own face.,22.67
Georgian,89,bavšv-eb-s mo-(Ø-)e-c'on-eb-a-t e+s sa+čuk+ar-i,The children will like this present.,The children like this present.,78.96
Georgian,90,"nu+tu ver (Ø-Ø-)xvd-eb-l-t, bat'on-o Salva, ra+t'om (Ø-)i-zid-av-s isar-s črdilo+et-i da sa+mxr+et-i?","«Can you really not understand, Sha Iva sir, why the north and south attract the arrow?","If you can’t understand, Mr Salva, why does the needle get attracted by the north and the south?",45.84
Georgian,91,"p'rezident'-s pex-eb-ze h-k'id-i-a, ra+m+den-i k'ac-i mo-k'vd-a",‘the president doesn't give a damn how many men died’,The president doesn’t give a damn how many men have died.,77.62
Georgian,92,ra-s (Ø-Ø-Ø-)u-švr-eb-i/(Ø-Ø-Ø-)u-zam?,what are you doing/will you do to X/them?,What are you doing?/What are you doing?,47.22
Georgian,93,p'ropesor-s (5ibux-i sul u+kr+ob+1-ad p'ir-ši s-čr-i-a,‘the professor has a pipe stuffed in his mouth without ever putting it out’,The professor has a pipe stuck in his mouth all the time.,50.39
Georgian,94,t'emp'erat'ura gam-it zog-jer nul-a-mde da-di-s,sometimes by night the temperature falls/sinks to zero,The temperature sometimes drops to zero.,50.66
Georgian,95,kalak-ši mo-gv-i-xd-eb-a c'a+svl+a,we shall have to go to town,"In the city, it will befall us to go (i.e. we’ll have to go to the city).",47.84
Georgian,96,e + s c'er+il-i vi-s ga-v-(Ø-Ø-)a-t'an-o?,to whom should I give this letter to take?,Whose letter should we take this to?,39.34
Georgian,97,š m - r c x v - a da mašin-ve tav-i da-v-(Ø-)i-xar-e,‘I felt ashamed and straightaway lowered my head’,"I shuddered, and at that very moment I lowered my head.",36.31
Georgian,98,žang+bad-i (?Ø-Ø-)a-)l-eb-in-eb-s m+pr+in+av-s aero+st'at'-it did si+magl+e-ze a+pr+en-isa-s,oxygen allows a pilot to survive when flying at great height by balloon,Oxygen makes the airplane fly at a great height by means of aerostatics.,31.25
Georgian,99,kva-s xel-i mo-v-(Ø-Ø-)u-č'ir-o-t,let's squeeze the stone,Let’s catch the stone with our hand.,31.48
