Lang,Index,Source,Reference,LLM_Translation,Status,BLEU,ChrF,METEOR
Igbo,10,"Ọ bụ eziokwu na otu ọgwụ mgbochi aka na-ele anya egosila na o nwere ike ịbelata oke ndị mmadụ ji anwụ n'ihi ọrịa Ebola, mana ruo ugbu a, enwebeghi ọgwụ ọbụla gosiri hooha na o nwere ike ịgwọ onye bu ọrịa a.","While one experimental vaccine appears able to reduce Ebola mortality, up until now, no drugs have been clearly demonstrated suitable for treating existing infection.","It is true that one experimental vaccine has shown that it can reduce the number of people who die from Ebola, but so far no drug has clearly been shown to be able to cure someone who has the disease.",completed,5.0877842892295,37.909509468735806,40.171858216971
Igbo,11,"Otu antibọdi, ZMapp, gosiburu olileanya, mana ka elebakwuru ya anya, achọpụtara na ọbaghị uru na-igbochi ọnwụ ka esiri chee.","One antibody cocktail, ZMapp, initially showed promise in the field, but formal studies indicated it had less benefit than sought in preventing death.","One antibody, ZMapp, had shown promise, but on closer examination it was found not to be as effective at preventing death as had been thought.",completed,8.689555370126527,39.10692300329743,46.66866746698678
Igbo,12,"Na nnwale PALM, eji ZMapp mere ihe nruba ama, nke a putara na ndi sayentist jiri ya mee baseline tunyere ogwugwo ato ozo.","In the PALM trial, ZMapp served as a control, meaning scientists used it as a baseline and compared the three other treatments to it.","In the PALM trial, ZMapp was used as the standard of care, meaning that scientists used it as the baseline for comparison with three other treatments.",completed,31.83118407199322,65.51202080334276,61.05385367443375
Igbo,13,USA Jimnastiks kwadoro ozi Olimpik Kọmitii Amerịka dere ma kwere kwa na oge eruola mgbe onye ọbụla na-eme Olimpiks aghaghị ịrụkọ ọrụ ọnụ ịhụ na ndị egwuregwu anyị niile nọ na nchekwa.,USA Gymnastics supports the United States Olympic Committee's letter and accepts the absolute need of the Olympic family to promote a safe environment for all of our athletes.,USA Gymnastics endorsed the message the U.S. Olympic Committee wrote and also agreed that the time has come when everyone involved in the Olympics must work together to ensure that all our athletes are safe.,completed,3.582058985981348,43.04213149989371,33.064633260711695
Igbo,14,Anyi kwere na ihe USOC dere na odimma ndi egwuregwu anyi na klob ha nakwa egwuregwu ga enweta uru n’ihu karia ma o buru na enwe mgbanwe n’ulo oru anyi kama inapu ndi mmadu asambodo ha.,"We agree with the USOC's statement that the interests of our athletes and clubs, and their sport, may be better served by moving forward with meaningful change within our organization, rather than decertification.","We believe that what the USOC wrote about the welfare of our athletes and their clubs, and about the sport, will benefit more in the future if there are changes in our office/organization rather than taking away people’s certificates.",completed,10.876837516292293,48.001356466863434,41.386545625829655
Igbo,15,Mpaghara jimnasktik nke obodo USA kwadoro nlebara anya nke onwe nke nwere ike igosi ka mmegbu nke ndị lanarịrị ihe mberede Larị Nassar kọwapụtara nwere ike ịbụ ihe metere aka a na-amaghị maka ya na anabatakwa mgbanwe ndị kwesịrị ekwesị.,USA Gymnastics supports an independent investigation that may shine light on how abuse of the proportion described so courageously by the survivors of Larry Nassar could have gone undetected for so long and embraces any necessary and appropriate changes.,The USA Gymnastics organization approved an independent review that could show that the abuse of survivors described in the Larry Nassar case may have involved unknown complicity and also accepts the appropriate reforms.,completed,4.530692280233402,42.471148130647876,33.82454265506138
Igbo,16,"Egwuregwu Jimnastik nke mba USA na ndi USOC nwere otu ebumnobi - ime egwuregwu jimnastik, na ndi ozo, enweghi iyi-egwu dika ike kwere nye ogwu egwu isoro nro ha n’uzo n’enweghi iyi-egwu, ziri-ezi na gburu-gburu akwadoro akwado.","USA Gymnastics and the USOC have the same goal — making the sport of gymnastics, and others, as safe as possible for athletes to follow their dreams in a safe, positive and empowered environment.","USA Gymnastics and the USOC share one goal—to make the sport of gymnastics, and others, as safe as possible by enabling athletes to pursue their dreams in a safe, fair, and supportive environment.",completed,53.635267487042626,69.49884958176827,72.87846548595031
Igbo,17,"Na 1960 ga, Brzezinski rụụrụ John F. Kennedy ọrụ dị ka onye ndụmọdụ ya ma mechaa rụọkwa otu ihe ahụ n'oge ọchịchị Lyndon B. Johnson.","Throughout 1960s, Brzezinski worked for John F. Kennedy as his advisor and then the Lyndon B. Johnson administration.","In 1960, Brzezinski worked for John F. Kennedy as his adviser and later did the same during Lyndon B. Johnson’s administration.",completed,45.359393336810825,72.1255557933118,81.87188792303148
Igbo,18,"N’ime nghọpụta nke 1976, ọ dụrụ Carter ndụmọdụ gbasara iwu ndị mba ofesi, wee rụzie ọrụ dịka Onye ndụmọdụ Nchekwa Mba (NSA) site na 1977 ruo 1981, na nnọchi Henry Kissinger.","During the 1976 selections he advised Carter on foreign policy, then served as National Security Advisor (NSA) from 1977 to 1981, succeeding Henry Kissinger.","In the 1976 election, he advised Carter on foreign policy and then served as National Security Adviser (NSA) from 1977 to 1981, succeeding Henry Kissinger.",completed,66.67025833042815,85.48465276551545,89.02936212611074
Igbo,19,"Dịka NSA, o nyere Carter aka n’ijikwa ihe omume mbaụwa n’ụzọ kwesiri ekwesi, dị ka Nkwekọrịta Kampụ Devidi, 1978; ihazigharị mmekọrịta US–Chaịna n'afọ ndị dị na ngwụcha agbata afọ 1970 na 1980; Mgbanwe ọchịchị Iran, nke butere nsogbu njigide Iran, 1979; mbuso agha nke Sọviet n’ime Afghanistan, 1979.","As NSA, he assisted Carter in diplomatically handling world affairs, such as the Camp David Accords, 1978; normalizing US–China relations thought the late 1970s; the Iranian Revolution, which led to the Iran hostage crisis, 1979; and the Soviet invasion in Afghanistan, 1979.","As NSA, he helped Carter manage international affairs appropriately, such as the Camp David Accords, 1978; the normalization of U.S.–China relations in the late 1970s and 1980; the Iranian Revolution, which led to the Iran hostage crisis, 1979; and the Soviet invasion of Afghanistan, 1979.",completed,57.02427521951836,72.88954794359982,87.35275620149855
Igbo,20,Aghoputara ihe nkiri ahu Ryan Gosling na Emma Stone no n’ime ya maka nturu ugo di iche iche.,"The movie, featuring Ryan Gosling and Emma Stone, received nominations in all major categories.",The film starring Ryan Gosling and Emma Stone was nominated for various awards.,completed,23.340109401348037,45.458044774882914,44.91017964071857
Igbo,21,"E deturu aha Gosling na Stone n'otu ndị nwere ịnweta akara nturu ugo Best Aktọ na Best Aktres, n'otu n'otu.",Gosling and Stone received nominations for Best Actor and Actress respectively.,"Gosling and Stone were named among those who received the Best Actor and Best Actress award nominations, respectively.",completed,14.747364570390475,71.93725300458003,74.8644111570248
Igbo,22,"Nhọrọ ndị ọzọ gụnyere Foto Kacha, Onye nhazi, Ọrụ nkiri fiim, Nhazi Kọstuum, Ọrụrụ fiim, Exigbo Egwu fiim Mbu, Nhazi mmeputa, Ọrụrụ Ụda, Mwụghari Ụda na Ezigbo Mmemme mbu.","The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay.","Other choices include Best Picture, Director, Cinematography, Costume Design, Film Editing, Best Original Film Score, Production Design, Sound Editing, Sound Mixing, and Best Original Screenplay.",completed,59.07911566252813,81.68962872601858,67.5451709346159
Igbo,23,"Abụ abụọ sitere n’ihenkiri ahụ, Ọdishọn (Onye Iberibe Ahu Rọrọ Nrọ) na Obodo Kpakpandu gasị, nwetara aha maka abụ mbụ kacha mma. N’ihe nlere nke Lionsgate natara ntinye aka 26 — karia ihe ndi a.","Two songs from the movie, Audition (The Fools Who Dream) and City of Stars, received nominations for best original song. Lionsgate studio received 26 nominations — more than any other studio.","Two songs from that franchise, “Audition” (The Fleshcutter Who Dreamed) and “City of Stars,” won the award for Best Original Song. In the example, Lionsgate received 26 nominations — more than these.",completed,21.34620996026064,53.291327871442185,73.65376831026892
Igbo,24,"Ka ụbọchị Sọnde nọ na ngwụcha, Onye isi ọchịchị obodo Yunaịted Steeti bụ Donald Trọmp, kwuru n'ozi e nyere site n'aka onye ode akwụkwọ ndị nta akụkọ, nke sịrị na ndị agha obodo US ga ahapụ Sirịa.","Late on Sunday, the United States President Donald Trump, in a statement delivered via the press secretary, announced US troops would be leaving Syria.","As Sunday was coming to an end, the President of the United States, Donald Trump, said in a message issued by the press secretary that U.S. troops would leave Syria.",completed,11.579729605628298,54.29987192238778,64.11276223776224
Igbo,25,E kwuputara nke a mgbe Trump na Onyeisiala mba Tọkị bụ Rejep Tayyip Erdoghan nwechara mkparịtaụka n'ekwentị.,The announcement was made after Trump had a phone conversation with Turkish President Recep Tayyip Erdoğan.,"This was announced after Trump and Turkey’s president, Recep Tayyip Erdogan, had a telephone conversation.",completed,8.23351492792295,58.70158367319899,51.35432092867721
Igbo,26,"Mba Turkey ga-anarakwa ichebe ndị agha ISIS enwudere ndị, ozi ahụ kwuru, na mba ndị dị na Europe ajụla ịnabata ha ọzọ.","Turkey would also take over guarding captured ISIS fighters which, the statement said, European nations have refused to repatriate.","Turkey will also stop guarding the ISIS fighters they have captured, the report said, as European countries have refused to take them back again.",completed,9.871721786705415,52.48590115390578,59.55729166666666
Igbo,27,"Nke a na-egosi na, opekata mpe, ụfọdụ daịnosọọ nwere abụba; ọtụtụ ndị mmadụ nwere echiche a taa, mana ihe ọzọ bụ na ọ na-egosi anyị ihe fosịl enweghị ike igosi, dịka agba na nhazi akụkụ-atọ.","This not only confirms that at least some dinosaurs had feathers, a theory already widespread, but provides details fossils generally cannot, such as color and three-dimensional arrangement.","This shows that, at the very least, some dinosaurs had fat; many people think this today, but another thing is that it shows us what fossils cannot show, such as color and three-dimensional structure.",completed,17.955860884668837,45.86990384914997,55.73328267477204
Igbo,30,"Maka na nku ajọ anụ daịnosọ enweghị akụ toro nke ọma, nke a na akpọ rachis, ma na o nwere ihe ndị ọzọ nke na-enwe - dịka barbs na barbules - ndị nchọpụta ihe kwuru na ọdịka rachis ọbụ ihe mechara si n'ihe ndị ọzọ a were toputa.","Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.","Because the feathers of some dinosaurs did not have a well-developed shaft, called the rachis, but did have other structures—such as barbs and barbules—researchers have said that the rachis was something that developed later out of these other structures.",completed,24.464293401758855,63.21351202800125,65.48659673659674
Igbo,31,"Nhazi nku ha gosiri na ha ejighi ya efe efe kama ha ji ya edokwa okpomọkụ maọbụ eme ihe ngosi. Ndị nchọpụta ihe tụrụ aro sị na, n'agbanyeghị na nke a bụ ọdụ daịnosọ na-eto eto, ihe ngosi ahụ gosiri nku anụ tochara etocha na-abụghị nku nwa anụ.","The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.","The arrangement of their feathers showed that they were not used for flight; rather, they were used to retain heat or for display. The researchers suggested that, although this was the tail of a young, growing dinosaur, the specimen showed fully developed adult feathers rather than juvenile feathers.",completed,26.92330654974887,55.16828532117002,52.475473420031946
Igbo,32,"Ndị nchọpụta ihe tụrụ aro sị na, n'agbanyeghị na nke a bụ ọdụ daịnosọ na-eto eto, ihe ngosi ahụ gosiri nku anụ tochara etocha na-abụghị nku nwa anụ.","The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.","The researchers suggested that, although this was the tail of a young dinosaur, the specimen showed fully developed feathers rather than juvenile feathers.",completed,39.69989708243865,59.77184868673706,55.144165917266186
Igbo,33,"Otu bọmbụ gbawara n'isi ụlọ ọrụ ndị uwe ojii n’ime Gaziantep, Tọkii ụtụtụ ụnyaahụ na-egbu ndị uwe ojii abụọ ma merụọ ahụ ihe karịrị ndị mmadụ ọzọ iri abụọ.","A car bomb detonated at police headquarters in Gaziantep, Turkey yesterday morning killed two police officers and injured more than twenty other people.","A bomb exploded at the police headquarters in Gaziantep, Turkey, yesterday morning, killing two police officers and injuring more than twenty other people.",completed,47.01530436648401,77.42149150438203,89.34947640051611
Igbo,34,Ụlọ ọrụ gọvanọ kwuru iri na itoolu na ndị merụrụ ahụ bụ ndị uwe ojii.,The governor's office said nineteen of the injured were police officers.,The governor’s office said that nineteen of the injured were police officers.,completed,62.628449627654696,88.55338904854541,90.19886363636364
Igbo,35,Ndị uwe ojii sị na ha na-enyo otu onye a na-ebo ebubo na ọ bụ onye agha nnupuisi Daesh (ISIL) dịka onye mere mwakpo ahụ.,Police said they suspect an alleged Daesh (ISIL) militant of responsibility for the attack.,The police said they suspect a man accused of being a Daesh (ISIL) insurgent as the one who carried out the attack.,completed,17.846877279661648,51.547222107684945,66.16729088639201
Igbo,36,"Ha chọpụtara na Anyanwụ na-arụ ọrụ n’otu ụdị isi iwu dịka kpakpandu ndị ọzọ: A chọpụtara na omume kpakpandu niile nọ na sistemụ bụ onwunwu ọkụ na ntụgharị ha na-anya ha, ma ọ nweghị ihe ọzọ..","They found the Sun operated on the same basic principles as other stars: The activity of all stars in the system was found to be driven by their luminosity, their rotation, and nothing else.","They discovered that the Sun operates under the same basic laws as the other stars: it was found that the behavior of all the stars in the system is due to the emission of heat and the rotation that drives them, and nothing else.",completed,20.355961218626287,54.49273282097798,62.41802633649861
Igbo,37,"A na-ejikọta ọnụ ọnwụnwụ ọkụ na ntụgharị ya amata akara Rossby nke otu kpakpando, nke metụtara na ọwụwụ plasma.","The luminosity and rotation are used together to determine a star's Rossby number, which is related to plasma flow.","The Rossby number of a star, which is related to plasma death, is determined by combining the convective turnover time with its rotation.",completed,22.15212161545071,54.226098340236696,51.111516034985414
Igbo,38,"Ka akara Rossby na-adị obere karịa, ka arụmarụ na-adịkwu obere nke kpakpando n’ikwanye ugwu nye ụmụ ntụgharị nke ihendọta.","The smaller the Rossby number, the less active the star with respect to magnetic reversals.","The smaller the Rossby number becomes, the smaller the stellar activity becomes in showing respect to the cycles of the solar system.",completed,19.850823739068115,51.73764175314833,61.26099020492761
Igbo,39,"Na njem ya, Iwasaki banyere na nsogbu ọtụtụ mgbe.","During his trip, Iwasaki ran into trouble on many occasions.","On his journey, Iwasaki got into trouble many times.",completed,11.13260756993763,39.356803367276136,53.04621848739496
Igbo,40,"Ndị ohi ụgbọ mmiri zuri ya ohi, nkịta ara lụsoro ya ọgụ, o siri na-alụm di na nwunye gbalaga na Nepal a tụọ ya nga na India.","He was robbed by pirates, attacked in Tibet by a rabid dog, escaped marriage in Nepal and was arrested in India.","Sea pirates robbed him, a mad dog fought him, and he fled from marrying as husband and wife to Nepal, and he was thrown into prison in India.",completed,6.106432774355543,32.7633106905185,36.540847489979
Igbo,41,Oke 802.11n na arụ ọrụ ma na frikwensi nke 2.4Ghz na nke 5.0Ghz.,The 802.11n standard operates on both the 2.4Ghz and 5.0Ghz frequencies.,The 802.11n standard operates on both the 2.4 GHz and 5.0 GHz frequencies.,completed,49.132705481444226,88.06058059600271,80.86065573770492
Igbo,42,"Nke a ga-enye ya ohere ka dịrị na ndakọta nlaghachi azụ na 802.11a, 802.11b na 802.11g, ma ọ bụrụhaala na isi ebe ahụ ụgbọigwe na-anọ nwere redìò abụọ.","This will allow it to be backwards compatible with 802.11a, 802.11b and 802.11g, provided that the base station has dual radios.","This will allow it to maintain backward compatibility with 802.11a, 802.11b, and 802.11g, as long as the access point has two radios.",completed,29.93195015610125,57.59586200728931,71.11519232731354
Igbo,43,"Na 802.11n, ọsịsọ ya ji nnukwu ihe kara nke ndị bu ya ụzọ; ya mere, ọrụ ọ na-arụpụta ga-eru 600Mbit/s.",The speeds of 802.11n are substantially faster than that of its predecessors with a maximum theoretical throughput of 600Mbit/s.,"In 802.11n, its speed is a major improvement over that of its predecessors; therefore, the throughput it delivers will reach 600 Mbit/s.",completed,13.217947626377288,47.93788425581135,30.849514563106794
Igbo,44,"Duval, bụ onye lụgoro nwanyị ma mụta ụmụ abụọ bụgoro okenye, a hapụghịrị Mila onyere akọọrọ akụkọ nnukwu ihe nlere anya.","Duvall, who is married with two adult children, did not leave a big impression on Miller, to whom the story was related.","Duval, who had married and had two children who had grown up, did not leave Mila out when the story of the great spectacle was told.",completed,12.288887055424896,40.723469439124294,40.45865019011408
Igbo,45,"Mgbe a sị ya kwuo okwu gbasara ihe mere, Mila kwuru, ""Mike na-ekwu ọtụtụ okwu mgbe a na-eme ọnụnụ ahụ...anọ m na-akwado ya mere na anụghị m ihe ọ na-ekwu.""","When asked for comment, Miller said, ""Mike talks a lot during the hearing...I was getting ready so I wasn't really hearing what he was saying.""","When she was asked to talk about what happened, Mila said, “Mike talks a lot when that meeting is going on… I was supporting/encouraging him, so I didn’t hear what he was saying.”",completed,15.36978791163418,40.35748519784612,56.333776113995896
Igbo,46,"Anyị ga-agba mbọ belata ikuku kabon dioxide kwa nke Mkpokọta ihe nrụpụta obodo site na oke 2020 site n'ọkwa 2005, Hu kwuru.","""We will endeavour to cut carbon dioxide emissions per unit of GDP by a notable margin by 2020 from the 2005 level,"" Hu said.","We will strive to reduce carbon dioxide emissions per unit of gross domestic product by 2020 from the 2005 level, Hu said.",completed,44.00147573068061,60.57644125705552,72.17391304347825
Igbo,47,"O kwughi oke a ga-akwụ, kama ọ sị na a ga-ele anya na nrụpụta akụ na ụba China wee kwụọ ụgwọ.","He did not set a figure for the cuts, saying they will be made based on China's economic output.","He did not state the amount that would be paid; rather, he said that they would look at China’s economic output and then pay.",completed,7.7250397735730845,38.19688535072714,37.56730298580519
Igbo,48,"Hu gbara obodo ndị na emepe emepe ume ""ka ha ghara itinye aka n'usoro omume mgbe ochie bụ ibu ụzọ metọọ were kpochawa ma emechaa.""","Hu encouraged developing countries ""to avoid the old path of polluting first and cleaning up later.""",He urged the developing countries “not to take part in the old practice of first polluting and then cleaning up afterwards.”,completed,6.783489805070003,52.90874984601825,58.89849795175238
Igbo,49,"O tinyekwara na ""ha ekwela ka adị ha buru ibu karịrị ogugo uto na ike ha.""","He added that ""they should not, however, be asked to take on obligations that go beyond their development stage, responsibility and capabilities.""",He also added that “they should not let their pride become greater than the measure of their growth and strength.”,completed,4.42290036669609,27.633863356253702,25.028058361391693
Igbo,50,Òtù Mmụta Irak ahụ gosipụtara nchọpụta ya na 12.00 GMT taa.,The Iraq Study Group presented its report at 12.00 GMT today.,The Iraqi education minister presented his findings at 12:00 GMT today.,completed,12.571192676522521,44.671623911699335,42.592592592592595
Igbo,51,"Ọ dọrọ aka na ntị sị na onweghị onye ga-ekwe nkwa na usoro ọbụla e jiri mee ihe na mba Aịrak ugbu a ga-akwụsị agha otu, ntolite ihe ike, maọbụ ndabanye n'ọgbaghara.","It warns No one can guarantee that any course of action in Iraq at this point will stop sectarian warfare, growing violence, or a slide toward chaos.","He warned that no one could guarantee that any approach being used in Iraq now would stop the war, the escalation of violence, or a descent into chaos.",completed,14.291173574075163,40.694796418789196,52.28822034969939
Igbo,52,Di Rịpọt bidoro site n'ịkpọ oku ka onye ọbụla nwee mkpakọrịta ụka ma nwee nkwekọrịta n'Amerịka gbasara etu aga na-esi akpaso ndị Etiti Ọwụwa Anyanwụ agwa.,The Report opens with plea for open debate and the formation of a consensus in the United States about the policy towards the Middle East.,The report began by calling on everyone to engage in dialogue and reach an agreement in America about how to treat people from the Middle East.,completed,10.332090908268508,29.049512887436585,29.374201787994892
Igbo,53,Ọ fọrọ obere ka mkpesa ahụ kwuo okwu ofụma gbasara akụkụ nile nke iwu ndị isi n'ebe mba Aịrak nọ ma ọ na-akwado mgbanwe ụzọ ozigbo ozigbo.,The Report is highly critical of almost every aspect of the present policy of the Executive towards Iraq and it urges an immediate change of direction.,"It almost came to the point that the complaint spoke favorably about all aspects of the main laws in Iraq, and it supports immediate changes in approach.",completed,4.457304913937111,32.31369363374123,33.31665506439262
Igbo,54,Nke izizi n'ime nkwado iri asaa na asatọ ya bụ na a ga-eso usoro ọchịchị ọhụrụ tupu ọgwụgwụ afọ ị hụ na echebere oke ala Aịrak megide ndị ọchọ okwu ma wughachikwa mmekọrịta ọchịchị ha na agbataobi ha.,First among its 78 recommendations is that a new diplomatic initiative should be taken before the end of this year to secure Iraq’s borders against hostile interventions and to re-establish diplomatic relations with its neighbors.,"The first of its seventy-eight recommendations was that the new system of government should be followed before the end of the year, to ensure that Iraq’s territorial integrity was protected against the insurgents and that its political relations with its neighbors were also rebuilt.",completed,13.004139997277987,46.775216496740704,52.42165242165242
Igbo,55,"Onye omeiwu nakwa nwunye onyeisiala mba Argentina bụ Cristina Fernandez de Kirchner mara ọkwa na mgbede ụnyahụ na La Plata, obodo nọpụrụ kilomita 50 (maịlụ 31)site na Buenos Aires na ọ ga-eso zọọ ọkwa onyeisiala mba Argentina.","Current senator and Argentine First Lady Cristina Fernandez de Kirchner announced her presidential candidacy yesterday evening in La Plata, a city 50 kilometers (31 miles) away from Buenos Aires.","Argentine senator and the president’s wife, Cristina Fernández de Kirchner, announced last evening in La Plata, a city about 50 kilometers (31 miles) from Buenos Aires, that she would run for the presidency of Argentina.",completed,31.121512740909218,63.038159548011244,66.99301482567611
Igbo,56,"Ọ bụ n'Ajentaịn Tiyeta ka Lọọlọ Kirchner kwuputara ebumnuche ya ịzọ maka ọkwa onye isi ala, otu ebe ahụ ọ ji bido kampen ya maka ọkwa Sịnetọ na 2005 dịka onye otu nke ndị mpaghara Buenos Aires zigara.","Mrs. Kirchner announced her intention to run for president at the Argentine Theatre, the same location she used to start her 2005 campaign for the Senate as member of the Buenos Aires province delegation.","It was at the Argentine Theatre that Mrs. Kirchner announced her intention to run for the presidency, the same place where she launched her campaign for the Senate seat in 2005 as a member sent by the Buenos Aires provincial delegation.",completed,36.72725572871696,72.30192007071054,75.54344535270967
Igbo,57,"Ọ bụ esemokwu maka mmefu ego na nkwado na nrụgharị e mere mgbe Oke ikuku Katrina gasịrị kpatara arụmụka a; ụfọdụ ndị kweere na iji nwayọ emefụ ego steeti akọwaala mmefụ a n'ụzọ ntọrọmọchị dịka ""Nkwekọrịta Niu Ọlịns nke Bush mere"".","The debate was sparked by controversy over spending on relief and reconstruction in the wake Hurricane Katrina; which some fiscal conservatives have humorously labeled ""Bush's New Orleans Deal.""","It was a dispute over spending, aid, and reconstruction carried out after Hurricane Katrina that caused this controversy; some people believe that the slow disbursement of state funds has been mockingly described as “Bush’s New Orleans Deal.”",completed,9.047502044256337,48.06819683920627,41.072733918128655
Igbo,58,Nnyocha nke mgbalị nrụgharị chere ihu na-enye ndị e chere na ha bụ ndị si Wọshịntịn ọrụ nrụgharị.,Liberal criticism of the reconstruction effort has focused on the awarding of reconstruction contracts to perceived Washington insiders.,The review of the attempted overhaul faced gives those believed to be from Washington the job of restructuring.,completed,5.538003944406129,26.89750934081678,28.001644736842103
Igbo,59,Ihe karịrị nde mmadụ anọ gara Rom maka olili ahụ.,Over four million people went to Rome to attend the funeral.,More than four million people went to Rome for the funeral.,completed,53.107253497886994,71.94684768315902,71.70781893004116
Igbo,60,Ọnụ ọgụgụ ndị mmadụ nọ ebe n'ahụ dị ukwuu nke na o kweghị mmadụ niile omume inwèta òhèrè n'olili ozu na St. Peter Square.,The number of people present was so large that it was not possible for everybody to gain access to the funeral in St. Peter's Square.,The number of people present there was so large that it was not possible for everyone to get a place at the funeral in St. Peter’s Square.,completed,54.04188056077762,76.90324342203671,80.11306874943237
