Lang,Index,Source,Reference,LLM_Translation,Status,BLEU,ChrF,METEOR
Korean,16,미국 체조 대표팀과 USOC는 같은 목표를 가지고 있습니다. 선수들이 안전하고 긍정적이며 격려 받는 환경에서 꿈을 좇을 수 있도록 체조 등의 스포츠를 가능한 한 안전하게 만드는 것입니다.,"USA Gymnastics and the USOC have the same goal — making the sport of gymnastics, and others, as safe as possible for athletes to follow their dreams in a safe, positive and empowered environment.","The U.S. national gymnastics team and the USOC share the same goal: to make sports such as gymnastics as safe as possible so that athletes can pursue their dreams in an environment that is safe, positive, and supportive.",completed,14.66963638146283,58.0573368428307,56.68320204122077
Korean,17,1960년대에 걸쳐 브레진스키는 케네디의 고문으로 근무한 후 린든 존슨 행정부에서 근무했다.,"Throughout 1960s, Brzezinski worked for John F. Kennedy as his advisor and then the Lyndon B. Johnson administration.","Throughout the 1960s, Brzezinski served as an adviser to Kennedy and then worked in the Lyndon Johnson administration.",completed,14.834199573770846,66.95047239481075,63.469387755102034
Korean,18,그는 1976년 선발 과정에서 카터에게 외교정책에 대해 조언한 뒤 1977년부터 1981년까지 헨리 키신저의 뒤를 이어 국가 안보담당 대통령 보좌관(NSA)을 지냈습니다.,"During the 1976 selections he advised Carter on foreign policy, then served as National Security Advisor (NSA) from 1977 to 1981, succeeding Henry Kissinger.","After advising Carter on foreign policy during the 1976 selection process, he succeeded Henry Kissinger as National Security Advisor (NSA), serving from 1977 to 1981.",completed,40.32293593894517,74.84441106187685,94.02833298267761
Korean,19,"그는 NSA로서 1978년 캠프 데이비드 어코드, 1970년대 후반에 미국과 중국의 관계 정상화, 1979년 이란 인질 위기로 이어진 이란 혁명, 1979년 소련의 아프가니스탄 침공과 같은 세계 문제를 외교적으로 다루는 일에서 카터 대통령을 보좌하였습니다.","As NSA, he assisted Carter in diplomatically handling world affairs, such as the Camp David Accords, 1978; normalizing US–China relations thought the late 1970s; the Iranian Revolution, which led to the Iran hostage crisis, 1979; and the Soviet invasion in Afghanistan, 1979.","As NSA, he assisted President Carter in diplomatically addressing global issues such as the 1978 Camp David Accords, the normalization of relations between the United States and China in the late 1970s, the Iranian Revolution that led to the 1979 Iran hostage crisis, and the Soviet invasion of Afghanistan in 1979.",completed,29.548621960282322,65.86993852864188,71.70065863495526
Korean,20,라이언 고슬링과 엠마 스톤이 출연한 이 영화는 모든 주요 부문에서 후보에 올랐다.,"The movie, featuring Ryan Gosling and Emma Stone, received nominations in all major categories.","This film, starring Ryan Gosling and Emma Stone, was nominated in all the major categories.",completed,37.42031646082126,62.5703197998171,80.00656402912043
Korean,21,라이언 고슬링과 엠마 스톤은 각각 남우주연상과 여우주연상 후보에 올랐습니다.,Gosling and Stone received nominations for Best Actor and Actress respectively.,"Ryan Gosling and Emma Stone were nominated for Best Actor and Best Actress, respectively.",completed,21.874057156123218,64.13623673884312,77.2793921620901
Korean,22,"다른 부문으로는 최우수 작품상, 감독상, 촬영상, 의상 디자인, 영화 편집상, 작곡상, 제작상, 사운드 편집상, 사운드 믹싱, 오리지널 각본상에 후보로 올라있다.","The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay.","In other categories, it has been nominated for Best Picture, Best Director, Best Cinematography, Costume Design, Film Editing, Original Score, Production Design, Sound Editing, Sound Mixing, and Best Original Screenplay.",completed,43.756886567968365,78.64532543292835,69.04296874999999
Korean,23,그 영화에서 나오는 오디션(꿈꾸는 바보들)과 시티 오브 스타 두 곡이 베스트 주제곡 후보에 올랐습니다. 라이온스게이트 스튜디오는 다른 스튜디오보다 월등히 많은 26개의 후보 지명을 받았습니다.,"Two songs from the movie, Audition (The Fools Who Dream) and City of Stars, received nominations for best original song. Lionsgate studio received 26 nominations — more than any other studio.","Two songs from that film, “Audition (The Fools Who Dream)” and “City of Stars,” were nominated for Best Original Song. Lionsgate Studios received 26 nominations, far more than any other studio.",completed,33.95971770586914,69.30131280077092,87.373125191307
Korean,24,도널드 트럼프 미국 대통령은 늦은 일요일 시간대에 대변인을 통해 발표한 성명에서 미군이 시리아에서 철수할 것이라고 발표했다.,"Late on Sunday, the United States President Donald Trump, in a statement delivered via the press secretary, announced US troops would be leaving Syria.",U.S. President Donald Trump announced in a statement released through a spokesperson late Sunday that U.S. forces would withdraw from Syria.,completed,10.28565336945292,44.26811019695217,34.55748175182481
Korean,25,이 발표는 트럼프가 레제프 타이이프 에르도안 터키 대통령과 전화 통화를 한 후에 이루어졌다.,The announcement was made after Trump had a phone conversation with Turkish President Recep Tayyip Erdoğan.,"The announcement came after Trump had a phone call with Recep Tayyip Erdoğan, the president of Turkey.",completed,29.153692299445225,63.94332494608671,69.68143663134718
Korean,26,또한 터키는 유럽 국가들이 본국으로 송환하는 것을 거부한 체포된 ISIS 전투기를 보호할 것이라고 밝혔다.,"Turkey would also take over guarding captured ISIS fighters which, the statement said, European nations have refused to repatriate.",Turkey also said it would take in the captured ISIS fighters whom European countries have refused to repatriate to their home countries.,completed,18.038302998635977,56.83843885392991,50.497737556561084
Korean,27,"이것은 적어도, 이미 널리 알려진 이론인, 몇몇 공룡들이 깃털을 가지고 있었다는 것을 확인 시켜 줄 뿐만 아니라, 색깔과 3차원 배열과 같이 일반적으로 화석만으론 부족한 세부적인 사항들을 제공한다.","This not only confirms that at least some dinosaurs had feathers, a theory already widespread, but provides details fossils generally cannot, such as color and three-dimensional arrangement.","This, at the very least, not only confirms the already widely known theory that some dinosaurs had feathers, but also provides detailed information—such as color and three-dimensional arrangement—that fossils alone are generally insufficient to reveal.",completed,21.850683241544154,71.64094837994183,66.3192371025822
Korean,28,. 과학자들은 이 공룡 깃털의 윗쪽이 진갈색이고 아랫쪽은 희거나 노란빛이었다고 밝혔다.,. Scientists say this animal's plumage was chestnut-brown on top with a pale or carotenoid-colored underside.,Scientists revealed that the upper side of this dinosaur’s feathers was dark brown and the underside was white or yellowish.,completed,2.8423265381137037,32.495635848508336,16.216216216216218
Korean,29,그러한 발견은 또한 조류에 있어서 깃털의 진화에 대한 통찰을 제공한다.,The find also grants insight into the evolution of feathers in birds.,Such findings also provide insight into the evolution of feathers in birds.,completed,66.52049901111006,75.29046049032272,84.36109345200255
Korean,30,공룡 깃털은 우축이라고 불리는 잘 발달된 깃대가 없지만 미늘과 작은 깃가지 같은 다른 특징적인 깃털을 가지고 있으며 연구자들은 이런 다른 특징들이 나중에 진화하여 우축으로 발전했을 것이라고 추측했습니다.,"Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.","Dinosaur feathers lacked a well-developed shaft called a rachis, but they did have other characteristic feather features such as barbs and small barbules, and researchers speculated that these other features later evolved and developed into the rachis.",completed,20.665640687111292,63.03035087540484,54.42753057507156
Korean,31,깃털의 구조는 비행 용이 아니라 체온 조절이나 과시용으로 쓰였음을 암시한다. 연구원들은 어린 공룡의 꼬리에서 나온 샘플을 조사하니 유아의 솜털이 아닌 성인 공룡의 깃털이라고 이야기하였다.,"The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.","The structure of the feathers suggests that they were used not for flight but for regulating body temperature or for display. The researchers said that when they examined a sample taken from the tail of a young dinosaur, it turned out to be the feathers of an adult dinosaur rather than a baby’s down.",completed,22.475693988901025,59.930168724698916,53.76359241432287
Korean,32,"이것은 젊은 공룡의 꼬리이지만, 샘플을 보면 어린 개체의 솜털이 아닌 성체의 깃털임을 알 수 있다고 연구진은 말합니다.","The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.","This is the tail of a young dinosaur, but the researchers say that the sample shows it can be seen to be adult feathers rather than the down of a juvenile.",completed,27.17397378533759,55.41335953996922,55.989697234776706
Korean,33,어제 아침 터키 가지안테프에 있는 경찰서에서 폭발한 차량 폭탄으로 인해 경찰관 2명이 죽고 20명 이상의 다른 사람들이 다쳤습니다.,"A car bomb detonated at police headquarters in Gaziantep, Turkey yesterday morning killed two police officers and injured more than twenty other people.","Two police officers were killed and more than 20 other people were injured by a car bomb that exploded at a police station in Gaziantep, Turkey, yesterday morning.",completed,14.347550106706946,62.4450617897049,66.11166709710744
Korean,34,그 주지사는 부상자 중 19명이 경찰관이라고 말했다.,The governor's office said nineteen of the injured were police officers.,The governor said that 19 of the injured were police officers.,completed,54.91004867761124,67.33175353509431,84.40643218655903
Korean,35,경찰은 공격에 대한 책임이 있다고 주장되는 다에시(ISIL) 무장세력에게 혐의를 두고 있다고 밝혔습니다.,Police said they suspect an alleged Daesh (ISIL) militant of responsibility for the attack.,"Police said they suspect the Daesh (ISIL) militants, who are claimed to be responsible for the attack.",completed,34.107918457364455,70.0115581020984,80.06392212057236
Korean,36,그들은 해가 다른 별들과 같이 발광성과 회전의 원리만으로 작동한다는 것을 발견했습니다.,"They found the Sun operated on the same basic principles as other stars: The activity of all stars in the system was found to be driven by their luminosity, their rotation, and nothing else.","They discovered that the sun, like other stars, operates solely on the principles of luminosity and rotation.",completed,3.0114504490122687,32.73809822926638,23.480662983425415
Korean,37,"발광도와 회전을 함께 사용해 별의 로스비 번호를 결정하는데, 이는 혈장 흐름(plasma flow)과 관련이 있다.","The luminosity and rotation are used together to determine a star's Rossby number, which is related to plasma flow.","We determine a star’s Rossby number using both luminosity and rotation, and this is related to plasma flow.",completed,33.96444099810251,67.65922543701708,68.18181818181819
Korean,38,로스비 수(Rossby number)가 작을수록 자기 역전 면에서 항성의 활동성 역시 작다.,"The smaller the Rossby number, the less active the star with respect to magnetic reversals.","The smaller the Rossby number, the lower the star’s activity is as well in terms of magnetic reversal.",completed,31.872714733206724,67.1911951755949,73.20371935756552
Korean,39,여행 중에 이와사키는 여러 번 난관에 봉착했다.,"During his trip, Iwasaki ran into trouble on many occasions.","During the trip, Iwasaki ran into difficulties many times.",completed,36.02987000845595,48.50084663023892,63.025210084033624
Korean,40,"그는 해적들에게 강도 당하고, 티베트에서 미친개에게 공격당했으며, 네팔에서는 거의 결혼할 뻔했고 인도에서 체포되었다.","He was robbed by pirates, attacked in Tibet by a rabid dog, escaped marriage in Nepal and was arrested in India.","He was robbed by pirates, attacked by a mad dog in Tibet, almost got married in Nepal, and was arrested in India.",completed,47.66601676170153,69.20578545643822,83.36144375105414
Korean,41,802.11n 표준은 2.4GHz와 5.0GHz 주파수 모두에서 작동합니다.,The 802.11n standard operates on both the 2.4Ghz and 5.0Ghz frequencies.,The 802.11n standard operates on both the 2.4 GHz and 5.0 GHz frequencies.,completed,49.132705481444226,88.06058059600271,80.86065573770492
Korean,42,"기지국에 이중 라디오가 있다면 이것이 802.11a, 802.11b와 802.11g가 이전 기종이라도 호환할 수 있게 해준다.","This will allow it to be backwards compatible with 802.11a, 802.11b and 802.11g, provided that the base station has dual radios.","If the base station has a dual radio, this allows compatibility with 802.11a, 802.11b, and 802.11g even though they are earlier models.",completed,21.22363344155404,56.282270040045965,69.73140495867767
Korean,43,802.11n은 이론상 최대 600Mbit/s의 대역폭을 가져 기존 표준에 비해 상당히 빠릅니다.,The speeds of 802.11n are substantially faster than that of its predecessors with a maximum theoretical throughput of 600Mbit/s.,"802.11n theoretically has a maximum bandwidth of 600 Mbit/s, making it considerably faster than existing standards.",completed,6.641447444760477,42.69773958313285,34.76119216859958
Korean,44,이 이야기에 관계된 두 명의 성인 자녀를 둔 기혼자인 듀발은 밀러에게 깊은 인상을 남기지 않았습니다.,"Duvall, who is married with two adult children, did not leave a big impression on Miller, to whom the story was related.","Duval, a married man with two adult children connected to this story, did not leave a deep impression on Miller.",completed,29.613785464339568,59.543039497652394,64.03420281500696
Korean,45,"""의견을 물었을 때 밀러는 """"청문회 동안 마이크는 많은 이야기를 했습니다… 저는 준비를 하고 있었기 때문에 그가 하는 말을 듣지 못했습니다""""라고 말했습니다.""","When asked for comment, Miller said, ""Mike talks a lot during the hearing...I was getting ready so I wasn't really hearing what he was saying.""","When asked for his opinion, Miller said, “During the hearing, Mike talked a lot… I was preparing, so I didn’t hear what he was saying.”",completed,24.965064590016514,53.00396607766893,64.55205340978532
Korean,46,"""후 주석은 """"2020년까지는 GDP 단위당 이산화탄소 방출량을 2005년 수준에서 현저한 폭으로 감소시키려고 노력할 것입니다""""라고 말했습니다.""","""We will endeavour to cut carbon dioxide emissions per unit of GDP by a notable margin by 2020 from the 2005 level,"" Hu said.","Chairman Hu said, “By 2020, we will strive to significantly reduce carbon dioxide emissions per unit of GDP from the 2005 level.”",completed,33.70658553946202,57.6877197691557,73.87495021903624
Korean,47,그는 감산 규모는 중국의 경제 생산량을 바탕으로 정해질 것이라면서 수치를 밝히지 않았습니다.,"He did not set a figure for the cuts, saying they will be made based on China's economic output.","He did not disclose the figures, saying that the scale of the production cut would be determined based on China’s economic output.",completed,12.962472880491877,55.715383292670694,61.88492063492064
Korean,48,"""후는 개발도상국들이 """"일단 오염시키고 나중에 치우는 옛 방식을 탈피하도록"""" 격려했습니다.""","Hu encouraged developing countries ""to avoid the old path of polluting first and cleaning up later.""",Hu encouraged developing countries to break away from the old approach of “pollute first and clean up later.”,completed,22.01224844905468,63.91497981446228,76.67824074074075
Korean,49,"""후 주석은 """"그렇다 해서 그들에게 그 발달단계와 책임 범위, 능력을 벗어나는 의무를 지라고 요구해서는 안 된다""""라고 덧붙였다.""","He added that ""they should not, however, be asked to take on obligations that go beyond their development stage, responsibility and capabilities.""","Chairman Hu added, “That said, we must not demand that they shoulder obligations that go beyond their stage of development, the scope of their responsibilities, and their capabilities.”",completed,14.630744013578282,59.170538879655496,49.914581061125205
Korean,50,이라크 스터디 그룹은 오늘 12시 GMT(그리치니 표준시)에 리포트를 발표했다.,The Iraq Study Group presented its report at 12.00 GMT today.,The Iraq Study Group released its report today at 12:00 GMT (Greenwich Mean Time).,completed,17.12473044894657,59.87369650213118,71.36
Korean,51,"이 시점에서 이라크의 행동이 종파적인 전쟁이나 폭력이 증가하는 것, 혹은 혼돈의 상태를 막을 수 있다는 데에 보장은 없다.","It warns No one can guarantee that any course of action in Iraq at this point will stop sectarian warfare, growing violence, or a slide toward chaos.","At this point, there is no guarantee that Iraq’s actions can prevent an increase in sectarian war or violence, or a state of chaos.",completed,12.865927304735193,47.10677466675868,55.54062942958522
Korean,52,보고서는 미국의 중동 정책에 관해 공개 토론과 의견 일치 형성에 대한 탄원으로 시작한다.,The Report opens with plea for open debate and the formation of a consensus in the United States about the policy towards the Middle East.,The report begins with an appeal for public debate and the building of consensus regarding U.S. Middle East policy.,completed,8.420174038634842,37.4897822505372,35.67767786423147
Korean,53,보고서는 행정부의 현재 이라크 정책에 대해 거의 모든 측면에서 매우 비판적이며 즉각적인 방향 변경을 촉구합니다.,The Report is highly critical of almost every aspect of the present policy of the Executive towards Iraq and it urges an immediate change of direction.,The report is highly critical of the administration’s current Iraq policy in almost every respect and calls for an immediate change of course.,completed,22.214825983041784,52.901717779837355,58.50838039129931
Korean,54,우선 78개 권고안 중 하나는 이라크의 적대적 개입에 대비하여 국경을 확보하고 이웃 국가들과의 외교 관계를 재정립하기 위해 올해 말이 되기 전에 새로운 외교 정책을 취해야 한다는 것입니다.,First among its 78 recommendations is that a new diplomatic initiative should be taken before the end of this year to secure Iraq’s borders against hostile interventions and to re-establish diplomatic relations with its neighbors.,"First, one of the 78 recommendations is that, in preparation for hostile intervention by Iraq, a new foreign policy should be adopted before the end of this year in order to secure the border and reestablish diplomatic relations with neighboring countries.",completed,21.99690457809205,61.64752874704787,62.5081967794189
Korean,55,현 상원 의원 겸 아르헨티나 대통령 부인 크리스티나 페르난데스 데 키르치네르(Cristina Fernandez de Kirchner)는 어제저녁 부에노스아이레스(Buenos Aires)에서 50km 떨어진 라 플라타(La Plata)에서 대선 출마를 선언했다.,"Current senator and Argentine First Lady Cristina Fernandez de Kirchner announced her presidential candidacy yesterday evening in La Plata, a city 50 kilometers (31 miles) away from Buenos Aires.","Cristina Fernandez de Kirchner, the current senator and wife of the Argentine president, announced last evening in La Plata, 50 km from Buenos Aires, that she would run in the presidential election.",completed,21.552305276172266,57.82020965925021,53.41317365269461
Korean,56,키르치네르 여사는 2005년 부에노스아이레스 지방 대표단의 일원으로 상원 의원 선거운동을 시작할 때와 같은 장소인 아르헨티나 극장에서 대통령 출마 의사를 밝혔다.,"Mrs. Kirchner announced her intention to run for president at the Argentine Theatre, the same location she used to start her 2005 campaign for the Senate as member of the Buenos Aires province delegation.","Mrs. Kirchner announced her intention to run for president at the Argentine Theater, the same venue where she began her campaign for the Senate as a member of the Buenos Aires provincial delegation in 2005.",completed,55.80938829491379,77.76702290088635,83.95427201005417
Korean,57,"카트리나 태풍 후에 구호물자와 재건축을 위한 지출을, 국가 재정에 보수적인 태도를 취하는 사람들이 '부시의 뉴올리언스 거래'로 일컬으면서 논쟁이 일어났다.","The debate was sparked by controversy over spending on relief and reconstruction in the wake Hurricane Katrina; which some fiscal conservatives have humorously labeled ""Bush's New Orleans Deal.""","After Hurricane Katrina, controversy arose when people with a fiscally conservative stance referred to the spending on relief supplies and reconstruction as “Bush’s New Orleans deal.”",completed,7.6803323387241145,53.091538557692985,45.59270516717325
Korean,58,재건 활동에 대한 리버럴 측 비판은 소위 워싱턴 내부자들에게 재건 관련 계약이 돌아간 것에 초점을 맞추었습니다.,Liberal criticism of the reconstruction effort has focused on the awarding of reconstruction contracts to perceived Washington insiders.,Liberal criticism of the reconstruction effort focused on the fact that reconstruction-related contracts went to so-called Washington insiders.,completed,39.51500216160541,74.35537457580519,63.89634801288936
Korean,59,400만 명이 넘는 사람들이 장례식 참석을 위해 로마로 모여들었습니다.,Over four million people went to Rome to attend the funeral.,More than four million people gathered in Rome to attend the funeral.,completed,48.44273237963863,73.71775901611325,73.97204366901336
Korean,60,참석한 인원수가 너무 많은 나머지 대부분이 성 베드로 광장에서 치러진 장례식에 입장할 수 없었습니다.,The number of people present was so large that it was not possible for everybody to gain access to the funeral in St. Peter's Square.,So many people attended that most of them were unable to enter the funeral held in St. Peter’s Square.,completed,8.359930816535861,34.32602702708875,38.57442348008385
Korean,61,대형 텔레비전 스크린 여러 대가 로마 곳곳에 설치되어 사람들이 장례식을 관람할 수 있도록 했습니다.,Several large television screens were installed in various places in Rome to let the people watch the ceremony.,Several large television screens were set up around Rome so that people could watch the funeral.,completed,23.932595221309676,52.21516969517762,53.762968173026216
Korean,62,"이탈리아 내 많은 도시들과 전 세계의 다른 도시 들내에서도, 특히나 폴란드, 비슷한 스크린들이 설치되어서 많은 사람들이 볼 수 있도록 하였습니다.","In many other cities of Italy and in the rest of the world, particularly in Poland, similar setups were made, which were viewed by a great number of people.",In many cities in Italy and in other cities around the world as well—especially in Poland—similar screens were installed so that many people could watch.,completed,7.4530201298348375,42.28834661884273,37.28242174062608
Korean,63,역사학자들은 FBI의 성공률을 일부러 높이기 위해 도난 차량 사건과 같이 쉬운 사건에만 초점을 두고 자원을 집중하는 과거의 FBI 정책을 비판해 왔다.,"Historians have criticized past FBI policies for focusing resources on cases which are easy to solve, especially stolen car cases, with the intent of boosting the agency's success rate.","Historians have criticized past FBI policies that deliberately boosted the FBI’s success rate by focusing only on easy cases, such as stolen-vehicle incidents, and concentrating resources on them.",completed,20.876649253582354,56.09784675984184,46.464646464646464
Korean,64,"미 의회는 2005년도 예산부터 외설 방지책 자금을 배정했으며, FBI에서 성인 포르노 분야에 10명의 요원을 반드시 배치할 것을 특정했다.",Congress began funding the obscenity initiative in fiscal 2005 and specified that the FBI must devote 10 agents to adult pornography.,"The U.S. Congress allocated funds for anti-obscenity measures starting with the 2005 budget, and specified that the FBI must assign ten agents to the adult pornography sector.",completed,19.212952065926412,55.40344516632187,61.88050660792951
Korean,65,로빈 우타파(Robin Uthappa)가 이닝 최고점을 기록했다. 4점 11개와 6점 2개로 41 투구만에 70 런을 쳐 이닝 최고점을 기록했다.,"Robin Uthappa made the innings highest score, 70 runs in just 41 balls by hitting 11 fours and 2 sixes.","Robin Uthappa recorded the highest score ever in an innings. With eleven fours and two sixes, he hit 70 runs off just 41 balls to set the innings record.",completed,9.112163637022636,56.149888752847055,81.52173913043478
Korean,66,중간 순서 크리켓 배트맨인 사친 텐둘카르와 라훌 드라비드는 훌륭한 성적을 냈으며 100런 파트너쉽을 이뤄냈습니다.,"Middle order batsmen, Sachin Tendulkar and Rahul Dravid, performed well and made a hundred-run partnership.",Middle-order batsmen Sachin Tendulkar and Rahul Dravid put in an excellent performance and put on a 100-run partnership.,completed,21.37772394158387,65.71581670469358,59.718385512584405
