Lang,Index,Source,Reference,LLM_Translation,ChrF
Igbo,63,Ò bù gī niì dì ife à.,Is this the same old you?,It is you who ate this thing.,28.62
Igbo,64,Òkeèke jèrè Kanò,Okeke went to Kano.,Òkeèke went to Kano.,79.42
Igbo,65,Òlee ebe o nò ?,Where is she?,Where is he/she?,63.46
Igbo,66,O tòsìrì nà o laàla ùgbu à,"It is expected that he has left, by now.",He insisted that he had already gone now.,38.15
Igbo,67,O gà-adàpu ìte à,It will cause this pot to leak.,He will remove this pot.,34.45
Igbo,68,"Ì chò rò egwu, kà ò bù m gba, kà ò bù ò gù ?",Do you want play or a wrestle or a fight?,"Do you want a song—should I sing it, or should I read it?",29.22
Igbo,69,O ka àbi̠a ǹnyàa,He should have come yesterday.,He is still coming today.,17.13
Igbo,70,O` gà nrī ya,He will certainly eat it.,He will eat it.,40.26
Igbo,71,"Ànọ nà ìse, hà pùtàrà òle?",How many do four and five add up to?,"At four and five, what time did they come out?",37.02
Igbo,72,Ūzò ghèrè ònu,The door is open.,The road is open.,48.83
Igbo,73,Nwaànyì ahù lùrù nwoke naàbò.,That woman married two men.,That woman married two men.,100.0
Igbo,74,Ò di`bèghì` mmaÛ,It is not yet good.,It is not good.,63.25
Igbo,75,Agà mÙ nri nrī,I will certainly eat the food.,I will eat food.,28.17
Igbo,76,"Ò tutu tu u m u okorob i à enwe ghi nwaànyì ùgbu à, n’ihi ego",Many young men have no wives now because of money.,It is because of money that young men nowadays don’t have girlfriends.,49.97
Igbo,77,Ihe gī ama si ghi Ada; ò bù kwà ya?,Ada does not love you; is it correct?,What I know about Ada—does it concern her?,24.33
Igbo,78,Ndi à kò kù ǹkè m,These are also mine.,These people did not take what is mine.,31.92
Igbo,79,(N ke à bù ) ònye?,Who (is this)?,Who is it?,18.62
Igbo,80,O gòrò nrī,He bought food.,He/she/it ate.,7.8
Igbo,81,izu n’ohia,to take without permission,week in the forest,10.16
Igbo,82,Àtô̄ dì̄ mma,Three are good.,The three are good.,87.8
Igbo,83,Ó mo` Èkó.,He knows Lagos.,He went to Lagos.,38.6
Igbo,84,efere ntà,"a small-sized type of plate/dish (e.g., a salad plate or saucer)",small plate,11.41
Igbo,85,ọ bụlà,whatever it is,anyone,3.09
Igbo,86,Wà à(ni`)kwadosigea?,Are they now fully prepared?,Did you support it?,6.7
Igbo,87,uri/akwu`kwo` mmu`o`,different indigenous writing systems,The spirit world / the spirit realm,11.47
Igbo,88,Adâ nò̄ n’ù̄lò̄,Ada is at home.,Ada is in the house.,32.84
Igbo,89,"Nù̄lū onu anyī̄ o Chuukwù nù̄ù̄lū onu anyī̄ o Nù̄lū onu ànyī o Chukwù nù̄lū onu anyī̄ o, Ò̄ nwerō mʌ̀gbè ike mmàdù̄ gà-àkalī ike Chukwu Ō nwèrò̄ mgbe ike mmàdū gà-àkalī ike Chukwu Nnà nù̄lū o, onye kèle ūwà nù̄lū onu anyī̄ o Nnà nù̄lū o, onye kèle ù̄wà nù̄lū onu anyī̄ o","Hear our voices o God, hear our voices (twice) Man’s strength can never be greater than that of God (twice) Father, hear, us. The Creator of the world hear our voices (twice).","May our mouths praise you, O God, may our mouths praise you; there is no time when the strength of human beings will surpass the strength of God. Father, may our mouths praise you, you who created the world; Father, may our mouths praise you, you who created the world.",27.19
Igbo,90,Oso ndù nà-àgwu ike.,The race for life is tiring.,Life is running out of strength.,21.82
Igbo,91,O jì ihe à na-èhiri isī,He uses this for laying his head on.,He used what is used to tie the head.,21.95
Igbo,92,O gà-azà u̠lo à,He will sweep this house.,He will sweep the house.,75.41
Igbo,93,m/mū nà ha,I and they,I/we and they,73.54
Igbo,94,gī nà ha,you and she/he,You and them,29.2
Igbo,95,Nnukwu mmiri gà-ezò n’àbàlị.,"Heavy rain will fall, at night.",A heavy rain will fall at night.,80.22
Igbo,96,wâ sì/kwù,An unidentified person has said (Anioma dialect)…,He said/spoke.,6.89
Igbo,97,ūnoꜜ īse,the fifth house,Five houses,25.6
Igbo,98,"Àda nà Uzo, hà jèrè ahīa?",Did Ada and Uzo go to market?,Did Ada and Uzo go to the market?,84.55
Igbo,99,O jì azà u̠yo à,He usually sweeps this house.,He used that axe.,15.14
