Lang,Index,Source,Reference,LLM_Translation,ChrF
Georgian,71,q'ana mo-i-xn-a,the field was ploughed,The door opened.,10.41
Georgian,72,c'a-v-(Ø-)-i-g-eb me a+m leks-s da sul a+gar mo-[v-jval a+m c're-ši!,«I'll take this verse of mine and won't come back ever again into this group!»,"I’ll take this lesson, and I’ll never come back to this circle again!",39.11
Georgian,73,mo+gza+ur-is-tvis (Ø-)a-kv-s m+nišvn+el+oba.,«As far as the traveller is concerned it does.»,"For the traveler, it has significance.",29.81
Georgian,74,k'val-s mi-(?Ø-Ø-)a-gn-o,X located the track,He brought it to the field tomorrow.,12.67
Georgian,75,deda-šen-i mo-(Ø-Ø-)i-k'itx-e,give regards to your mother,Your mother asked you.,38.6
Georgian,76,"keto-s mama mo-(Ø-)u-k'vd-a, da da-rč-a ded+i+na+cv+1-is a+na+bar+a","Keto's father died, and she was left abandoned to/in the hands of (her) step-mother","Keto’s father died, and she was left as her mother’s only child.",48.33
Georgian,77,da + bomb + v + a da+bomb+v+a-s ga-(Ø-)a-čn-i-a,bombing depends on the bombing.,He has discovered it.,7.94
Georgian,78,saxe ga-g-tetr-eb-i-a-t,your(Pl) face has turned white,Your face has become white (pale).,34.55
Georgian,79,ver-c k'i š(Ø-)e-)l-o-t c'ar-mo-(Ø-)e-dg-in-a-t sadil=vaxšm-is č'+a,nor could they even imagine the eating of lunch and dinner.,We couldn’t even set the table for lunch/dinner.,30.72
Georgian,80,"mo+sc'avl+e-eb-ma (Ø-)i-c-od-nen, rom a+m dge-s mi+g+eb+ul-i nišan-i si+mc'ip-is at'est'at'-ši ča-(Ø-)e-c'er-eb-od-a-t",the pupils knew that the mark received on this day would be recorded for them in the attestation of maturation,The students knew that the sign received on this day was being entered in the certificate of citizenship.,40.63
Georgian,81,gmert-i g-c'am-s,‘you believe in God’,God is killing you.,18.5
Georgian,82,"jer+jer+ob+it k'i, sa+na+m ji+eb+a (ar) da-m+tav+r-eb-ul-a, k'omisia tav-s (Ø-)i-k'av-eb-s p'ublik'aci-isa-gan","But for the time being, until the investigation is completed, the commission is holding back from publication","Yes, for the time being: until the investigation is (not) completed, the commission will refrain from making it public.",66.73
Georgian,83,i-c-i ra-s g-e-t'q'v-i a-k'itx-v-in-e m+k'itx+av-s,do you know what I'm going to say to you?... Get the clairvoyant to read the signs!,You know what I told you: ask me.,19.58
Georgian,84,"ar i-q'+o še+mtxv+ev+it-i i+s+i-c, rom asp'irant'-eb-s (Ø-)e-k'itx-eb-od-a-t sa+gan+g+eb+o k'urs-i",Nor was it accidental that a special course used to be read to postgraduates,"It was not accidental that the graduate students, too, were being taught a special course.",56.64
Georgian,85,romel-ma-c ga-gv-(Ø-)a-cn-o avt'or-eb-s,who introduced us to the authors,Which (one) introduced us to the authors.,83.47
Georgian,86,ek'onomik'+ur-ma ga+sa+č'ir-ma sa+m+š+ob+l+o-ši da+brun+eb+ul-eb-s u+cx+o-d tav-i,the economic plight caused those who had returned to their homeland to feel foreign,The economic hardship brought the returnees back to their homeland as strangers.,43.67
Georgian,87,c'ign-i magida-ze dev-s,‘the/a book is lying on the table’,The book is on the table.,47.16
Georgian,88,nene-m š(Ø-Ø-)a-vedr-a gvt+a+eba-s tav+is-i p'ir+m+š+o,Nene besought the godhead for protection for her first-born,Grandmother begged God for mercy for her own child.,20.97
Georgian,89,bavšv-eb-s mo-(Ø-)e-c'on-eb-a-t e+s sa+čuk+ar-i,The children will like this present.,The children like this present.,78.96
Georgian,90,"nu+tu ver (Ø-Ø-)xvd-eb-l-t, bat'on-o Salva, ra+t'om (Ø-)i-zid-av-s isar-s črdilo+et-i da sa+mxr+et-i?","«Can you really not understand, Sha Iva sir, why the north and south attract the arrow?","Can’t you see, Mr. Salva, why the shadow is cast to the north and to the south?",33.69
Georgian,91,"p'rezident'-s pex-eb-ze h-k'id-i-a, ra+m+den-i k'ac-i mo-k'vd-a",‘the president doesn't give a damn how many men died’,The president is hanging on by his feet—how many men have died?,46.11
Georgian,92,ra-s (Ø-Ø-Ø-)u-švr-eb-i/(Ø-Ø-Ø-)u-zam?,what are you doing/will you do to X/them?,What are you doing / what are you up to?,52.83
Georgian,93,p'ropesor-s (5ibux-i sul u+kr+ob+1-ad p'ir-ši s-čr-i-a,‘the professor has a pipe stuffed in his mouth without ever putting it out’,“The professor has a pipe stuck in his mouth all the time.”,50.03
Georgian,94,t'emp'erat'ura gam-it zog-jer nul-a-mde da-di-s,sometimes by night the temperature falls/sinks to zero,The temperature sometimes drops to zero.,50.66
Georgian,95,kalak-ši mo-gv-i-xd-eb-a c'a+svl+a,we shall have to go to town,In the city we happened to go.,16.67
Georgian,96,e + s c'er+il-i vi-s ga-v-(Ø-Ø-)a-t'an-o?,to whom should I give this letter to take?,Whose letter did you bring?,18.49
Georgian,97,š m - r c x v - a da mašin-ve tav-i da-v-(Ø-)i-xar-e,‘I felt ashamed and straightaway lowered my head’,You got up and immediately hid yourself.,13.31
Georgian,98,žang+bad-i (?Ø-Ø-)a-)l-eb-in-eb-s m+pr+in+av-s aero+st'at'-it did si+magl+e-ze a+pr+en-isa-s,oxygen allows a pilot to survive when flying at great height by balloon,"Rust makes the airplane fly by means of an aerostat at a great height, for the sake of flying.",29.53
Georgian,99,kva-s xel-i mo-v-(Ø-Ø-)u-č'ir-o-t,let's squeeze the stone,We need a hand for the stone.,33.04
