Lang,Index,Source,Reference,LLM_Translation,ChrF
Chamorro,25,Ti todu mana’amti manparehu amut-ñiha.,Not all healers have the same medicine.,"Not all of them are really the same, it seems.",35.01
Chamorro,26,Ha tutuhun humomhum gi sanhiyung.,It began to get dark outside.,He started to smell (something) outside.,31.79
Chamorro,27,Hu diseseha na i finattun esti i kattåk-ku en fansinedda’ tudus manbråbu ....,I’m hoping that the arrival of my letter will find you all well...,"I want this gathering to be my burial, with all the wicked people in attendance....",22.46
Chamorro,28,Bula tåotåo nigap.,There were lots of people yesterday.,There were many people yesterday.,70.7
Chamorro,29,Ai na minaggim esta esti na biskuchu.,"My, this biscuit is so stale already.","Oh, this cookie is already hard.",30.75
Chamorro,30,Achamayamak i dos tumobit anai umasufa’.,Both vehicles got wrecked when they collided.,I was surprised when the two turtles came up to the surface.,26.98
Chamorro,31,Yan-ñiha kumassi i famalåo’an si Juan.,The women like teasing Juan.,They and Juan’s girls met.,20.29
Chamorro,32,Manmapegåyi krusifiu kada kuåttu.,Each room had a crucifix placed in it.,Crucifixes are hung in every room.,25.17
Chamorro,33,Båba i para un fåla’ i guihan.,For you to eat the fish raw is not good.,Lower the fish so you can speak to it.,27.61
Chamorro,34,i atadok-ña i taotåo,a person’s eyes,The man’s catch,10.7
Chamorro,35,Na’tutungu’ ham håfa hinassosom-mu put esti na che’chu’-måmi.,Keep on letting us (excl.) know what you think about this work of ours (excl.).,Let us know what you think about this work of ours.,58.24
Chamorro,36,Ha nå’i si Lucy nu i amut åntis di måtai.,She gave Lucy the medicinal knowledge before she died.,Lucy gave the medicine before she died.,56.5
Chamorro,37,Si Juan ha sakkengguan i famagu’un ni i bisikletan-ñiha.,Juan stole the children’s bicycle.,Juan rode the children’s bicycles.,74.57
Chamorro,38,Hu adibibina kåo para bai hu fåhan pat mungnga.,I am deciding whether I should buy it or not.,I was wondering whether I should buy it or not.,77.46
Chamorro,39,Tåya’ umagradesi ma’umiya gi me’nan tåotåo.,There’s no one who appreciates being humiliated in front of people.,There is no gratitude among the people.,22.54
Chamorro,40,Måttu i hagan Herodihas mismu gi giput.,‘The daughter of Herodias herself came in to the party.’,Herodias’s daughter herself came in at the banquet.,52.94
Chamorro,41,Ha istotba ham na binisita i hagan-måmi as Manuel.,That Manuel visited our (excl.) daughter disturbs us (excl.).,He remembered that our son Manuel visited us.,30.74
Chamorro,42,"Dångkulu i tuninus na gå’ga’, låo dangkulonña i bayena.","Dolphins are big sea animals, but whales are bigger.","The dolphin is a big animal, but the whale is bigger.",41.78
Chamorro,43,Gi lamasa esti na låpis.,This pencil is on the table.,The pencil is on the table.,83.37
Chamorro,44,Ha håyu yu’ si Juan.,Juan hit me with a stick.,Juan found me.,13.29
Chamorro,45,Hu poksai sais na famagu’un ya hu na’fandångkulu.,I nurtured six children and made them grow up.,I raised six children and brought them up to be grown.,50.49
Chamorro,46,Hu tånum i floris kunanaf gi gima’.,I planted the crawling vine plants at the house.,I planted the flowers in the house.,46.12
Chamorro,47,Hu gågåo si Peling salåppi’ para i gima’.,I asked Peling for money for the house.,I asked Peling for money for the house.,100.0
Chamorro,48,Håyi chinatgem-mu / chinatgi-mu?,Who did you laugh at?,Who did you meet / see?,45.39
Chamorro,49,Todu tåotåo malagu’ mumå’gas.,Everybody wants to be boss.,All people want to be clean.,17.36
Chamorro,50,Yanggin masahalum håo nai mås lalålu’ i gupu’ na chetnut.,When you sweat is when the skin fungus gets more aggressive.,"If you go deeper, the big pain will be worse.",12.44
Chamorro,51,Sumuha gi fi’on-ña.,[The lights] moved away from him.,He wrote it on his forehead.,11.8
Chamorro,52,Manma’å’ñåo i ma’estra manmasohyu’ i istudiåntis.,(The teachers are afraid to influence the students.),The teacher was afraid of the students.,52.64
Chamorro,53,Manhinalang i Chapanis ya manpåra manggera.,The Japanese surrendered and they stopped fighting.,The Japanese were ashamed and stopped being fishermen.,44.61
Chamorro,54,Manmanåga’ bula na månha.,They chopped many young coconuts.,They were breathing a lot of air.,11.9
Chamorro,55,"Yanggin måttu håo manbisita, siempri guaha [inefresi håo].","If you come to visit, he will surely offer you something (lit. there is surely something that you’ll be offered by him).","If you come to visit, there is always something offered to you.",37.29
Chamorro,56,Gef fåhna i manyommuk na pineksai-ña na babui.,The fat pigs that he raised were very much in demand.,The pig that was slaughtered is very fat.,23.04
Chamorro,57,Manmaguåssan todu i masiksik låhi gi hiyung gimå’-ña si Antonetta.,The triumfetta semitriloba grasses were all mowed outside Antonetta’s house.,All the strong boys were washed outside Antonetta’s house.,47.69
Chamorro,58,Ti manlipåra si Miguel ni karetan ni unu.,Miguel didn’t notice anyone’s car.,Miguel didn’t stop the one car.,47.02
Chamorro,59,Måolekña na un chotchu gollai yanggin malångu håo.,It is better that you eat vegetables if you’re sick.,It’s good for you to eat vegetables when you’re sick.,52.25
Chamorro,60,Yanggin håfa på’gu masångan gi halum i familiåk-ku …,If anything now was said within my family…,If what is now being said within my family is…,56.98
Chamorro,61,Un kebrånta håo muna’lagu låo ni håfa tiningo’-mu.,"You came forward about cooking, but you know nothing (about it).",You broke away from what you knew.,15.67
Chamorro,62,"Ai, linalalo’-ña i patgun anai machule’guan ni na’-ña kandi.","My, how angry the child was when somebody took his candy!","Oh, the child cried when he was scolded for giving him candy.",29.17
Chamorro,63,Yanggin ilelek-mu na disgråsia i ti para un li’i’ bunitå-ña i palåo’an ni un guaiya ...,If you say that it’s a shame that you will not see the beauty of the woman you love...,If you think it’s a disgrace that you won’t ever see the beauty of the woman you love ...,63.99
Chamorro,64,Tåya’ sa’ på’gu ha’ yu’ ni måttu.,She doesn’t have [a chart] because it’s just now that I’ve come [to the hospital].,There’s no one else but me who came.,9.73
Chamorro,65,Baba dididi’ i bintåna ya u guaha gueha.,Open the window a little bit to ventilate.,"The window is very low, and it’s there.",25.81
Chamorro,66,Mansinangåni as Juan todu i bidåda-ña kada diha.,Juan told them all the things he had been doing every day.,Juan is told all his stories every day.,28.62
Chamorro,67,Guaguan åntis i liluk na materiåt.,Iron was an expensive material a long time ago (lit. before).,It was heavy before the light material.,26.51
Chamorro,68,Pues ekkunguk sa’ håfa na para Ifit na’ån-hu.,So listen to why my name is going to be Ifit [i.e. scrub mahogany].,"Well, I heard what you said about why “Ifit” is my name.",18.85
Chamorro,69,Dikiki’ na tinanum i anilis yan siña masodda’ gi kantun chålan.,The anil is a small plant and it can be found on roadsides.,The anise plant is small and can be found at the edge of the road.,43.79
Chamorro,70,"I antis yan pa’gu, difirensiao antis yan ti parehu antis yan pa’gu.","[Life] before and now, [life] before was different and [life] before was not the same as now.","Before and now, it’s different; before and not the same as before and now.",50.83
Chamorro,71,Ha sangåni i gubetnu na esta gui’ mañodda’ nubiå-ña.,He told the governor that he had already found a girlfriend.,He told the government that he had already found his bride.,68.39
Chamorro,72,Ginin håyi nai un risibi i katta?,From whom did you receive the letter?,Who did you receive the letter from?,74.29
Chamorro,73,Mañotchu ham kelaguin ti’åo yan titiyas.,We (excl.) ate goatfish kelaguin and tortillas.,We made kelaguen (beef ceviche) and tortillas.,41.97
Chamorro,74,"Tåya’ [hu li’i’ gi uriyan guma’], pues sigi yu’ di humoi’.","I didn’t see anyone (lit. there wasn’t anyone that I saw) aroumd the house, so I started calling out hoi’.","There’s nothing I saw around the house, so I kept on not eating.",26.74
Chamorro,75,Para låhi i patgon-ña.,His child is going to be a boy.,"It’s for her son, her child.",16.77
Chamorro,76,"Kalakas, cha’-mu chuchuda’ i kuchinu na hånum.",Yuck! Don’t spill the dirty water.,"Quickly, don’t drink the pig’s water.",29.22
Chamorro,77,Guaha siha tinanum gi gualu’.,There are plants at the farm.,There are plants in the garden.,59.2
Chamorro,78,Håfa ma’a’ñåo-ña i kada istudiånti?,What is each student afraid of?,What is each student afraid of?,100.0
Chamorro,79,"Nang, sedi yu’ ya bai patcha i amot-mu.","Mom, allow me to touch your medicine.","Oh, I’m sick, and I’ll take your medicine.",41.42
Chamorro,80,Ha patcha si nanå-hu i sanhilu’ i hetnu’.,My mother touched the top of the incubator.,She slapped my mother’s cheek.,21.48
Chamorro,81,i taotåo antigu na Chamorro siha,the ancient Chamorro people,the ancient Chamorro people,100.0
Chamorro,82,Manggaigi guihi siha palu mañe’lu-hu ni manmafañågu åntis di i gera.,Some of my siblings who were born before the war were there.,My siblings who were taught before the war were there.,72.03
Chamorro,83,I tiempun påkyu ha tutuhun gui’ gi Agostu na mes.,Typhoon season begins (lit. begins itself) in August.,The typhoon season begins in the month of August.,52.51
Chamorro,84,"Ma sienti ya kana’ magacha’ i dos. Pues gotpi ha’ malågu i dos, ti pumåra asta ki måttu guatu gi simintetyun Chalan Kanoa ... Ma galoppi i patdit ...","They felt that the two of them were about to be caught out. So suddenly they ran off, and didn’t stop until they got to the Chalan Kanoa cemetery…they jumped the concrete wall…","They felt sorry and were ashamed, the two of them. So the two of them just ran away, not stopping until they got over to the cemetery in Chalan Kanoa ... The children were chased ...",42.2
Chamorro,85,I natibu tåya’ atmas-måmi macheti ha’ yan kama’ yan åchu’.,"As for the local people, we (excl.) had no weapons, only machetes and sickles and rocks.","The native people didn’t have our machetes, only their hands and their teeth.",27.86
Chamorro,86,Manma’omiti palu na infotmasion siha gi aplikasion.,Some information on the application is omitted.,Some information is missing from the application.,69.42
Chamorro,87,Achibåo ennåo na tåotåo.,That guy is a troublemaker.,That person is crazy.,16.36
Chamorro,88,Bai suma i dos yan kuåttru.,I will add two and four together.,I will add two and four.,68.85
Chamorro,89,Ni ngai’an nai ta fanmaleffa.,We will never forget (it).,It was because of the name that we forgot.,14.0
Chamorro,90,Guaha na’ån-ña na tåotåo Magellan.,There was a person whose name was Magellan.,There is a man named Magellan.,35.81
Chamorro,91,Esta ti ya-hu umettigu.,I don’t like being short anymore.,I didn’t see it.,11.5
Chamorro,92,Pues en sedi ha’ gui’ ti umayuda si tatå-ña o sino si nanå-ña.,You (pl.) even allow him not to help his father or his mother.,"Because at least he doesn’t help his father, or else his mother.",41.83
Chamorro,93,Ilek-ñiha na månngi’ makåddu i poya ki i punidera.,They said that making soup with young chicken is tastier than with hen.,"She said that the mangoes were ripe, the papaya and the pineapple too.",21.07
Chamorro,94,Ti ma påtti si Kiko’ ni un grånu na guihan.,They didn’t give Kiko’ even one bit of fish.,Kiko wasn’t divided into a grain of fish.,29.08
Chamorro,95,I katgån-ña era i para u ayuda ottru tåotåo siha umuma i katgan-ñiha.,"His burden, as it turned out, was to help others carry their burdens.",His/her duty was to help other people take care of their duties.,35.75
Chamorro,96,Ti malagu’ si Juan ha ångkas i che’lu-ña.,Juan did not want to ride together with his sibling.,Juan didn’t want to carry his sibling.,48.62
Chamorro,97,Para bai in tutuhun muna’gåsgas i kusina.,We (excl.) are going to begin to clean the kitchen.,So that we can start cleaning the kitchen.,36.03
Chamorro,98,Påyun i patgun mana’ma’udai gi apåga.,The child is used to being carried (lit. made to ride) on the shoulder.,The child was left behind in the ashes.,21.35
Chamorro,99,I akangkang måolik yan fresku na åmut.,The akangkang is a good and fresh herbal medicine.,The good and fresh medicine is very bitter.,44.63
