Lang,Index,Source,Reference,LLM_Translation,ChrF
Korean,28,Ku ka n€y si ccum ey 'na ol'nun ci,Perhaps hc'll be here around tbur o'clock or so.,Whether he comes around four o’clock.,27.28
Korean,29,ti tpo'l ay,in this village,It’s a little bit.,9.95
Korean,30,Nw0n i onun ci an onun ci molunta,I don't know whether it is snowing or not.,I don’t know whether Nw0n is coming or not.,58.0
Korean,31,"Nul yok hoki lul hayss,ta",He always made insults.,(I) insulted you.,23.86
Korean,32,Ku sllam i kakeyss.ta,I'm afraid he's going.,That person will go.,9.91
Korean,33,silccwuki saylccwuk ha-,be sullen,"Do it properly, do it neatly—",7.44
Korean,34,Sensayng nim kkey se n0 hakeyss.nun ci 'lu swukcey lul ta hoy kass.ta,"Wary of the wrath of the teacher, I went through all my homework.",I went to the teacher and asked whether you had done all the homework.,43.83
Korean,35,sengnyang-kaypi scy kay,three matches,"Freshwater crab, three crabs.",27.94
Korean,36,TOn i minh.ess.ut.nun d lo rnrilla,There may / might have been lots of money.,The money was already lost.,18.3
Korean,37,Illusun c0h.unq yenghwa tla to iss.nun ka yo?,Are there any good movies (on/playing)?,"Are there any good movies in Illyusun, too?",61.76
Korean,38,path ey,in the field,in the field,100.0
Korean,39,no ha-,get angry,"No, ha-",2.19
Korean,40,I ke(s) pr-l,Look at this!,"This thing (one), PR-ACC.",13.39
Korean,41,Mdtunq il I crl toye kanta,Everything is going off smoothly.,I went to the place where I did everything.,28.77
Korean,42,ku ttig un ny mok ip.nita,That land is my share,That belt is your necktie.,17.3
Korean,43,Ilapsung ila to thako kaca,Let's just take a jitney.,“Let’s go after taking the elevator.”,15.35
Korean,44,'Hawai kanun tlysin ey i pen hyukn ey nun Kwulupha ey kako siph.ta,"Instead of going to Hawaii this vacation, I want to go to Europe.",I want to go to Guam this time instead of going to Hawaii.,60.38
Korean,45,Enu sitay enu nala ka ani kuleh.keyss.na man un,"Any country at any period would be much the same, but - .","In what era, in what country, would it not be like that? (As for the bay tree,) it is only in the south.",25.67
Korean,46,palp hi-,get trodden on,Step on it.,8.91
Korean,47,cwue la,give!,Give it to me.,22.2
Korean,48,po' to tut' lo mds hanta,can neither see nor hear,I will listen to the report.,15.89
Korean,49,Nwu ka kuletun tey ku nun pelsse tte-nass.tt ttula,Somebody told me that he had left already.,"Whoever said so, he had already left.",30.49
Korean,50,Yelq-sey sal kkaci sOin ulo chinta,Up to thirteen you are considered to be (you are counted as) a minor.,"Up to the age of seventeen, one is considered an adult.",30.94
Korean,51,Itr{nt hanun tiysin cy tut.ki man hasipsio,"Instead of talking, just listen.","Instead of talking, just listen.",100.0
Korean,52,Yenghwa lul kwfikyeng kanun cek i Cps.ta,We never have the occasion to go see a movie.,I have never gone to see a movie.,46.66
Korean,53,"Ku ka kal,nun ci (to nrolunla)",Maybe he will go.,Whether he is going or not (I wonder).,9.7
Korean,54,hay ka tot.a,the sun rises,The sun rose.,43.32
Korean,55,Cam caturr ci yo,Maybe he was asleep.,"It’s really cold, isn’t it?",5.49
Korean,56,talk koki,chicken meat,Chicken talk.,40.74
Korean,57,Tap.pyen haki lul him ul ssess.ta,I tried hard to find the answer.,I tried hard to answer.,62.53
Korean,58,To-taychey tangsin un mue l' halye ko hanun ke yo,Just what on earth do you think you're up to?,What on earth are you trying to do?,35.63
Korean,59,Na nun ney ka an onun cw.ul al.ess.ta,I thought you weren't coming.,I thought you weren’t coming.,83.77
Korean,60,Nayit un swuyoil ikeyss.ta,Tomorrow must be Wednesday.,It will be Wednesday.,47.88
Korean,61,Wuli pumo nim un noy sengcek i cdh.ki lul palasey yo,My parents expect me to get good grades.,Our parents want you to get good grades.,59.58
Korean,62,Yo cuum un lalio ka ecci 'nl manh.un ci cip cip mata pota pang mata hana ssik iss.ta ko halq swu iss.ulq cengto 'ci yo,"Lately radios have become so common it has reached the point where you can say that every room has one, rather than every house.","These days, there are so many radios that you could say there’s about one in every room in every house.",37.27
Korean,63,Ney-kkacis kes hanthey cikeyss.nun ya,Never shall I be beaten by a guy like you.,"I’m sick and tired of you, too.",8.56
Korean,64,N:rla ka m6s toye kanta,The nation is on the decline (the way down).,Nara is going to become a horse.,9.36
Korean,65,I pang un chwum chwuki cdh.ta,This room is good for dancing.,This room is good for dancing.,100.0
Korean,66,malkkum ha-,be clean,to make something neat and tidy,9.58
Korean,67,"icey cye'mun ce'k u'lan an'cok mozom sko'cang -nwota 'kn 'cola'm ye n' e'lwu 'pep ul poy'hwozo'Wwo'l i '-ngi ""ta","now while I am young, you see, I will have fun to my heart's content for a while and then when I am grown I can duly learn the Law.",Now I will show you the rules and methods.,10.64
Korean,68,na-kaki silh.ta,(I) hate to go out.,I hate going.,18.66
Korean,69,iss.ci mds hanta,…,"There is, but it doesn't exist.",0.0
Korean,70,I trlut i malk.ci mrjs hata,The water is not (at all) clear.,I won’t tell you not to do that.,11.81
Korean,71,Twu si ccum ey osey yo,Come around two o'clock.,Please come around two o’clock.,70.09
Korean,72,C€msim rn-ek.nuta (ko) nup.ess.ta,Lunch made me late.,I lay down after eating lunch.,20.43
Korean,73,chayk han kw€n,one book,one book,100.0
Korean,74,Kulenq il ila to hasimyen cOh.keyss.ey yo,I wish you'd just do that.,"It would be good if you could do that kind of work, too.",23.26
Korean,75,tAn mek.nunta 'y to cakkwu man kuleni?!,Why do you keep urging me to eat when I tell you I won't?!,You keep eating sweets—why do you keep doing that?!,32.89
Korean,76,Il.yoil kath.un ttay tOngmul-wen ey ka-polla chimyen snlam i koyngcang hi mnnh.la,"If you visit the zoo of a Sunday, you will find an awful lot of people there.","On Sundays, if you go to the zoo, there are really a lot of people.",38.66
Korean,77,Na nun mul ul coh.a hanun kkatalk ey nul pata ey kanta,"I always go to the sea, because I am fond of the water.",I always go to the beach because I like water.,55.85
Korean,78,Onul hak.kyo ey oci anh.un kes ul ponni hanun ka pota,"I guess he is ill, for he is not in school today.",I wonder if it’s because you’re asking whether you saw that (someone) didn’t come to school today.,30.62
Korean,79,Ne llang celi kako ce ai llang ili ola ko hay la,You go over (there) and tell that boy to come here.,"You go with Jerry, and tell that kid to come up here.",46.49
Korean,80,(Ne) i kes corn hay tao,"Do this for me, please.","Yes, I understand this.",15.26
Korean,81,Kim sensayng puin ul chac.e ponun cek i tps.na yo?,Don't you ever go see Mrs Kim?,Have you ever looked for Mrs. Kim (the teacher)?,29.05
Korean,82,Top.nunta 'nun i pota chalali panghay 'ta,He is more hindrance than help.,“It would be better to see snow than this.”,15.89
Korean,83,Yenge ya miil lo seykyey ey se kacang elyewun mal ita,English is really the most difficult language in the world.,English is the most difficult language in the world.,84.08
Korean,84,Hak.kyo ey kanta 'psiko na-scs.ta,He left home claiming that he was going to school.,(I) went to school and came back.,21.34
Korean,85,ka ya'keyss.ta,I'll have to go,I should go.,10.19
Korean,86,na-ma to et.ki ka him tul.ess.ess.ta,It was hard to get even this (much).,It was hard to get even me.,63.29
Korean,87,Nrviin i onun tey to chwupci anh.e yo,Despite the snow it is not cold.,It’s not cold even when you put it on.,32.27
Korean,88,o' lo kl' to ulds hnnlu,can neither come nor go,"I don’t know, but I’ll do it anyway.",9.64
Korean,89,Kongwen ey sanqpo kanun cek i iss.ta,We (do) sometimes go to the park for a walk.,I have been to the park for a walk.,51.51
Korean,90,Myech salam ina kanun ci isey yo?,Do you know how many people are going?,How many people are going?,69.17
Korean,91,Kkoch un kheni wa iph to mirs pokeyss.ta,"We won't see a leaf, much less a blossom!","The flowers, the dog, and even the leaves will probably wither.",14.09
Korean,92,Mly.l m:rlh.un pa chayk.im ul kakca ka motir rrilnsrvu haca,Let each one of us fulfill every responsibility we have undertaken.,Let’s each take responsibility for the book we have spoken about.,39.49
Korean,93,Kalun ci an katun ci nay inun chey an hanta,I don't care whether he goes (went) or not.,"Whether you go or not, I won’t pretend to know.",26.59
Korean,94,M:rs i 'ss.nun tey yo!,How tasty it is!,"There are horses, you know!",8.97
Korean,95,Iss.nun ci eps.nun ci tuikeyss.sup.nikka,Do you know whether there are any (or not)?,Is there any or isn’t there? (How can we tell?),28.56
Korean,96,Ku salam un t0n i iss.nun ko lo caki ka hako siph.unq il un mues ina ta halq swu iss.sup.nita,He has got money so he can do anything he wants to.,"That person has money, so he can do anything he wants to do.",70.7
Korean,97,An mek.ullangki yo?,You're not going to eat them?,Aren’t you going to eat?,43.86
Korean,98,paywuki swipta,It's easy to learn.,Learning is easy.,29.79
Korean,99,Ttek khenyeng plp to 0ps.tula,"Cake? - why, we didn't even have rice!","There wasn’t even a rice cake, let alone rice.",22.88
