Lang,Index,Source,Reference,LLM_Translation,Reasoning_Summary,BLEU,ChrF,METEOR
Chamorro,16,Ma li’i’ i hagas pumoksai siha na tåotåo.,They saw the people who nurtured them in the past.,They saw the people from long ago rise up.,"**Translating Chamorro phrases**

I’m trying to infer meanings from the Chamorro phrases. “Ma li’i’ i hagas pumoksai siha na tåotåo” might refer to ancient people coming back to life or rising up. I’m considering that “pumoksai” could relate to “to come out” while “hagas” means “long-standing” or “from long ago.” All together, I think it could plausibly translate to: ""They saw the people from long ago who had risen.""
**Exploring Chamorro translations**

I'm considering a few different interpretations of the phrase. It might mean ""They saw the ancestors or spirits of long ago."" The term ""pumoksai"" could refer to those who existed long ago. Another option I thought about is that ""hagas pumoksai"" might suggest ""long ago departed."" 

I’m playing around with ""hagas"" potentially meaning ""really"" or ""surely,"" and even considering its connection to “truth.” So, it could translate to ""the truth that people rose up.""
**Analyzing sentence structure**

I'm breaking down the structure of the phrase ""i hagas pumoksai siha na tåotåo."" It seems to follow a noun phrase format: article ""i,"" modifier ""hagas,"" verb ""pumoksai,"" plural ""siha,"" and linker ""na."" This could lead to “the real resurrected people.” 

I also consider ""hagas"" could mean ""true,"" or as a noun like ""the past."" Overall, I lean towards translating it as ""They saw the people from long ago rise up,"" perhaps referring to ancestors.",25.13293635022765,41.73573679119287,34.12844036697248
Chamorro,17,Pumåra hu sienti i taotåo siha gi uriyå-hu.,I stopped feeling the people around me.,I felt the people around me pass by.,detailed,33.03164318013807,53.8611025762607,83.01839254220205
Chamorro,18,Ha poksai båtbas achai-ña si Tatå-hu ya nina’måtan åmku’.,My father grew a beard on his chin and it made him look older (lit. be old-faced).,"My father broke his ankle, and an old man saw it.",detailed,4.3941800929564945,21.31259550897173,26.338180693069308
Chamorro,19,"Guaha na åtgidun mampus å’paka’, guaha åhi’.","Some cottons are very white, some (are) not.",There was a very white shadow; there was smoke.,detailed,7.574347133041985,26.48711543909787,21.475256769374415
Chamorro,20,i tiempok-ku på’gu guini,my time here today,My time is here now.,detailed,9.652434877402245,31.080673271498004,89.28571428571429
Chamorro,21,I lugat-måmi an ogga’an mampus å’asgun.,Our (excl.) place is always so foggy in the morning.,Our place was very quiet this morning.,detailed,6.204321855952011,28.773372068862663,23.554104477611936
Chamorro,22,Hu nigosiu yan i primu-hu i tano’-ña.,I agreed with my cousin on his property.,I negotiated with my cousin for his land.,"**Translating Chamorro sentence**

I need to translate the sentence ""Hu nigosiu."" It seems ""hu"" is a first-person agent prefix and ""nigosiu"" could come from the Spanish word for business, possibly meaning ""to do business"" or ""business."" So it might mean ""I did business"" or ""I worked."" The full sentence ""Hu nigosiu yan i primu-hu i tano’-ña"" could translate to ""I did business with my cousin about his land."" The structure looks like a verb plus a noun phrase.",21.10534063187263,45.3602123308078,56.79012345679012
Chamorro,23,Sen ma’å’ñåo si Juan ni dangkulun pakpak gi paingi.,Juan was terrified by (lit. extremely afraid of) the loud noise last night.,Juan was very afraid of the big bat last night.,detailed,12.28742276615499,36.55557425752235,45.731707317073166
Chamorro,24,Kada diha humånåo pumeska si Orasima’.,Every day Orasima’ went to fish.,Every day Orasima went fishing.,detailed,16.341219448835542,64.23765525939439,72.11538461538461
Chamorro,25,Ti todu mana’amti manparehu amut-ñiha.,Not all healers have the same medicine.,Not all medicines are the same.,"**Translating Chamorro**

I need to translate the Chamorro sentence: ""Ti todu mana’amti manparehu amut-ñiha."" The developer instructs me to output just the result without reasoning, so that's my priority. The translation would likely mean ""Not all medicines are equally effective."" Breaking it down, ""Ti"" means not, ""todú"" means all, ""mana’amti"" could refer to being treated or healthy, and ""amut"" means medicine. ""Manparehu"" translates to equal or alike. Overall, it conveys that not all medicines work the same way.
**Clarifying Chamorro Translation**

I’m considering different translations for the Chamorro phrase ""Ti todu mana’amti manparehu amut-ñiha."" One possibility is ""Not all patients get the same medicine,"" but I'm also thinking ""mana'amti"" might imply being ""cured"" or ""healthy."" If ""amti"" relates to medicine, this could lead me to the phrase meaning something similar to ""not all treatments are alike."" Ultimately, for simplicity, I think ""Not all medicines are the same"" captures the essence well, especially since ""manparehu"" means equal.",17.026116978186877,51.617436821210816,64.69760900140648
Chamorro,26,Ha tutuhun humomhum gi sanhiyung.,It began to get dark outside.,It began to thunder outside.,detailed,32.159351091190125,57.671893006561206,70.14492753623188
Chamorro,27,Hu diseseha na i finattun esti i kattåk-ku en fansinedda’ tudus manbråbu ....,I’m hoping that the arrival of my letter will find you all well...,I wish that this curse of mine would come upon all the wicked people ....,detailed,9.880782578056978,21.52929877205075,15.723270440251572
Chamorro,28,Bula tåotåo nigap.,There were lots of people yesterday.,There were many people yesterday.,detailed,32.159351091190125,70.69567318837017,70.14492753623188
Chamorro,29,Ai na minaggim esta esti na biskuchu.,"My, this biscuit is so stale already.","Oh, this biscuit/cake is already sweet.",detailed,18.575057999133595,51.82059475780222,41.79775280898876
Chamorro,30,Achamayamak i dos tumobit anai umasufa’.,Both vehicles got wrecked when they collided.,The two of them both collapsed when they suffered.,detailed,9.287528999566801,34.15707138258225,38.49085365853659
Chamorro,31,Yan-ñiha kumassi i famalåo’an si Juan.,The women like teasing Juan.,The women like teasing Juan.,detailed,100.00000000000004,100.0,99.76851851851852
Chamorro,32,Manmapegåyi krusifiu kada kuåttu.,Each room had a crucifix placed in it.,Crucifixes were put up in every room.,"**Translating Chamorro Sentence**

I need to translate the Chamorro sentence ""Manmapegåyi,"" which seems to have a plural, passive form. The prefix ""man-"" makes it plural, and ""ma-...-yi"" indicates a passive construction. ""Pegåyi"" might come from ""pega,"" meaning to attach or hang. Given my analysis, ""Manmapegåyi"" likely means ""Crucifixes were hung in every room,"" or ""They hung a crucifix in each room."" However, I'm sticking to outputting just the translation as the developer instructed.",6.413885305524152,24.82842261763285,28.089887640449433
Chamorro,33,Båba i para un fåla’ i guihan.,For you to eat the fish raw is not good.,Lower it so you can fillet the fish.,detailed,9.080027618567454,28.608185015273712,29.224537037037035
Chamorro,34,i atadok-ña i taotåo,a person’s eyes,The person’s shadow.,detailed,15.97357760615681,50.22841610843856,57.73420479302832
Chamorro,35,Na’tutungu’ ham håfa hinassosom-mu put esti na che’chu’-måmi.,Keep on letting us (excl.) know what you think about this work of ours (excl.).,Let us know what you think about this work of ours.,detailed,32.457630523675434,58.236839218101025,56.69642857142857
Chamorro,36,Ha nå’i si Lucy nu i amut åntis di måtai.,She gave Lucy the medicinal knowledge before she died.,He gave Lucy medicine before she died.,"**Translating Chamorro Sentence**

I'm working on translating a Chamorro sentence. The phrase ""Ha nå’i"" translates to ""3rd person singular ergative give,"" and ""si Lucy"" is indicating the proper noun Lucy. I'm trying to figure out what ""nu"" means; it could signify ""to/with/by."" In Chamorro, ""nå’i"" is often used with a recipient marked as ""guatu ni."" 

The example ""Ha nå’i guatu ni na’-ña ya sinangåni"" means ""She gave him his food."" Analyzing the next sentence, ""Ha nå’i si Lucy nu i amut åntis di måtai,"" it likely translates to ""Lucy gave someone the medicine before dying."" This is all quite interesting!
**Clarifying Chamorro Syntax**

I'm dissecting the phrase ""Ha nå’i si Lucy nu i amut."" It seems likely that it's saying ""He/She gave Lucy medicine before she died."" In this case, Lucy is the recipient, and the medicine is the theme. The word ""nu"" could be marking the theme, but since ""nå’i"" translates to ""give,"" it might suggest ""giving Lucy medicine"" rather than ""giving with medicine."" 

Now, I wonder if ""nu"" indicates an indirect object. However, the examples I see, like ""Ha presta yu’ singku tåsan pugas,"" don’t use ""nu,"" which raises questions! I'm eager to make sense of all this!
**Analyzing Chamorro Syntax**

I'm trying to clarify how ""guatu"" (to him) and ""ni na'-ña"" (his food) interact in the sentence. It seems ""ni"" might mark the theme, but I'm not entirely sure. Then there's the phrase ""Ha nå’yi i maseta meggai na odda’,"" which I believe translates to ""I put a lot of soil in the vase."" So, ""nå’i"" can mean ""put"" as well as ""give.""

Returning to ""Ha nå’i si Lucy nu i amut åntis di måtai,"" it could imply ""He gave/put medicine to Lucy before she died."" But I wonder about the default subject, which seems to be third person. I'm left wondering who exactly is dying here!",32.01911827891038,57.314063287543185,68.61724281549355
Chamorro,37,Si Juan ha sakkengguan i famagu’un ni i bisikletan-ñiha.,Juan stole the children’s bicycle.,Juan passed the children on their bicycles.,"**Translating a sentence**

I need to translate the sentence: ""Si Juan ha sakkengguan i famagu’un ni i bisikletan-ñiha."" Here’s my breakdown: ""Si Juan"" indicates the name Juan; ""ha"" likely marks a third-person action. The word ""sakkengguan"" might relate to carrying or chasing away. Then, ""famagu’un"" translates to children, and ""i"" is a definite article. Looking at ""ni,"" it seems to link nouns, suggesting it's genitive. I think ""i famagu’un ni i bisikletan-ñiha"" means ""the children with their bicycles,"" not ""of their bicycles.""
**Interpreting Chamorro verb meaning**

I’m trying to decipher the function of ""ni"" in this context. It might mark the object, but I’m considering the passive form in Chamorro. The verb ""sakkengguan"" could mean ""hit"" or ""strike,"" or maybe it's related to ""kick."" I wonder if it connects to the Spanish ""saque""? But could it imply Juan returning or borrowing the children's bicycles? There’s also ""sakkeng"" meaning ""to return"" or ""to escort."" I'm piecing together ""ha [verb] i famagu’un ni i bisikletan-ñiha"" for clarity.
**Clarifying Chamorro structure**

I'm thinking about how ""ni i bisikletan-ñiha"" might modify ""famagu'un,"" suggesting it means ""the children who have their bicycles."" Alternatively, ""i famagu’un ni i bisikletan-ñiha"" could mean ""the children with their bicycles."" Now, the verb ""sakkengguan"" has me uncertain. Maybe it implies ""to confiscate"" or possibly ""to stop,"" but I'm trying to fit it into the context, perhaps meaning ""Juan confiscated the children's bicycles."" It looks like the possessed noun structure aligns with Chamorro grammar, where the possessor comes after the possessed.
**Analyzing bicycle ownership**

I'm exploring the phrase ""their bicycles,"" which translates to ""i bisikletan-ñiha."" To express ""the children's bicycles,"" it could be ""i bisikletan i famagu'un,"" since ""-n"" serves as a linker for possessed nouns in Chamorro. Now, I’ve got ""i famagu'un ni i bisikletan-ñiha,"" but that doesn't seem right as “the children of their bicycles.” I'm considering if ""ni"" serves as a passive marker or an agent marker. Could ""sakkengguan"" mean ""to catch up with""? Maybe it indicates ""Juan passed the children on their bicycles.""
**Deciding on translation focus**

I'm analyzing ""sakkengguan,"" which might end in -an, indicating a locative or nominalizer, but with a ""ha"" prefix, it could indicate a perfective transitive form. If I consider ""sakkeng"" maybe related to ""to run over,"" I'm contemplating its possible Arabic root and the potential influences from Spanish. I’m circling back to translations: perhaps ""Juan passed the children on their bicycles."" But I'll stick with the simplest phrasing despite my uncertainties. So, I will just output: ""Juan overtook the children on their bicycles.""",7.267884212102741,53.11271944814406,55.75
Chamorro,38,Hu adibibina kåo para bai hu fåhan pat mungnga.,I am deciding whether I should buy it or not.,I was thinking about whether I should buy it or not.,detailed,63.15552371794033,68.83918816274699,80.63619174730286
Chamorro,39,Tåya’ umagradesi ma’umiya gi me’nan tåotåo.,There’s no one who appreciates being humiliated in front of people.,No one thanked us in front of the people.,detailed,16.830386789031852,29.34365837022903,49.44477791116447
Chamorro,40,Måttu i hagan Herodihas mismu gi giput.,‘The daughter of Herodias herself came in to the party.’,Herodias’s own daughter came to the party.,"**Translating Chamorro sentence**

I need to translate a Chamorro sentence into English: ""Måttu i hagan Herodihas mismu gi giput."" I have some vocabulary already: ""måttu"" means came or arrived, and ""i"" is the. I'm debating on ""hagan"" — it might mean ""daughter"" or could be ""wife."" I think ""hagan"" is more likely ""child/daughter."" ""Herodihas"" seems to reference the biblical figure Herodias. So it might mean something like ""Herodias herself's daughter came to the party.""
**Deciding on translation structure**

I’m looking at the word ""hagan,"" which I think could mean ""day"" in Chamorro. There's also ""haggan"" for turtle. The context from the biblical story of John the Baptist suggests that ""hagan"" refers to the daughter of Herodias, who came to dance at a birthday party. I want to provide the translation of that sentence first. However, I have to follow the developer's instruction and only output the translation in one line, without my reasoning.",23.206041459353084,50.98052875319795,55.30265748031496
Chamorro,41,Ha istotba ham na binisita i hagan-måmi as Manuel.,That Manuel visited our (excl.) daughter disturbs us (excl.).,"He stopped us from visiting our child, Manuel.",detailed,3.2567594431760947,20.692474837509252,24.155844155844157
Chamorro,42,"Dångkulu i tuninus na gå’ga’, låo dangkulonña i bayena.","Dolphins are big sea animals, but whales are bigger.","The tuna is a big fish, but the whale is bigger.",detailed,9.238430210261097,28.086790397669247,45.63492063492063
Chamorro,43,Gi lamasa esti na låpis.,This pencil is on the table.,This pencil is on the table.,detailed,100.00000000000004,100.0,99.85422740524781
Chamorro,44,Ha håyu yu’ si Juan.,Juan hit me with a stick.,Juan called me.,"**Translating a Chamorro sentence**

I need to translate the Chamorro sentence ""Ha håyu yu’ si Juan."" I think ""håyu"" relates to 'call' or possibly 'name.' It also might mean 'to search' or 'to summon.' After considering the structure, it seems ""Ha"" indicates the third person acting, ""håyu"" as 'to call,' and ""yu'"" as 'me.' So the best translation is: ""Juan called me."" I'll provide this translation first, then explain my reasoning.",9.930283522141846,14.930424517085935,22.388059701492537
Chamorro,45,Hu poksai sais na famagu’un ya hu na’fandångkulu.,I nurtured six children and made them grow up.,I raised six children and brought them up.,detailed,21.721856265678966,49.863322289348005,64.11049268192124
Chamorro,48,Håyi chinatgem-mu / chinatgi-mu?,Who did you laugh at?,Who did you laugh at?,detailed,100.00000000000004,100.0,99.76851851851852
Chamorro,49,Todu tåotåo malagu’ mumå’gas.,Everybody wants to be boss.,Everyone wants to be the boss.,detailed,30.739407647563215,58.18647125888886,79.34426229508196
Chamorro,50,Yanggin masahalum håo nai mås lalålu’ i gupu’ na chetnut.,When you sweat is when the skin fungus gets more aggressive.,"If you sweat, the severe illness will lessen.",detailed,8.171014300726602,24.811541516413303,26.7478813559322
Chamorro,51,Sumuha gi fi’on-ña.,[The lights] moved away from him.,He put it in his pocket.,"**Translating Chamorro**

I need to translate the Chamorro sentence ""Sumuha gi fi’on-ña."" It seems to mean ""He/She put it in his/her pocket."" I parse ""gi"" as the locative ""in/at,"" and ""fi’on"" as ""pocket."" The ""-ña"" indicates possession. The verb ""Sumuha"" likely means ""to put in,"" possibly implying an actor focus with the infix. I think the best translation is ""He put it in his pocket."" However, it’s clear I'm supposed to avoid reasoning and stick to just the translation output.",4.935157841536379,6.386589503134769,5.6818181818181825
Chamorro,52,Manma’å’ñåo i ma’estra manmasohyu’ i istudiåntis.,(The teachers are afraid to influence the students.),The teachers were afraid that the students were teasing them.,"**Translating Chamorro phrases**

I need to translate the sentence: ""Manma’å’ñåo i ma’estra manmasohyu’ i istudiåntis."" It likely means ""the teachers were afraid (that) the students would answer or be noisy."" Parsing the words, ""manma'å'ñåo"" means ""were afraid"" (plural), and ""i ma'estra"" refers to ""the teacher(s)."" For ""manmasohyu’,"" I'm not sure; it might relate to being scolded. I'm contemplating if it indicates the students were misbehaving. The nuances are tricky!
**Interpreting Chamorro verbs**

I’m thinking about the Chamorro word ""sohyu'."" Could it mean ""to struggle""? I’m trying to connect that to the phrase ""ma'estra manmasohyu' i istudiåntis,"" which may imply ""the teacher scolded the students."" The verb ""masohyu'"" likely means to discipline, and the ""man-"" prefix suggests a plural subject, indicating the students are the focus. I’m considering the structure might show two clauses in VSO order, so it could be saying something like ""the teacher is afraid the students will tease.""
**Analyzing Chamorro structures**

I'm examining how the prefix ""man-"" indicates a plural subject for verbs. This could mean ""the students misbehaved,"" which might explain why the teacher is afraid. However, I’m also considering that ""ma'estra"" could still refer to a singular teacher, leading to interpretations like ""the teachers were frightened."" It fits with examples I've seen. The rest of the phrase, ""manmasohyu’ i istudiåntis,"" might suggest that the teachers were afraid of teasing students. I’m also wondering if ""sohyu'"" could mean ""to fight"" or respect, but I’m still refining my understanding!
**Deciphering Chamorro meanings**

I’m trying to interpret the sentence about teachers and students. Initially, I considered it might say, ""The teachers were scared because the students were being naughty."" However, I’m also thinking it could mean, ""The teachers were afraid the students would protest."" If I connect it to ""sohyu',"" I recall it might relate to obeying or respecting. So, if ""manmasohyu’ i istudiåntis"" means the students obeyed, that doesn’t fit the context of teachers being afraid. I’m wondering if ""sohyu'"" might also mean to hit or punish, which changes the meaning significantly.
**Translating with clarity**

I’m working through the structure of the sentence. If the verb means ""to punish,"" the subject is singular, which complicates things. In the VSO structure, ""manma’å’ñåo"" indicates the teachers were afraid, with ""i ma’estra"" as the subject and ""manmasohyu’ i istudiåntis"" suggesting the students teased. So, the final thought here is that it could translate to ""The teachers were afraid the students were teasing them."" However, the developer's instruction is to focus only on the output, so I’ll stick to just the translation.",11.731175160263996,56.04645493500928,46.464646464646464
Chamorro,53,Manhinalang i Chapanis ya manpåra manggera.,The Japanese surrendered and they stopped fighting.,The Japanese surrendered and stopped fighting.,detailed,51.54486831107658,86.13994680838604,87.57427021441488
Chamorro,54,Manmanåga’ bula na månha.,They chopped many young coconuts.,A lot of mosquitoes are breeding.,"**Translating Chamorro sentence**

I need to translate the Chamorro sentence, focusing on ""Manmanåga’."" It seems it could be related to ""manåga’,"" implying ""to hang around,"" but I'm not entirely certain. I see ""bula,"" which means ""many"" or ""a lot,"" and there are phrases like ""Bula famalåo’an gi tenda"" meaning there are many women at the store. 

Now I'm considering if ""månha"" means ""mosquitoes"" or something else. I wonder if ""månha"" could refer to ""mangoes""? It seems ""Manmanåga’"" might mean ""to lay eggs repeatedly,"" indicating a progressive or repetitive action.
**Exploring Chamorro meanings**

I’m trying to figure out what ""manmanåga’"" means. Could it imply ""to give birth"" or ""to cry""? I don't think that fits. Maybe it's a combination meaning ""are waiting""? Or maybe ""manåga’"" means ""to cause,"" but I'm not sure. I've been looking up this word. 

What if ""månha"" refers to mosquitoes, as ""ñamu"" is mosquito? But then, could ""manmanåga’ bula na månha"" mean ""a lot of people are gossiping""? Perhaps ""månha"" relates to gossip or worries? I’m really piecing this together!
**Analyzing Chamorro word meanings**

I’m exploring the possible meanings of the word ""månha."" I wondered if it refers to ""old ladies"" or ""fishermen,"" but that doesn't seem right. Perhaps it relates to ""manja"" or ""manga"" in Spanish?

I’m thinking ""manmanåga’"" could mean ""laying eggs,"" given that ""mañåda’"" means ""to lay eggs."" Could ""månha"" refer to ""hens"" or possibly ""moths""? 

I’m interpreting ""Manmanåga’ bula na månha"" as ""There are many (månha) begging."" And I wonder if ""månha"" could mean ""ants"" or even ""flies""? I'm piecing together these connections!
**Interpreting Chamorro phrases**

I’m considering ""bula na månha,"" and I'm wondering if it could mean ""a lot of termites,"" since ""båtot"" is termite. There’s also a possibility that ""månha"" refers to ""months,"" but that doesn't seem right. 

Now, I'm examining the word ""manmanåga’,"" noting that the prefix indicates a plural or continuous action. The root ""någa’"" might not mean ""crawl,"" but rather could mean ""to multiply."" So, perhaps ""Manmanåga’ bula na månha"" translates to ""There are many termites multiplying."" 

But still, I’m contemplating if ""månha"" could mean ""mosquitoes"" or even ""sandflies.""",6.567274736060395,9.879596591732414,8.196721311475411
Chamorro,55,"Yanggin måttu håo manbisita, siempri guaha [inefresi håo].","If you come to visit, he will surely offer you something (lit. there is surely something that you’ll be offered by him).","Whenever you come to visit, there is always something offered to you.",detailed,13.52675760521631,37.12719363153777,29.04583020285499
Chamorro,56,Gef fåhna i manyommuk na pineksai-ña na babui.,The fat pigs that he raised were very much in demand.,The pig with the dirty snout stinks really bad.,detailed,4.085507150363302,17.551552819171455,12.711864406779657
Chamorro,57,Manmaguåssan todu i masiksik låhi gi hiyung gimå’-ña si Antonetta.,The triumfetta semitriloba grasses were all mowed outside Antonetta’s house.,All the hardworking boys washed outside Antonetta’s house.,detailed,23.89997677137506,44.052366656663715,60.852050781250014
Chamorro,58,Ti manlipåra si Miguel ni karetan ni unu.,Miguel didn’t notice anyone’s car.,Miguel didn’t stop anyone’s car.,detailed,37.99178428257963,70.71765962456466,89.50617283950618
Chamorro,59,Måolekña na un chotchu gollai yanggin malångu håo.,It is better that you eat vegetables if you’re sick.,It’s good for you to eat vegetables when you’re sick.,detailed,18.36028134946796,52.24546857795711,65.18892630003741
Chamorro,60,Yanggin håfa på’gu masångan gi halum i familiåk-ku …,If anything now was said within my family…,If what is being said now in my family …,detailed,5.934202609760488,42.49526993924292,24.390243902439025
Chamorro,61,Un kebrånta håo muna’lagu låo ni håfa tiningo’-mu.,"You came forward about cooking, but you know nothing (about it).","You get offended right away, but what do you know.",detailed,8.255532360766697,20.862930517093947,34.76946334089192
Chamorro,62,"Ai, linalalo’-ña i patgun anai machule’guan ni na’-ña kandi.","My, how angry the child was when somebody took his candy!","Oh, the child was lured away when someone gave him candy.",detailed,13.67440667823257,41.670366990752946,39.31623931623932
Chamorro,63,Yanggin ilelek-mu na disgråsia i ti para un li’i’ bunitå-ña i palåo’an ni un guaiya ...,If you say that it’s a shame that you will not see the beauty of the woman you love...,If you said it was a tragedy that you would not get to see the beauty of the woman you love...,"**Deciding on translation output**

The user is asking for reasoning after the first line, which conflicts with instructions that prioritize a single translation. I need to focus on providing just the translation with clarity and conciseness. My best guess for the translation is: ""If you said it was a disgrace that you would not get to see the beauty of the woman you love..."" followed by an ellipsis. Let's keep it straightforward!",48.9886422224093,65.63357830108045,75.57407989933941
Chamorro,64,Tåya’ sa’ på’gu ha’ yu’ ni måttu.,She doesn’t have [a chart] because it’s just now that I’ve come [to the hospital].,"So far, I’m the only one who has arrived.","**Translating sentence structure**

I’m exploring the structure of the phrase, breaking it down into parts. The translation is ""there is none yet, now, only me, who arrived."" So, it conveys, ""So far, I'm the only one who has arrived."" That interpretation seems plausible. Now, I'll provide that translation clearly for anyone interested in understanding the components and the full meaning. Let's make sure it's clear and accessible!",1.9665244988381108,10.155045808082455,12.77834008097166
Chamorro,65,Baba dididi’ i bintåna ya u guaha gueha.,Open the window a little bit to ventilate.,Lower the window a little and it will be there.,detailed,24.808415001701817,48.15852760686973,52.60869565217392
Chamorro,66,Mansinangåni as Juan todu i bidåda-ña kada diha.,Juan told them all the things he had been doing every day.,They told Juan all about his activities every day.,detailed,13.76074141597786,30.628799727455775,40.24496937882765
Chamorro,67,Guaguan åntis i liluk na materiåt.,Iron was an expensive material a long time ago (lit. before).,Nail materials used to be expensive.,"**Deciphering translation nuances**

I'm exploring the metaphorical use of ""liluk,"" which means ""nail,"" and how it connects to ""material."" The phrase ""i liluk na materiåt"" seems to translate to ""the nail material,"" possibly indicating various materials like nails. I notice a lack of conjunction ""yan,"" which is interesting. It could suggest that ""liluk"" modifies ""material,"" leading me to a translation along the lines of: ""Nail materials used to be expensive."" Or perhaps, ""Nails used to be expensive materials.""",2.490612326425251,30.62118993640408,10.563380281690142
Chamorro,68,Pues ekkunguk sa’ håfa na para Ifit na’ån-hu.,So listen to why my name is going to be Ifit [i.e. scrub mahogany].,So I heard that my name is supposed to be Ifit.,"**Translating Chamorro Sentences**

I’m breaking down a sentence from Chamorro. ""Pues"" translates to ""so"" or ""then,"" and ""ekkunguk"" might mean ""I heard"" or ""listen."" It looks like ""keke’hunguk"" relates to trying to listen, with ""hunguk"" meaning to hear or listen. Then there's the word ""sa’,"" which is ""because.""

The phrase ""håfa na para"" seems to translate as ""what (is) for."" I’m also considering ""Ifit"" as a possible place name or person's name. And ""na’ån-hu"" means ""my name."" 

Putting this together, it seems like it might say something about my name being supposed to be Ifit. What an interesting structure!",11.696440874815794,28.252208358200036,47.289626791542496
Chamorro,69,Dikiki’ na tinanum i anilis yan siña masodda’ gi kantun chålan.,The anil is a small plant and it can be found on roadsides.,A small anise plant can be found by the side of the road.,detailed,12.571192676522521,42.583118400554305,50.16741071428571
Chamorro,70,"I antis yan pa’gu, difirensiao antis yan ti parehu antis yan pa’gu.","[Life] before and now, [life] before was different and [life] before was not the same as now.",The past and the present are different; the past and the present are not the same.,detailed,6.6972890695964065,28.83848894001514,23.557571176618797
Chamorro,71,Ha sangåni i gubetnu na esta gui’ mañodda’ nubiå-ña.,He told the governor that he had already found a girlfriend.,He told the government that he had already found his girlfriend.,detailed,46.59538415189962,81.5072255087301,82.20833333333334
Chamorro,72,Ginin håyi nai un risibi i katta?,From whom did you receive the letter?,From whom did you receive the letter?,detailed,100.00000000000004,100.0,99.90234375
Chamorro,73,Mañotchu ham kelaguin ti’åo yan titiyas.,We (excl.) ate goatfish kelaguin and tortillas.,We ate ti’åo kelaguen and titiyas.,detailed,5.244835934727967,26.256225007793017,18.51851851851852
Chamorro,74,"Tåya’ [hu li’i’ gi uriyan guma’], pues sigi yu’ di humoi’.","I didn’t see anyone (lit. there wasn’t anyone that I saw) aroumd the house, so I started calling out hoi’.","I didn’t see anything around the house, so I kept on hiding.",detailed,16.690841318128104,33.774304590794756,33.50575044789921
Chamorro,75,Para låhi i patgon-ña.,His child is going to be a boy.,His/her child will be a boy.,detailed,33.03164318013807,36.8049534986993,54.99999999999999
