Lang,Index,Source,Reference,LLM_Translation,Reasoning_Summary,BLEU,ChrF,METEOR
Georgian,18,s-t'ir-i-an k'onpederaci-is da+šl+a-s,they mourn/weep over the break-up of the confederation,They are crying over the break-up of the Confederation.,"**Translating a Georgian example**

I need to translate a Georgian phrase: ""s-t'ir-i-an k'onpederaci-is da+šl+a-s."" It looks like ""s-t'ir-i-an"" could be a verb for ""cry."" The prefix 's-' might indicate third-person intransitive, suggesting it means ""they cry."" 

The phrase ""k'onpederaci-is dašl-as"" points to the genitive of ""confederation,"" and ""da+šl+a-s"" suggests it relates to dissolution. So it might translate roughly to ""they are crying for the dissolution of the confederation."" However, I think it could also mean ""they are asking."" I'm still digging through the roots to get this just right!",39.281465090051306,64.40801887395266,84.37033349925335
Georgian,19,k'rit'ik'-is u+k+on+1+oba čven-i lit'erat'ur-is u+šina+a+r+s+oba-s ar u+nd+a da-(Ø-)bral-d-e-s,the lack of criticism must not be blamed on the lack of content in our literature,The lack of criticism should not be blamed for the meaninglessness of our literature.,detailed,18.490708934754608,57.08327112358575,60.26820520817091
Georgian,20,ert+xel ber-eb-ma rust(a)vel-is c'ign-is c'a+rtm+ev+a mo-(0-)m-i'-nd+om-es,the monks once conceived a desire to snatch away from me Rust(a)veli's book,Once the monks wanted me to translate Rustaveli’s book.,"**Translating morphological segments**

I’m working on translating some morphological segments. For example, ""ert+xel"" seems to mean ""once."" Looks like I’m decoding phrases like ""ber-eb-ma,"" which might refer to monks in the ergative plural form. 

Then there's ""rustavel-is c'ign-is,"" translating to ""Rustaveli's book."" As for ""c'a+rtm+ev+a,"" I’m wondering if it means ""to read"" or perhaps ""translation."" 

I think I’m uncovering that ""mo-(0-)m-i'-nd+om-es"" suggests they wanted something for me.
**Interpreting a sentence structure**

I’m trying to decode a sentence that might say, ""Once the monks wanted me to translate Rustaveli's book."" I’m considering if ""c'a+rtm+ev+a"" could mean ""translation,"" but maybe it's related to ""copying"" instead. 

So I'll break it down: ""ertxel"" means ""once,"" ""ber-eb-ma"" refers to ""the monks,"" and ""rustavelis c'ignis"" is ""Rustaveli's book."" The context makes me think it could be, ""Once the monks wanted me to read Rustaveli's book."" I feel like I'm getting closer!",5.240300994649826,29.049251336662742,24.505108556832692
Georgian,21,delegat'-eb-i si+am+ovn+eb-it (Ø-)p'asux-ob-en q'ovel+gvar t'q'u+il-sa da mo+čven+eb+it še+k'itx+v-eb-s,the delegates provide answers with pleasure to every kind of lie and specious question,The delegates gladly answer all kinds of lies and questions by giving a demonstration.,detailed,3.4585921141027365,37.11864829044283,53.191489361702125
Georgian,22,sa-c'er-i mankana,typewriter (lit. machine for writing),typewriter,"**Translating a phrase**

I need to translate the phrase ""sa-c'er-i mankana."" It looks like ""sa-c'er-i"" relates to the Georgian word ""sač'eri,"" which might mean ""writing."" The root ""c'er"" suggests ""write,"" with ""sa-"" as a nominalizer. Then ""mankana"" aligns with the Georgian word for ""machine"" or ""typewriter."" So, the phrase seems to mean ""typewriter."" However, I must provide just the translation as instructed: ""typewriter"" without any additional reasoning.",0.09118819655545167,28.69364413463319,6.8493150684931505
Georgian,23,"mo-xar-ul-i v-a+r, rom še-mo-(Ø-?Ø-)i-a+r-e čem-tan",I am delighted that you have popped in at my place.,I am glad that you came to me.,detailed,10.216854986541973,24.101129880098778,38.119658119658126
Georgian,24,čem-ma megobar-ma ert+man+et-s rom ga-gv-(Ø-)a-cn-o,when my friend introduced us to each other..,My friend introduced us to each other.,detailed,65.48907866815301,85.03653919334023,78.53703279064436
Georgian,25,kmar-ma pul-i mo-(Ø-)m-c-a,‘(my) husband gave me (the) money’,My husband gave me the money.,detailed,14.834636222628122,54.56490505039182,44.44444444444444
Georgian,26,dia+saxl+is-ma katam-i da-k'l-a da gv-a-č'am-a,the housewife killed the chicken (sc. by slitting its throat) and fed it to us,The housewife killed the chicken and fed us.,detailed,14.03153115483935,50.916749320971576,50.32127644213414
Georgian,27,kmar-i pul-s (Ø-)m-a-jl-ev-s,‘(my) husband gives me (the) money’,The husband gives me money.,detailed,13.13084334918613,54.781024978520435,39.12280701754387
Georgian,28,"še k'arg-o k'ac-o, šena","you good man, you","Hey, good man—you!",detailed,12.70331870386537,46.108819864368094,20.000000000000004
Georgian,29,šen-i p'ur-i adam+ian-s ar (Ø-)e-č'm-eb-a,a human being cannot eat your bread,A person cannot eat your bread.,detailed,41.11336169005198,60.84398024074235,73.61111111111111
Georgian,30,"(Ø-Ø-)i-c-i m+cn+eba-n-i: ar (Ø-)i-mušr-o, k'ac-i ar mo-(Ø-Ø-)k'l-a, ar mo-(Ø-Ø-)i-p'ar-o, ar (Ø-)i-q'-o cru-mo+c'm+e, nu mo-(Ø-Ø-)a-t'q'u-eb, p'at'iv-i (Ø-Ø-Ø-)e-c-i šen-s mama-s da deda-s.","You know the commandments: do not commit adultery, do not kIII, do not steal, do not bear false witness, do not lie, honour your father and mother.»",You know the commandments: Do not commit adultery; do not kill; do not steal; do not bear false witness; do not defraud; honor your father and your mother.,detailed,33.217744307537465,71.89843312873697,75.71428571428574
Georgian,31,m+š+ob+el-s (Ø-)u-q'var-s šv+il-i / šv+il-eb-i,The parent loves the child/children,The parent loves the child/children.,detailed,84.08964152537145,99.30072097566158,97.64705882352942
Georgian,32,"i+ma-s ver v-(Ø-)i-t'q'v-i, rom šuxart-i srul+i+ad ga-rk'v-e-ul-i-q'-o-s xan-is p'repiks-eb-ad xmar+eb-is sa+k'itx-Si",I shan't be able to say that Schuchardt gained a complete understanding of the question of the use as prefixes of xan (or hae),I couldn’t tell him that Šuxarti is completely well defined/clarified in the matter of using the prefix xan-.,detailed,2.140302754465299,24.05403159435711,18.939393939393938
Georgian,33,"an+da, o+d+it+gan k'omp'as-s ra-d (Ø-)a-kv-s isar-i or-i?",Or why does a compass have two arrows to begin with?,"Or else, why does a compass have two arrows?",detailed,55.487266051115746,68.56631019113011,74.2296918767507
Georgian,34,axal+ga+zrč+oba-ši garda-i-cval-a. a+s+e rom imed-i ver gan-(Ø-)gv-i-xorc+iel-a,He died in youth. And so (The result was that) he could not realise our hopes,"He died in his youth, so our hope could not be fulfilled.",detailed,10.772510850958163,37.39366842377514,44.78378378378379
Georgian,35,"tu e+s varaud-i mart+eb+ul-i ag-mo-čn-d-eb-od-a, u+nd+a ga-rk'v-e-ul-i-q'+o","If this supposition had proved correct, it would have had to have been explained...","If this assumption turned out to be correct, it would have to be clarified.",detailed,24.744772958964134,41.291177759153726,46.875
Georgian,36,m+gza+v+r-eb-ma pex-s/nabij-s a-(?Ø-Ø-)u-čkar-es,the travellers quickened their pace/step.,The travellers quickened their pace.,detailed,38.49815007763549,82.50661249596519,80.66666666666667
Georgian,38,sa + na + m(de),"while, until, before",until,detailed,1.8315638888734187,21.653177338375105,10.869565217391305
Georgian,39,kal-i mi-m-i-xvd-a mizan-s,the woman realised my aim = what I was aiming for,The woman hit the target for me.,detailed,4.995138898472386,21.38835622669173,29.49766355140187
Georgian,40,sa + it-k'ena-c,whither,and where to as well?,detailed,0.0,17.912848934270293,0.0
Georgian,41,mze u+pr+o da u+pr+o (?Ø-)a-cx+un-eb-d-a,the sun was getting hotter and hotter.,The sun was getting hotter and hotter.,detailed,84.08964152537145,96.59874201297542,99.90234375
Georgian,42,"ert-i, abesa+je, ert-i, or-pr-ad áe-geb-il-i or-i bolo-ti, ga-sa-g-eb-i-a?","«One, Abesadze, one, with two ends coloured differently, understand?»","Just one thing, Abesadze—one: is it understandable, those two tips opened wide like that?",detailed,3.211547431691929,33.88775288227821,18.51851851851852
Georgian,43,kart+v+el-eb-s p'at'iv-it mo-(Ø-Ø-Oe-p'q'ar-i-t da brj+ol-is dro-s gverd-it (Ø-Ø-)i-q'+ol+i-e-t,treat the GEORGI ANs with respect and in time of battle make sure to have them by your side,"Respect the Georgians, embrace them, and stand by their side in time of battle.",detailed,15.588629020848652,39.77782132753808,44.06914893617021
Georgian,44,a+k q'vela-s mo-e-svl-eb-a,everyone can come here,Everyone will come here.,detailed,21.3643503198117,57.708627885206845,62.33062330623306
Georgian,45,sardin-eb-i kila-ši (?Ø-)t'en-i-a,‘the sardines are crammed/stuffed in the tin’,The sardines are in the can.,"**Translating Georgian phrases**

I need to translate some Georgian phrases. For ""sardin-eb-i,"" I'm guessing it means ""sardines"" in the plural nominative case. For ""kila-ši,"" it seems to mean ""in a kilo."" The verb ""t'en-i-a"" might derive from ""t'en-"" and could relate to ""put"" or ""lie,"" suggesting something like ""is in it."" It seems ""t'enia"" relates to being contained. So, ""sardines are packed in a kilo"" could be a reasonable interpretation!
**Clarifying Georgian verb usage**

I'm exploring the verb ""t'ena,"" which means ""to lie."" In some Caucasian languages, ""t'enia"" could indicate ""are lying."" For instance, the phrase ""sardinebi kilashi t'enia"" might translate to ""sardines are in the kilo,"" suggesting a weight context. It could imply there’s a kilo of sardines. The ending ""-a"" points to a third singular subject, but Georgian verbs can be tricky with their agreement. So, the translation likely is, ""The sardines are in the kilo.""
**Interpreting verb meanings in Georgian**

I’m considering the translation of ""kilashi t'enia."" It might mean ""the sardines are put in the kilo container."" Alternatively, it could imply they weigh a kilo. I realize Georgian uses ""-ši"" for “per,” like ""kilashi 5 lari"" meaning ""5 lari per kilo."" However, ""kilashi t'enia"" doesn't quite fit that context. 

I could say that maybe ""sardin-ebi kilashi t'eni-a"" means ""sardines are sold by the kilo."" My best guess ending up being ""The sardines are packed in a kilo.""
**Analyzing the term ""kila""**

I’m trying to interpret ""kila-ši"" correctly. Initially, I thought it could mean ""in the kilo (can)."" But ""kila"" might also refer to a ""bag"" or ""sack."" If that’s the case, then the phrase ""sardin-ebi kila-shi t'enia"" could translate to ""the sardines are in the bag,"" which feels unlikely. 

Then again, ""kila"" might indeed mean ""tin"" or ""can"" since sardines are often packaged that way. I may need to check ""k'ila"" for clarification on its meaning.
**Finalizing the translation**

I’m considering that if ""kila"" means ""tin"" or ""can,"" then the translation would be, ""The sardines are in the can."" However, I'm leaning towards ""The sardines are in the kilo (package)."" I know ""k'ila"" might mean ""box,"" which complicates things slightly, but I’m sticking with the most straightforward option. 

Ultimately, I should only provide the translation line. So here it is: ""The sardines are in the can.""",13.958734303905356,40.49487694970638,66.91919191919192
Georgian,46,u+pr+o+s-ma vikt'or-s or-i me+brj+ol-i ga-to-Ø-)a-q'+ol-a mt'r-is banak'-i u+nd+a da-(Ø-)e-zver-a-t,the chief sent two warriors along with Victor ... they had to spy on the enemy-camp,The chief assigned Victor two fighters to attack the enemy camp.,detailed,3.2147075336182143,31.617806864965175,27.332621082621085
Georgian,47,"še+čven+eb+ul-i v-i-q'v-e, tu v-t'q'u-od-e, tu ro+di+s+me bavšv-i h-q'+ol-od-e-s, da tu ro+di+s+me (Ø-)e-q'+ol-o-s ert-i","May I be cursed if it transpires that I am lying, if it transpires that she has ever had a child, and if it transpires that she ever does have one!","I was accustomed to it, whether I said anything or not, whether the child ever had one, and whether there ever was one.","**Clarifying thoughts**

I’m aiming to make my thoughts clearer. Originally, I said, “I was used to it, whether I spoke or not, whether someday the child would have it and whether someday there would be one.” Now, I’m rephrasing it to, “I was accustomed to it, whether I said anything or not, whether the child ever had one, and whether there ever was one.” This should help convey my point more effectively. Let’s get this right!",3.900463490678518,22.141926225253737,23.986796714069435
Georgian,48,i+gi dambač-it xel-ši,he is standing in front of me with a pistol in his hand!,"He, with a club in his hand.","**Considering sentence structure**

I'm noticing that the sentence is missing a verb. The phrase ""he [with] club in hand"" seems to imply ""he with a club in his hand."" I can mark down the translation as ""He, with a club in his hand."" I'll make sure to keep the translation concise and clear. It’s all about getting it right!",12.803985008261375,24.73111782827529,41.66666666666667
Georgian,49,ra+t'om ar ča-(Ø-?Ø-)e-c'er-eb-i p'olicia-i?,why won't you register at the police-station?,Why didn’t you report it to the police?,detailed,6.27465531099474,34.76812240948541,21.739130434782606
Georgian,50,sxva-s ra+t'om (Ø-Ø-)a-xv-ev-s tav-ze tav+is neba-s?,why does X impose on others his own will?,Why does he impose his own will on someone else?,detailed,17.242221289766626,50.93721188845712,69.53898514851487
Georgian,51,axal+ga+zrd-eb-i ert+man+et-s/ert+i+me+or+e-s (Ø-)u-q'ur-eb-en,the young people look at each other,The young people are looking at each other.,detailed,22.31618068926664,75.67426932432632,96.08843537414967
Georgian,52,st'umar-ze zrun+v+a cicino-s da-(Ø-Ø-)a-val-a,X charged Tsitsino with caring for the guest,He entrusted Cicino with looking after the guest.,detailed,10.552670315936318,38.10948436672905,31.550068587105628
Georgian,53,"i+s mukta+xora m+gza+vr-ob-s xolme i+s+e, rom bilet-s ar (Ø-)q'id+ul-ob-s",That parasite usually travels without buying a ticket,"He usually travels for free, in the sense that he doesn’t buy a ticket.",detailed,6.917184228205474,45.88276903681376,62.5
Georgian,54,ert urem-s (?Ø-)g-e-vač'r-eb-i,I am bargaining with you over the price of one wagon,He sells you one cart.,detailed,4.194930905450255,10.50779468628093,9.523809523809526
Georgian,55,"sul ert-i-a Sen ra g-i-nd-a, i+gi tav-isa-s mainc (Ø-)i-zam-s","It's all the same what you want, X will still do his/her/its own thing",It’s all the same what you want—he’ll do what he wants anyway.,detailed,19.077334520603383,45.270366684039594,39.20807453416149
Georgian,56,sabč'o-ta k'avšir-i,The Soviet Union,the Soviet Union,detailed,55.03212081491043,91.10491360491362,98.14814814814815
Georgian,57,čfern-it bevr-i u+si+amo+vn+eba gada-g-xd-a,because of me many unpleasant things have befallen you,You had a lot of unpleasantness because of ink.,detailed,8.392229812593097,39.366333477683426,40.87912087912088
Georgian,58,še+xvedr+a pre-d da-m+tav+r-d-a,The meeting ended in a draw,The meeting ended early.,"**Analyzing Georgian morphemes**

I need to translate the Georgian morpheme ""še+xvedr+a,"" which seems to relate to ""meeting"" from the verb ""shekhvedra."" The addition of +a could indicate an aorist tense. It looks like ""she-xvdr-a"" means ""met"" in the third person singular. Then ""pre-d"" likely means ""before,"" perhaps from a Russian loan. As for ""da-m+tav+r-d-a,"" this could translate to ""it finished for me."" 

So, I might conclude with ""It ended before the meeting,"" or interpret it as ""I finished it.""
**Clarifying Georgian verbs**

In Georgian, ""damtavrda"" is the third person singular aorist of ""damtavreba,"" meaning ""to finish."" The ""m-"" version marker indicates a first-person object, suggesting I might interpret it as ""it ended for me"" or ""I finished it,"" but the real subject is likely third-person. I notice there's no explicit object noun present, which complicates the interpretation.

So, I could end up with ""He completed it for me before the meeting."" Or, if I think about ""šexvedra"" as a noun, together with ""pre-d,"" it might give, ""The meeting ended earlier.""
**Translating Georgian structures**

To say ""before the meeting ended,"" I think I'd need to use the genitive case. So a possible sentence could be ""The meeting ended early."" But maybe it should be, ""The meeting ended before it was supposed to."" 

If I consider ""še-xvdr-a,"" it seems like it's a verb in the third person singular aorist. ""Pred"" likely means ""before."" I wonder if ""pre-d"" could function adverbially? It could mean ""previously"" or ""in front,"" and in Georgian, ""c'inad"" means ""beforehand."" I’m pondering if ""pred"" relates to ""pre-"" meaning ""previous.""
**Exploring Georgian verb structures**

I think ""pre-d"" likely means ""before"" with an adverbial suffix. So, a phrase like ""šexvedra pred damtavrda"" could suggest ""The meeting ended earlier."" Maybe it's clearer as ""The meeting ended before its time"" or simply ""The meeting ended early.""

However, the ""m-"" might indicate something different. It could imply it ended for me or even suggest an intransitive ""I finished."" In Georgian, there are various version markers, and it dawns on me that ""m-"" is a prefix indicating a first-person object rather than a subjective marker.",32.55563013321615,66.0164480030353,49.90583804143125
Georgian,59,"ai e + s k'ac-i-a, rom (Ø-)g-e-ubn-eb-od-i","look/lo, this is the man I was telling you about!",Here is the man I was telling you about.,detailed,50.93330917854971,68.17441870402277,67.73040254237289
Georgian,60,e+s beč'ed-i v-(Ø-)i-q'id-e at-as girvank-ad,"I bought this ring for 1,000 pounds",I bought this ring for a thousand grivnas.,detailed,44.63236137853328,59.690648994883055,69.16666666666667
Georgian,61,ra bral-i mi-g-i-)gv-i-t kal-is si+k'vd+il-ši?,what fault lies with you(Pl) in the death of the woman?,What blame have you brought upon us in the woman’s death?,detailed,6.6327293121571955,30.31196157836516,42.36577181208054
Georgian,62,gverd-it m+q'+op-s ga-mo-(Ø-)e-lap'arak'-eb-a,you will start a conversation with someone at his side,I have something to say.,detailed,0.0,11.841693833630575,0.0
Georgian,65,elč-tan c'ar-m-a-dg-in-a. me čem-i mxr-iv iulius-i c'ar-v-(Ø-Ø-)u-dg-in-e k'lark'-k'er-s,"X prešented me to the ambassador. I, for my part, introduced Julius to Clark-Kerr","He introduced him to the ambassador. For my part, I introduced Julius to Clark Kerr.",detailed,25.448050157066202,66.21359119189194,67.63726445743991
Georgian,66,c'ign-i da-v-(Ø-)c'er-e,‘I wrote the/a book’,I wrote the book.,detailed,17.491650626361256,56.81466425669451,43.31450094161958
Georgian,68,gogo p'ir-ze xel-s da-i-par-eb-s,the girl will place her hand as covering over her face/mouth,The girl covers her face with her hand.,detailed,9.142443536148708,36.145236984200764,39.480452674897116
Georgian,69,še+cd+om+a da-v-(Ø-?Ø-)u-šv-i,I make a mistake,I made a mistake.,detailed,23.643540225079395,67.7118104450484,96.79878048780488
Georgian,71,q'ana mo-i-xn-a,the field was ploughed,The field opened up.,"**Translating Georgian Sentence**

It looks like I need to translate the Georgian sentence ""q'ana mo-i-xn-a."" It likely translates to ""the field opened,"" but I should analyze the morphology first. The root ""ixna"" means ""opened,"" while ""moixna"" can also imply ""opened"" or ""was opened."" Upon further reflection, ""q'ana"" might mean ""wound"" or ""sore,"" but I’m not entirely sure. So, is it possible that ""the wound opened up""? There's a lot to unpack here!
**Analyzing ""q'ana"" Meaning**

I’m exploring the word ""q'ana"" and considering various meanings like ""peel"" or ""scab."" In Georgian, it might relate to ""flower,"" but I'm pretty sure it’s referring to ""field"" or ""crop field."" I wonder if this sentence implies an intransitive verb, possibly meaning something like ""the door opened,"" but ""door"" translates to ""kari."" 

Could ""q'ana"" mean ""lid"" or ""pot""? Nope, not that. It seems the phrase ""the field opened up"" is unlikely to be correct, though I ponder if it could represent ""mouth"" or even ""pocket."" 

Given the verb ""moixna"" might suggest ""cleared up,"" considering ""the sky cleared"" sparks some correlation. Overall, I’m landing on the literal translation of ""the field opened up,"" though I’m still not completely settled.",10.682175159905853,32.55156998636285,45.731707317073166
Georgian,73,mo+gza+ur-is-tvis (Ø-)a-kv-s m+nišvn+el+oba.,«As far as the traveller is concerned it does.»,It is important for the traveler.,detailed,4.880869806051147,26.966067915940624,32.34782608695652
Georgian,76,"keto-s mama mo-(Ø-)u-k'vd-a, da da-rč-a ded+i+na+cv+1-is a+na+bar+a","Keto's father died, and she was left abandoned to/in the hands of (her) step-mother","Keto’s father died, and she was left in her stepmother’s care.","**Translating Georgian Sentence**

I’m working on translating a Georgian sentence and need to parse it out. “Keto-s mama” seems to mean “Keto’s father” since the -s indicates dative. I think the whole phrase indicates “Keto's father died for her.” 

Then “da da-rč-a” translates to “and remained.” As for “dedi+na+cv+1-is a+na+bar+a,” it looks like it references “orphaned by mother,” or more accurately, “left at the mercy of her stepmother.” The context makes sense now!
**Finalizing Translation**

I’ve figured out that the full translation is: ""Keto's father died, and she was left in her stepmother's care."" Since the subject can be implied and isn't explicitly stated, I think it's still about Keto. The word ""da-rč-a"" means ""remained"" or ""was left,"" which fits well here. But the developer's guidelines say to only provide the translation without reasoning, so I'll stick to just delivering that first line.",31.57061273698903,48.70456576697567,49.34823091247672
Georgian,77,da + bomb + v + a da+bomb+v+a-s ga-(Ø-)a-čn-i-a,bombing depends on the bombing.,It has been bombed.,detailed,8.745825313180632,15.137560126908149,31.779661016949152
Georgian,79,ver-c k'i š(Ø-)e-)l-o-t c'ar-mo-(Ø-)e-dg-in-a-t sadil=vaxšm-is č'+a,nor could they even imagine the eating of lunch and dinner.,You couldn’t even manage to put out lunch and supper.,detailed,8.139165682360764,28.216276615465425,26.084710743801647
Georgian,80,"mo+sc'avl+e-eb-ma (Ø-)i-c-od-nen, rom a+m dge-s mi+g+eb+ul-i nišan-i si+mc'ip-is at'est'at'-ši ča-(Ø-)e-c'er-eb-od-a-t",the pupils knew that the mark received on this day would be recorded for them in the attestation of maturation,The students knew that the mark received that day for good conduct was being entered in the school certificate.,detailed,21.951524426618455,41.03427967226097,59.926035502958584
Georgian,81,gmert-i g-c'am-s,‘you believe in God’,God eats you.,detailed,0.0,14.305246235640334,17.241379310344826
Georgian,82,"jer+jer+ob+it k'i, sa+na+m ji+eb+a (ar) da-m+tav+r-eb-ul-a, k'omisia tav-s (Ø-)i-k'av-eb-s p'ublik'aci-isa-gan","But for the time being, until the investigation is completed, the commission is holding back from publication","For the time being, however, until the investigation has been completed, the commission is refraining from publication.",detailed,41.62467340111202,74.78812842387939,77.38425925925925
Georgian,83,i-c-i ra-s g-e-t'q'v-i a-k'itx-v-in-e m+k'itx+av-s,do you know what I'm going to say to you?... Get the clairvoyant to read the signs!,You know what I told you: I made him read it to me.,detailed,4.337690730330582,23.94713751631943,33.738804163640765
Georgian,84,"ar i-q'+o še+mtxv+ev+it-i i+s+i-c, rom asp'irant'-eb-s (Ø-)e-k'itx-eb-od-a-t sa+gan+g+eb+o k'urs-i",Nor was it accidental that a special course used to be read to postgraduates,It was no accident either that the graduate students were given a special course.,detailed,11.114924776032007,47.2074647550071,40.599218410768565
Georgian,85,romel-ma-c ga-gv-(Ø-)a-cn-o avt'or-eb-s,who introduced us to the authors,Who introduced us to the authors?,detailed,61.47881529512643,95.11839888482646,98.1329690346084
