Lang,Index,Source,Reference,LLM_Translation,ChrF
Basque,60,...ez dut zuei erran beharrik nori eman behar diogun gure boza.,...I need not tell you who we should give our vote to.,...I don’t need to tell you who we should give our vote to.,80.7
Basque,61,punturik gehienak auzi bihur-tu-a-k ditugu,we have made [of] most topics controversial issues ('we have them turned into issues'),We have turned most points into disputes.,20.78
Basque,62,"Giire amona eldii da-nen, amä(g)ana jiin ge(r)a.","When our grandma arrived, we went to our mother.","When our grandmother got old, we went to mother (and father).",56.47
Basque,63,Ez da erraz esaten zer egin duen.,It's not easy to say what he has done.,It’s not easy to say what he/she has done.,84.38
Basque,64,"Abenduko eguna, argitu orduko iluna.","Days of December, darkness as soon as there is light.","A December day: as soon as it gets light, it’s dark again.",41.57
Basque,65,Gothortzearekin batak bertzeari traba eginen dio.,"As they develop, they will hinder each other.","With the tightening, one will hinder the other.",37.73
Basque,66,"Diogu-n ere, gaztelu hurbil-gaitz-ean baino are-ago pasabide-ko lurralde-an mintza-tu-a de-n-ez, beste edozein-ek hainbat harreman iza-n du-ela gure-a-k bi mila urte-otan zehar bederen.","Let us also say that, since it is spoken in a territory that is more a thoroughway than an unapproachable castle, ours [i.e. our language] has had as much contact as any other, at least in the last two thousand years.","We say, too, that since it has been spoken in the land of the pass even more than in the hard-to-reach nearby castle, any other has had as much contact as ours, at least over the course of two thousand years.",47.0
Basque,67,ezin joan ahal izatea,not to be able to go,being unable to go,47.44
Basque,68,Emakumeek hiruna ogi erosi zituzten.,The women bought three loaves of bread apiece.,The women bought three loaves of bread each.,83.4
Basque,69,Etorri handiko bertsolaria da Iturriaga.,Iturriaga is a verse-improviser of great inspiration.,Iturriaga is a highly successful bertsolari.,27.9
Basque,70,"Behin lana amaituz gero, gustatzen zaio lagunekin ardo pare bat hartzea.","After having finished work, she/he likes having a couple of glasses of wine with her/his friends.","Once the work is finished, he/she likes to have a couple of glasses of wine with friends.",57.78
Basque,71,Amodioa zein den zoroa mundu guztiak badaki.,Everybody knows how crazy love is.,Everyone knows how crazy love is.,76.1
Basque,72,haurrek etxean liburuak sarri irakurtze-an/-tik/-agatik...,upon/from/because of children's often reading books at home...,…because/when/from children often reading books at home…,65.96
Basque,73,Hilario d-en gogorr-arekin!,Hilario is so strong!,With Hilario's toughness!,36.23
Basque,74,Kotxe berri bat erosi nahi dut.,I want to buy a new car.,I want to buy a new car.,100.0
Basque,75,Leihoa apurtuta dago.,The window is broken.,The window is broken.,100.0
Basque,76,minutu eta segunduro,every minute and second,every minute and every second,80.06
Basque,77,Oihu(ka) egin dute.,"They screamed, yelled.",They shouted (cried out).,21.47
Basque,78,JONEK esan du GAUR dela merkatu eguna.,JON said that TODAY is market day.,Jone said that today is market day.,58.33
Basque,79,Zu ikustearren etorri dira.,They have come with the purpose of seeing you.,They have come to see you.,39.29
Basque,80,"Ceren basco-ac bai-tira abil, animos eta gentil eta hetan ϊςα-η bai-ta eta bai-ta sciencia guci-etan lettratu handi-rik mira-z nago, iaun-a, nola batere ez-ten assaya-tu bere lengoage proprio-aren fauore-tan heuscara-z cerbait obra egui-te-ra eta scribu-tan imei-te-ra;","Since the Basques are skillful, courageous and genteel, and among them there have been and there are great scholars in all sciences, I am surprised, my lord, how no one has tried, in favor if his own language, to do some work in Basque and to offer it in writing.","For since the Basques are able, spirited and noble, and since among them there are great men learned in all the sciences, I marvel, sir, that they have not at all attempted, in favor of their own proper language, to make some work in Basque and to put it into writing;",50.33
Basque,81,Nik Pello eta Mikeli deitu diet.,I have called Pello and Mikel.,I called Pello and Mikel.,81.22
Basque,82,Lekuederrak daude Bizkaian.,There are beautiful places in Bizkaia.,There are beautiful places in Biscay.,81.81
Basque,83,Ohi bezala dena amaitzeko dagoenean heldu zarete!,"As usual, you have arrived when everything is about to finish.","As usual, you’ve arrived when everything is about to end!",78.2
Basque,84,Lankideek erretzeak buruhauste franko ematen dit.,My workmates' smoking gives me a lot of headaches.,My coworkers smoking gives me a lot of headaches.,76.01
Basque,85,laguntzat dauzkate,they consider them friends,They consider them as help.,62.15
Basque,86,Nork erosi nahi du kotxe hori?,Who wants to buy that car?,Who wants to buy that car?,100.0
Basque,87,Nork ekarri dio nori etxera zer?,Who brought what to whom home?,Who brought what home to whom?,73.51
Basque,88,"Zer uste duzu, ergelak garela ala?","What do you think, that we are stupid or what?","What do you think, that we're idiots or what?",69.97
Basque,89,Elkarren kitzikatzen hari ziren.,They were teasing each other.,They were arousing each other.,75.52
Basque,90,Ikastolaren aitzinean ikusi zintudan.,I saw you in front of the Basque school.,I saw you in front of the ikastola.,61.12
Basque,91,Zu eta biok elkarrekin joango gara.,You and I will go together.,You and I will go together.,100.0
Basque,92,Nolatan ahal dateke hori horrela?,How can be this so?,How can that be like that?,35.0
Basque,93,Garazi irakaslerik onen-a da.,Garazi is the best teacher.,Garazi is the best teacher.,100.0
Basque,94,Zure bila joan dira mendira.,They went to the mountain to look for you.,They went to the mountain to look for you.,100.0
Basque,95,A zan nik euki neban atsegina!,That was the pleasure I had! What a pleasure I had!,"Oh, what a pleasure I had!",42.8
Basque,96,Konpainia ez zagoken buruzagirik gäbe.,The company couldn't stay without a leader.,The company was not without a leader.,62.5
Basque,97,Mikel diru eske etorri zait.,Mikel came up to me asking for money.,Mikel came to me asking for money.,84.41
Basque,98,"Zenbat eta gehiago ikasten dut hortaz, orduan eta interesatuagoa nago.","‘The more I learn about that, the more interested I am.’","The more I learn about it, the more interested I am.",84.12
Basque,99,Elkarren lehian dabiltza.,They are in competition with each other.,They are competing with each other.,67.07
