Lang,Index,Source,Reference,LLM_Translation,ChrF
Korean,28,Ku ka n€y si ccum ey 'na ol'nun ci,Perhaps hc'll be here around tbur o'clock or so.,Whether he comes out around four o’clock.,27.28
Korean,29,ti tpo'l ay,in this village,I’ll see you again.,13.77
Korean,30,Nw0n i onun ci an onun ci molunta,I don't know whether it is snowing or not.,I don't know whether it's coming or not.,74.09
Korean,31,"Nul yok hoki lul hayss,ta",He always made insults.,I always cursed you.,24.18
Korean,32,Ku sllam i kakeyss.ta,I'm afraid he's going.,That person will go.,9.91
Korean,33,silccwuki saylccwuk ha-,be sullen,"“Do it carefully, gently.”",15.96
Korean,34,Sensayng nim kkey se n0 hakeyss.nun ci 'lu swukcey lul ta hoy kass.ta,"Wary of the wrath of the teacher, I went through all my homework.",I went to the teacher and turned in all the homework.,41.7
Korean,35,sengnyang-kaypi scy kay,three matches,"Freshly made coffee, please.",15.18
Korean,36,TOn i minh.ess.ut.nun d lo rnrilla,There may / might have been lots of money.,"The money was already there, so I didn’t know.",22.56
Korean,37,Illusun c0h.unq yenghwa tla to iss.nun ka yo?,Are there any good movies (on/playing)?,"Are there any good movies on Netflix, too?",61.18
Korean,38,path ey,in the field,On the path.,18.77
Korean,39,no ha-,get angry,Let go—,9.1
Korean,40,I ke(s) pr-l,Look at this!,This is it.,11.7
Korean,41,Mdtunq il I crl toye kanta,Everything is going off smoothly.,I’m going to the store tomorrow.,18.04
Korean,42,ku ttig un ny mok ip.nita,That land is my share,That is your neck.,17.82
Korean,43,Ilapsung ila to thako kaca,Let's just take a jitney.,Let’s go ride the Ilapsung too.,13.03
Korean,44,'Hawai kanun tlysin ey i pen hyukn ey nun Kwulupha ey kako siph.ta,"Instead of going to Hawaii this vacation, I want to go to Europe.","Instead of going to Hawaii, I want to go to Europe this vacation.",88.19
Korean,45,Enu sitay enu nala ka ani kuleh.keyss.na man un,"Any country at any period would be much the same, but - .","In what era, in what country—why would it be like that? Only you.",24.93
Korean,46,palp hi-,get trodden on,Step on it—,8.91
Korean,47,cwue la,give!,Give it to me.,22.2
Korean,48,po' to tut' lo mds hanta,can neither see nor hear,"I have to do it again, too.",7.47
Korean,49,Nwu ka kuletun tey ku nun pelsse tte-nass.tt ttula,Somebody told me that he had left already.,"Whoever it was, he had already left by then.",32.01
Korean,50,Yelq-sey sal kkaci sOin ulo chinta,Up to thirteen you are considered to be (you are counted as) a minor.,"Up to fifteen years old, you are considered an adult.",39.29
Korean,51,Itr{nt hanun tiysin cy tut.ki man hasipsio,"Instead of talking, just listen.","Instead of doing this, just listen.",65.37
Korean,52,Yenghwa lul kwfikyeng kanun cek i Cps.ta,We never have the occasion to go see a movie.,I have never been to see a movie.,45.68
Korean,53,"Ku ka kal,nun ci (to nrolunla)",Maybe he will go.,Do you know whether he is going?,10.3
Korean,54,hay ka tot.a,the sun rises,The sun has risen.,41.26
Korean,55,Cam caturr ci yo,Maybe he was asleep.,I’m going to sleep.,23.37
Korean,56,talk koki,chicken meat,Chicken talk,41.65
Korean,57,Tap.pyen haki lul him ul ssess.ta,I tried hard to find the answer.,I put a lot of effort into answering.,25.32
Korean,58,To-taychey tangsin un mue l' halye ko hanun ke yo,Just what on earth do you think you're up to?,What on earth are you trying to do?,35.63
Korean,59,Na nun ney ka an onun cw.ul al.ess.ta,I thought you weren't coming.,I thought you weren't coming.,100.0
Korean,60,Nayit un swuyoil ikeyss.ta,Tomorrow must be Wednesday.,"Tomorrow is Wednesday, I guess.",56.13
Korean,61,Wuli pumo nim un noy sengcek i cdh.ki lul palasey yo,My parents expect me to get good grades.,Our parents want you to get good grades.,59.58
Korean,62,Yo cuum un lalio ka ecci 'nl manh.un ci cip cip mata pota pang mata hana ssik iss.ta ko halq swu iss.ulq cengto 'ci yo,"Lately radios have become so common it has reached the point where you can say that every room has one, rather than every house.","These days, there are so many radios that you could say there’s about one in every room of every house.",37.27
Korean,63,Ney-kkacis kes hanthey cikeyss.nun ya,Never shall I be beaten by a guy like you.,"I’m sick and tired of you, too.",8.56
Korean,64,N:rla ka m6s toye kanta,The nation is on the decline (the way down).,Narla is going to Mos Toye.,8.57
Korean,65,I pang un chwum chwuki cdh.ta,This room is good for dancing.,This room is good for dancing.,100.0
Korean,66,malkkum ha-,be clean,Make it neat and tidy.,11.32
Korean,67,"icey cye'mun ce'k u'lan an'cok mozom sko'cang -nwota 'kn 'cola'm ye n' e'lwu 'pep ul poy'hwozo'Wwo'l i '-ngi ""ta","now while I am young, you see, I will have fun to my heart's content for a while and then when I am grown I can duly learn the Law.","Now, please show me the method you used; I’ll follow it and do it like that.",13.38
Korean,68,na-kaki silh.ta,(I) hate to go out.,I don't like going out.,18.77
Korean,69,iss.ci mds hanta,…,"There is, but I can’t do it.",0.0
Korean,70,I trlut i malk.ci mrjs hata,The water is not (at all) clear.,I don't think I should say it.,7.16
Korean,71,Twu si ccum ey osey yo,Come around two o'clock.,Please come around two o’clock.,70.09
Korean,72,C€msim rn-ek.nuta (ko) nup.ess.ta,Lunch made me late.,I ate lunch and then lay down.,22.74
Korean,73,chayk han kw€n,one book,A book (one volume).,33.4
Korean,74,Kulenq il ila to hasimyen cOh.keyss.ey yo,I wish you'd just do that.,"If it’s that kind of thing, I’d like you to do it, too.",18.16
Korean,75,tAn mek.nunta 'y to cakkwu man kuleni?!,Why do you keep urging me to eat when I tell you I won't?!,I’m eating it—why do you keep doing that?!,32.62
Korean,76,Il.yoil kath.un ttay tOngmul-wen ey ka-polla chimyen snlam i koyngcang hi mnnh.la,"If you visit the zoo of a Sunday, you will find an awful lot of people there.","If you go to the zoo on a day like Sunday, there are a lot of people.",43.07
Korean,77,Na nun mul ul coh.a hanun kkatalk ey nul pata ey kanta,"I always go to the sea, because I am fond of the water.",I always go to the sea because I like water.,62.52
Korean,78,Onul hak.kyo ey oci anh.un kes ul ponni hanun ka pota,"I guess he is ill, for he is not in school today.",I guess you’re asking if I saw that (someone) didn’t come to school today.,38.39
Korean,79,Ne llang celi kako ce ai llang ili ola ko hay la,You go over (there) and tell that boy to come here.,Go with that guy and tell that kid to come here.,47.44
Korean,80,(Ne) i kes corn hay tao,"Do this for me, please.","(Yes,) I’m going to do this.",18.65
Korean,81,Kim sensayng puin ul chac.e ponun cek i tps.na yo?,Don't you ever go see Mrs Kim?,Have you ever looked for Mrs. Kim?,33.56
Korean,82,Top.nunta 'nun i pota chalali panghay 'ta,He is more hindrance than help.,It would be better if you didn’t come; you’re rather a nuisance.,19.45
Korean,83,Yenge ya miil lo seykyey ey se kacang elyewun mal ita,English is really the most difficult language in the world.,English is the most difficult language in the world.,84.08
Korean,84,Hak.kyo ey kanta 'psiko na-scs.ta,He left home claiming that he was going to school.,I took off my shoes to go to school.,23.15
Korean,85,ka ya'keyss.ta,I'll have to go,I should go.,10.19
Korean,86,na-ma to et.ki ka him tul.ess.ess.ta,It was hard to get even this (much).,Even getting the rest was difficult.,19.66
Korean,87,Nrviin i onun tey to chwupci anh.e yo,Despite the snow it is not cold.,It’s not cold even when winter comes.,32.04
Korean,88,o' lo kl' to ulds hnnlu,can neither come nor go,I will go there and come back soon.,25.78
Korean,89,Kongwen ey sanqpo kanun cek i iss.ta,We (do) sometimes go to the park for a walk.,I have been to the park for a walk.,51.51
Korean,90,Myech salam ina kanun ci isey yo?,Do you know how many people are going?,How many people are going?,69.17
Korean,91,Kkoch un kheni wa iph to mirs pokeyss.ta,"We won't see a leaf, much less a blossom!",The flowers will bloom and the leaves will sprout too.,15.2
Korean,92,Mly.l m:rlh.un pa chayk.im ul kakca ka motir rrilnsrvu haca,Let each one of us fulfill every responsibility we have undertaken.,Let’s each take responsibility for what we have to do.,39.13
Korean,93,Kalun ci an katun ci nay inun chey an hanta,I don't care whether he goes (went) or not.,"Whether it’s the same or not, I pretend I don’t know.",30.07
Korean,94,M:rs i 'ss.nun tey yo!,How tasty it is!,"There is a horse, you know!",11.42
Korean,95,Iss.nun ci eps.nun ci tuikeyss.sup.nikka,Do you know whether there are any (or not)?,Do you know whether it exists or not?,51.82
Korean,96,Ku salam un t0n i iss.nun ko lo caki ka hako siph.unq il un mues ina ta halq swu iss.sup.nita,He has got money so he can do anything he wants to.,"That person has money, so he can do whatever he wants to do.",45.2
Korean,97,An mek.ullangki yo?,You're not going to eat them?,Aren’t you going to eat?,43.86
Korean,98,paywuki swipta,It's easy to learn.,I want to learn.,44.85
Korean,99,Ttek khenyeng plp to 0ps.tula,"Cake? - why, we didn't even have rice!","Not even a bite, let alone a rice cake.",20.53
