Lang,Index,Source,Reference,LLM_Translation,ChrF
Igbo,58,A nà-èji ūchu àga n’ihu,People use hard work to progress.,We keep moving forward with determination.,14.76
Igbo,59,Chumo onye me re ihe a?,I wonder who did this?,Did you see who did this?,55.63
Igbo,60,"Kà o sìrì kwù, kà o sìrì me.","The way he said, it is the way it happened","As he said it, so he did it.",19.83
Igbo,61,ihīri isi,to lay the head against,To shave the head,30.94
Igbo,62,akwaÛ èdò,yellow cloth,cloth of peace,28.77
Igbo,63,Ò bù gī niì dì ife à.,Is this the same old you?,It is you who owns this thing.,31.3
Igbo,64,Òkeèke jèrè Kanò,Okeke went to Kano.,Okeeke went to Kano.,89.11
Igbo,65,Òlee ebe o nò ?,Where is she?,Where is it?,53.67
Igbo,66,O tòsìrì nà o laàla ùgbu à,"It is expected that he has left, by now.",He insisted that he had gone now.,38.38
Igbo,67,O gà-adàpu ìte à,It will cause this pot to leak.,He will drop this pot.,30.32
Igbo,68,"Ì chò rò egwu, kà ò bù m gba, kà ò bù ò gù ?",Do you want play or a wrestle or a fight?,"Do you want music—should I play it, or should I sing it?",31.28
Igbo,69,O ka àbi̠a ǹnyàa,He should have come yesterday.,He is still coming now.,11.02
Igbo,70,O` gà nrī ya,He will certainly eat it.,He will eat it.,40.26
Igbo,71,"Ànọ nà ìse, hà pùtàrà òle?",How many do four and five add up to?,"Four and five, how much do they make?",37.58
Igbo,72,Ūzò ghèrè ònu,The door is open.,The road is blocked.,18.78
Igbo,73,Nwaànyì ahù lùrù nwoke naàbò.,That woman married two men.,That woman married a man who is a boxer.,64.35
Igbo,74,Ò di`bèghì` mmaÛ,It is not yet good.,It is not good.,63.25
Igbo,75,Agà mÙ nri nrī,I will certainly eat the food.,I will eat food.,28.17
Igbo,76,"Ò tutu tu u m u okorob i à enwe ghi nwaànyì ùgbu à, n’ihi ego",Many young men have no wives now because of money.,"These days, young men don’t have girlfriends because of money.",51.53
Igbo,77,Ihe gī ama si ghi Ada; ò bù kwà ya?,Ada does not love you; is it correct?,What I know is that it isn’t Ada; is it her cloth?,19.36
Igbo,78,Ndi à kò kù ǹkè m,These are also mine.,These people are not mine.,40.95
Igbo,79,(N ke à bù ) ònye?,Who (is this)?,Who is it?,18.62
Igbo,80,O gòrò nrī,He bought food.,He ate.,7.32
Igbo,81,izu n’ohia,to take without permission,A week in the bush,8.69
Igbo,82,Àtô̄ dì̄ mma,Three are good.,Three is good.,44.17
Igbo,83,Ó mo` Èkó.,He knows Lagos.,He knows Lagos.,100.0
Igbo,84,efere ntà,"a small-sized type of plate/dish (e.g., a salad plate or saucer)",small plate,11.41
Igbo,85,ọ bụlà,whatever it is,any,3.27
Igbo,86,Wà à(ni`)kwadosigea?,Are they now fully prepared?,Are you supporting it?,11.76
Igbo,87,uri/akwu`kwo` mmu`o`,different indigenous writing systems,Spirit writing / spiritual scripture,20.18
Igbo,88,Adâ nò̄ n’ù̄lò̄,Ada is at home.,Ada is at home.,100.0
Igbo,89,"Nù̄lū onu anyī̄ o Chuukwù nù̄ù̄lū onu anyī̄ o Nù̄lū onu ànyī o Chukwù nù̄lū onu anyī̄ o, Ò̄ nwerō mʌ̀gbè ike mmàdù̄ gà-àkalī ike Chukwu Ō nwèrò̄ mgbe ike mmàdū gà-àkalī ike Chukwu Nnà nù̄lū o, onye kèle ūwà nù̄lū onu anyī̄ o Nnà nù̄lū o, onye kèle ù̄wà nù̄lū onu anyī̄ o","Hear our voices o God, hear our voices (twice) Man’s strength can never be greater than that of God (twice) Father, hear, us. The Creator of the world hear our voices (twice).","May the name of our God be praised; may the name of our God be praised; there is no time when the strength of man will surpass the strength of God. Father, be praised, creator of the world; Father, be praised, creator of the world.",31.29
Igbo,90,Oso ndù nà-àgwu ike.,The race for life is tiring.,The race of life is exhausting.,48.6
Igbo,91,O jì ihe à na-èhiri isī,He uses this for laying his head on.,He used something to cover his head.,34.8
Igbo,92,O gà-azà u̠lo à,He will sweep this house.,He will sweep the house.,75.41
Igbo,93,m/mū nà ha,I and they,I/We are with them.,14.76
Igbo,94,gī nà ha,you and she/he,Go with them.,7.19
Igbo,95,Nnukwu mmiri gà-ezò n’àbàlị.,"Heavy rain will fall, at night.",Heavy rain will fall at night.,85.22
Igbo,96,wâ sì/kwù,An unidentified person has said (Anioma dialect)…,He/she said/spoke.,8.06
Igbo,97,ūnoꜜ īse,the fifth house,Five houses,25.6
Igbo,98,"Àda nà Uzo, hà jèrè ahīa?",Did Ada and Uzo go to market?,Did Ada and Uzo go to the market?,84.55
Igbo,99,O jì azà u̠yo à,He usually sweeps this house.,He used this broom.,18.74
