Lang,Index,Source,Reference,LLM_Translation,ChrF
Georgian,12,si-garib-e-s mi-g-a-<5v-ev,I shall make you accustomed to poverty,Poverty will reach me.,18.96
Georgian,13,m+sur+v+el-eb-ši moxuc-n-i-c k'i mravl+ad ga-mo-čn-d-a,among those shewing willing there appeared even old folk,"Even among the elderly, many were found in the desires.",26.88
Georgian,14,gana ra ča-v-(Ø-)i-d-in-e i+s+e+t-i?,What on earth did I do of such a kind?!,So what kind of thing did you make me put in?,20.3
Georgian,15,cot'a gvino (Ø-)gv-a-m+q'+op-in-a junc'-ma,the selfish one judged a little wine to be enough for us,Junc’ gave us a little wine.,25.04
Georgian,16,kal-s lamaz-i surat-i (Ø-)u-k'id-i-a k'edel-ze,‘the woman has a pretty picture hanging on the wall’,The woman has hung a beautiful picture on the wall.,48.96
Georgian,17,kal-s gul-i c'a-u-vid-a,the woman fainted,The woman's heart sank.,36.41
Georgian,18,s-t'ir-i-an k'onpederaci-is da+šl+a-s,they mourn/weep over the break-up of the confederation,They are dismantling the confederation.,36.86
Georgian,19,k'rit'ik'-is u+k+on+1+oba čven-i lit'erat'ur-is u+šina+a+r+s+oba-s ar u+nd+a da-(Ø-)bral-d-e-s,the lack of criticism must not be blamed on the lack of content in our literature,The lack of criticism should not be blamed on the lack of content in our literature.,87.78
Georgian,20,ert+xel ber-eb-ma rust(a)vel-is c'ign-is c'a+rtm+ev+a mo-(0-)m-i'-nd+om-es,the monks once conceived a desire to snatch away from me Rust(a)veli's book,Once the monks asked me to translate Rustaveli’s book.,28.58
Georgian,21,delegat'-eb-i si+am+ovn+eb-it (Ø-)p'asux-ob-en q'ovel+gvar t'q'u+il-sa da mo+čven+eb+it še+k'itx+v-eb-s,the delegates provide answers with pleasure to every kind of lie and specious question,The delegates answer every kind of lie and question with pleasure and with a demonstration.,61.36
Georgian,22,sa-c'er-i mankana,typewriter (lit. machine for writing),A typewriter,28.47
Georgian,23,"mo-xar-ul-i v-a+r, rom še-mo-(Ø-?Ø-)i-a+r-e čem-tan",I am delighted that you have popped in at my place.,I am happy that you came to me.,22.45
Georgian,24,čem-ma megobar-ma ert+man+et-s rom ga-gv-(Ø-)a-cn-o,when my friend introduced us to each other..,My friend introduced us to each other.,85.04
Georgian,25,kmar-ma pul-i mo-(Ø-)m-c-a,‘(my) husband gave me (the) money’,The husband gave me the money.,53.55
Georgian,26,dia+saxl+is-ma katam-i da-k'l-a da gv-a-č'am-a,the housewife killed the chicken (sc. by slitting its throat) and fed it to us,The housewife killed the chicken and fed it to us.,59.91
Georgian,27,kmar-i pul-s (Ø-)m-a-jl-ev-s,‘(my) husband gives me (the) money’,The husband is lending money.,29.73
Georgian,28,"še k'arg-o k'ac-o, šena","you good man, you","Hey, you good man, you!",91.88
Georgian,29,šen-i p'ur-i adam+ian-s ar (Ø-)e-č'm-eb-a,a human being cannot eat your bread,Your bread is not eaten by a person.,37.89
Georgian,30,"(Ø-Ø-)i-c-i m+cn+eba-n-i: ar (Ø-)i-mušr-o, k'ac-i ar mo-(Ø-Ø-)k'l-a, ar mo-(Ø-Ø-)i-p'ar-o, ar (Ø-)i-q'-o cru-mo+c'm+e, nu mo-(Ø-Ø-)a-t'q'u-eb, p'at'iv-i (Ø-Ø-Ø-)e-c-i šen-s mama-s da deda-s.","You know the commandments: do not commit adultery, do not kIII, do not steal, do not bear false witness, do not lie, honour your father and mother.»","You know the commandments: Do not commit adultery, do not kill, do not steal, do not bear false witness, do not defraud, honor your father and mother.",84.42
Georgian,31,m+š+ob+el-s (Ø-)u-q'var-s šv+il-i / šv+il-eb-i,The parent loves the child/children,The parent loves the child / the children.,88.36
Georgian,32,"i+ma-s ver v-(Ø-)i-t'q'v-i, rom šuxart-i srul+i+ad ga-rk'v-e-ul-i-q'-o-s xan-is p'repiks-eb-ad xmar+eb-is sa+k'itx-Si",I shan't be able to say that Schuchardt gained a complete understanding of the question of the use as prefixes of xan (or hae),I couldn’t tell him/her that Shukharti had been completely clarified in the matter of using the prefix “xan-” as a preverb.,25.98
Georgian,33,"an+da, o+d+it+gan k'omp'as-s ra-d (Ø-)a-kv-s isar-i or-i?",Or why does a compass have two arrows to begin with?,"Or, which of the two compasses has two arrows?",39.57
Georgian,34,axal+ga+zrč+oba-ši garda-i-cval-a. a+s+e rom imed-i ver gan-(Ø-)gv-i-xorc+iel-a,He died in youth. And so (The result was that) he could not realise our hopes,He died in his youth. So that we couldn’t fulfill the hope.,34.38
Georgian,35,"tu e+s varaud-i mart+eb+ul-i ag-mo-čn-d-eb-od-a, u+nd+a ga-rk'v-e-ul-i-q'+o","If this supposition had proved correct, it would have had to have been explained...","If this assumption turned out to be correct, it had to be clarified.",31.68
Georgian,36,m+gza+v+r-eb-ma pex-s/nabij-s a-(?Ø-Ø-)u-čkar-es,the travellers quickened their pace/step.,The travelers quickened their steps.,67.09
Georgian,37,"tav-s (Ø-)i-kn-ev-s jagl-ik'a, uar-s (Ø-)a-cxad-eb-s","‘the little dog shakes its head, it indicates its refusal’","A wolf recognizes itself, but it refuses.",18.41
Georgian,38,sa + na + m(de),"while, until, before",until,21.65
Georgian,39,kal-i mi-m-i-xvd-a mizan-s,the woman realised my aim = what I was aiming for,The woman met me at the target.,20.1
Georgian,40,sa + it-k'ena-c,whither,and he/she/it also used it,12.04
Georgian,41,mze u+pr+o da u+pr+o (?Ø-)a-cx+un-eb-d-a,the sun was getting hotter and hotter.,The sun was shining more and more.,29.7
Georgian,42,"ert-i, abesa+je, ert-i, or-pr-ad áe-geb-il-i or-i bolo-ti, ga-sa-g-eb-i-a?","«One, Abesadze, one, with two ends coloured differently, understand?»","One, Abesa, one, two times taken two ends—understandable?",40.95
Georgian,43,kart+v+el-eb-s p'at'iv-it mo-(Ø-Ø-Oe-p'q'ar-i-t da brj+ol-is dro-s gverd-it (Ø-Ø-)i-q'+ol+i-e-t,treat the GEORGI ANs with respect and in time of battle make sure to have them by your side,Treat the Georgians with respect and stand by them in times of struggle.,39.84
Georgian,44,a+k q'vela-s mo-e-svl-eb-a,everyone can come here,Everyone will come here.,57.71
Georgian,45,sardin-eb-i kila-ši (?Ø-)t'en-i-a,‘the sardines are crammed/stuffed in the tin’,The sardines are in the kilo (by the kilogram).,40.04
Georgian,46,u+pr+o+s-ma vikt'or-s or-i me+brj+ol-i ga-to-Ø-)a-q'+ol-a mt'r-is banak'-i u+nd+a da-(Ø-)e-zver-a-t,the chief sent two warriors along with Victor ... they had to spy on the enemy-camp,The elder made Victor lead two fighters to attack the enemy camp.,26.32
Georgian,47,"še+čven+eb+ul-i v-i-q'v-e, tu v-t'q'u-od-e, tu ro+di+s+me bavšv-i h-q'+ol-od-e-s, da tu ro+di+s+me (Ø-)e-q'+ol-o-s ert-i","May I be cursed if it transpires that I am lying, if it transpires that she has ever had a child, and if it transpires that she ever does have one!","I was used to it, whether I said it or not, whether at some time a child would have it, and whether at some time one would have it.",20.41
Georgian,48,i+gi dambač-it xel-ši,he is standing in front of me with a pistol in his hand!,He held a pistol in his hand.,38.17
Georgian,49,ra+t'om ar ča-(Ø-?Ø-)e-c'er-eb-i p'olicia-i?,why won't you register at the police-station?,Why didn’t the police write it down?,29.08
Georgian,50,sxva-s ra+t'om (Ø-Ø-)a-xv-ev-s tav-ze tav+is neba-s?,why does X impose on others his own will?,Why does he impose his own will on others?,65.12
Georgian,51,axal+ga+zrd-eb-i ert+man+et-s/ert+i+me+or+e-s (Ø-)u-q'ur-eb-en,the young people look at each other,The young people look at each other.,95.49
Georgian,52,st'umar-ze zrun+v+a cicino-s da-(Ø-Ø-)a-val-a,X charged Tsitsino with caring for the guest,Cicino took care of the guest.,25.69
Georgian,53,"i+s mukta+xora m+gza+vr-ob-s xolme i+s+e, rom bilet-s ar (Ø-)q'id+ul-ob-s",That parasite usually travels without buying a ticket,"He usually travels for free, so he doesn’t buy a ticket.",44.35
Georgian,54,ert urem-s (?Ø-)g-e-vač'r-eb-i,I am bargaining with you over the price of one wagon,One merchant (to/for) a donkey.,10.3
Georgian,55,"sul ert-i-a Sen ra g-i-nd-a, i+gi tav-isa-s mainc (Ø-)i-zam-s","It's all the same what you want, X will still do his/her/its own thing","It’s all the same: whatever you want, he’ll still do his own thing anyway.",59.18
Georgian,56,sabč'o-ta k'avšir-i,The Soviet Union,the Soviet Union,91.1
Georgian,57,čfern-it bevr-i u+si+amo+vn+eba gada-g-xd-a,because of me many unpleasant things have befallen you,"With Čfern, a lot of unpleasantness happened to you.",29.07
Georgian,58,še+xvedr+a pre-d da-m+tav+r-d-a,The meeting ended in a draw,The meeting ended before it began.,62.39
Georgian,59,"ai e + s k'ac-i-a, rom (Ø-)g-e-ubn-eb-od-i","look/lo, this is the man I was telling you about!",Here is the man who used to tell you.,26.15
Georgian,60,e+s beč'ed-i v-(Ø-)i-q'id-e at-as girvank-ad,"I bought this ring for 1,000 pounds",I bought this ring for a thousand grivnas.,59.69
Georgian,61,ra bral-i mi-g-i-)gv-i-t kal-is si+k'vd+il-ši?,what fault lies with you(Pl) in the death of the woman?,What blame do you have in the woman’s death?,31.15
Georgian,62,gverd-it m+q'+op-s ga-mo-(Ø-)e-lap'arak'-eb-a,you will start a conversation with someone at his side,He is talking to me from the side.,14.29
Georgian,63,kart-v-el-ur-i en-eb-i,Kartvelian languages,Kartvelian languages,100.0
Georgian,64,prin+v+el-ta me+p+e (arc'iv-i),the king of birds (the eagle),the king of birds (the eagle),100.0
Georgian,65,elč-tan c'ar-m-a-dg-in-a. me čem-i mxr-iv iulius-i c'ar-v-(Ø-Ø-)u-dg-in-e k'lark'-k'er-s,"X prešented me to the ambassador. I, for my part, introduced Julius to Clark-Kerr","He introduced him to the ambassador. I, on my part, introduced Julius to Clark Kerr.",70.08
Georgian,66,c'ign-i da-v-(Ø-)c'er-e,‘I wrote the/a book’,I wrote the book.,56.81
Georgian,67,kvevr-s sa+rk+v+el-s da-v-(0-0-)a-par-eb-t,‘we shall put a cover over the wine storage-jar’,We will cover the qvevri with a lid.,23.81
Georgian,68,gogo p'ir-ze xel-s da-i-par-eb-s,the girl will place her hand as covering over her face/mouth,The girl covers her mouth with her hand.,33.26
Georgian,69,še+cd+om+a da-v-(Ø-?Ø-)u-šv-i,I make a mistake,I made a mistake and left it.,60.82
Georgian,70,sa+kon+el-i še-dg-eb-od-a ert-i tx-isa-gan da or-i jrox-isa-gan,the livestock consisted of one goat and two cows,The livestock consisted of one goat and two calves.,88.31
Georgian,71,q'ana mo-i-xn-a,the field was ploughed,The wound opened up.,11.8
Georgian,72,c'a-v-(Ø-)-i-g-eb me a+m leks-s da sul a+gar mo-[v-jval a+m c're-ši!,«I'll take this verse of mine and won't come back ever again into this group!»,I’ll take this lesson and I won’t come back to this circle ever again!,45.27
Georgian,73,mo+gza+ur-is-tvis (Ø-)a-kv-s m+nišvn+el+oba.,«As far as the traveller is concerned it does.»,"For the traveler, it has significance.",29.81
Georgian,74,k'val-s mi-(?Ø-Ø-)a-gn-o,X located the track,"Tomorrow, bring it to me.",4.9
Georgian,75,deda-šen-i mo-(Ø-Ø-)i-k'itx-e,give regards to your mother,Your mother asked you.,38.6
Georgian,76,"keto-s mama mo-(Ø-)u-k'vd-a, da da-rč-a ded+i+na+cv+1-is a+na+bar+a","Keto's father died, and she was left abandoned to/in the hands of (her) step-mother","Keto’s father died, and she was left as an orphan of her mother.",50.0
Georgian,77,da + bomb + v + a da+bomb+v+a-s ga-(Ø-)a-čn-i-a,bombing depends on the bombing.,And he has made the bomb appear.,25.65
Georgian,78,saxe ga-g-tetr-eb-i-a-t,your(Pl) face has turned white,Your face has turned pale.,51.35
Georgian,79,ver-c k'i š(Ø-)e-)l-o-t c'ar-mo-(Ø-)e-dg-in-a-t sadil=vaxšm-is č'+a,nor could they even imagine the eating of lunch and dinner.,We couldn’t even manage to set out the lunch/dinner table.,29.93
Georgian,80,"mo+sc'avl+e-eb-ma (Ø-)i-c-od-nen, rom a+m dge-s mi+g+eb+ul-i nišan-i si+mc'ip-is at'est'at'-ši ča-(Ø-)e-c'er-eb-od-a-t",the pupils knew that the mark received on this day would be recorded for them in the attestation of maturation,The students knew that the mark received on that day would be entered in the scholarship certificate.,49.88
Georgian,81,gmert-i g-c'am-s,‘you believe in God’,God will punish you.,16.19
Georgian,82,"jer+jer+ob+it k'i, sa+na+m ji+eb+a (ar) da-m+tav+r-eb-ul-a, k'omisia tav-s (Ø-)i-k'av-eb-s p'ublik'aci-isa-gan","But for the time being, until the investigation is completed, the commission is holding back from publication","For the time being, until the investigation is (not) completed, the commission refrains from making it public.",70.37
Georgian,83,i-c-i ra-s g-e-t'q'v-i a-k'itx-v-in-e m+k'itx+av-s,do you know what I'm going to say to you?... Get the clairvoyant to read the signs!,You know what I told you—ask him; he’ll tell you.,21.39
Georgian,84,"ar i-q'+o še+mtxv+ev+it-i i+s+i-c, rom asp'irant'-eb-s (Ø-)e-k'itx-eb-od-a-t sa+gan+g+eb+o k'urs-i",Nor was it accidental that a special course used to be read to postgraduates,It wasn’t accidental that the graduate students were being taught a special course.,56.51
Georgian,85,romel-ma-c ga-gv-(Ø-)a-cn-o avt'or-eb-s,who introduced us to the authors,Which (one) introduced the authors to us.,62.79
Georgian,86,ek'onomik'+ur-ma ga+sa+č'ir-ma sa+m+š+ob+l+o-ši da+brun+eb+ul-eb-s u+cx+o-d tav-i,the economic plight caused those who had returned to their homeland to feel foreign,The economic hardship in the homeland drives the returnees to despair.,35.64
Georgian,87,c'ign-i magida-ze dev-s,‘the/a book is lying on the table’,The book is on the table.,47.16
Georgian,88,nene-m š(Ø-Ø-)a-vedr-a gvt+a+eba-s tav+is-i p'ir+m+š+o,Nene besought the godhead for protection for her first-born,Grandmother compared her own face to God’s blessing.,15.17
Georgian,89,bavšv-eb-s mo-(Ø-)e-c'on-eb-a-t e+s sa+čuk+ar-i,The children will like this present.,The children liked this gift.,44.71
Georgian,90,"nu+tu ver (Ø-Ø-)xvd-eb-l-t, bat'on-o Salva, ra+t'om (Ø-)i-zid-av-s isar-s črdilo+et-i da sa+mxr+et-i?","«Can you really not understand, Sha Iva sir, why the north and south attract the arrow?","Can’t you understand, Mr. Salva, why the arrow is being pulled by the north and the south?",48.2
Georgian,91,"p'rezident'-s pex-eb-ze h-k'id-i-a, ra+m+den-i k'ac-i mo-k'vd-a",‘the president doesn't give a damn how many men died’,"The president is hanging on his feet, how many men have died.",46.54
Georgian,92,ra-s (Ø-Ø-Ø-)u-švr-eb-i/(Ø-Ø-Ø-)u-zam?,what are you doing/will you do to X/them?,What are you doing/what are you up to?,52.83
Georgian,93,p'ropesor-s (5ibux-i sul u+kr+ob+1-ad p'ir-ši s-čr-i-a,‘the professor has a pipe stuffed in his mouth without ever putting it out’,The professor has a pipe stuck in his mouth all the time.,50.39
Georgian,94,t'emp'erat'ura gam-it zog-jer nul-a-mde da-di-s,sometimes by night the temperature falls/sinks to zero,"At night, the temperature sometimes drops to zero.",56.68
Georgian,95,kalak-ši mo-gv-i-xd-eb-a c'a+svl+a,we shall have to go to town,"In the city, we will have to go.",44.53
Georgian,96,e + s c'er+il-i vi-s ga-v-(Ø-Ø-)a-t'an-o?,to whom should I give this letter to take?,Who should I take this letter to?,56.18
Georgian,97,š m - r c x v - a da mašin-ve tav-i da-v-(Ø-)i-xar-e,‘I felt ashamed and straightaway lowered my head’,"I got scared, and right then I pulled myself out.",19.53
Georgian,98,žang+bad-i (?Ø-Ø-)a-)l-eb-in-eb-s m+pr+in+av-s aero+st'at'-it did si+magl+e-ze a+pr+en-isa-s,oxygen allows a pilot to survive when flying at great height by balloon,The oxygen makes the airplane fly with aerostatics at a great height.,29.98
Georgian,99,kva-s xel-i mo-v-(Ø-Ø-)u-č'ir-o-t,let's squeeze the stone,We should hold out our hand to the stone.,30.53
