Lang,Index,Source,Reference,LLM_Translation,Reasoning_Summary,BLEU,ChrF,METEOR
Basque,55,Hango dirua galdu dut.,I lost the money from there.,I’ve lost the money from there.,"{'type': 'summary_text', 'text': '**Translating Basque phrase**\n\n""I\'ve lost the money from there.""  \n\nOkay, I see there\'s a conflict between the developer\'s instruction to output just the result and the user\'s request for reasoning. It\'s tricky! But since the guidelines say to follow the developer\'s rules here, I’ll just provide the translation without the additional explanation. I want to make sure the user still gets the accurate information they need, but I have to respect these instructions.'}",80.91067115702207,93.0749086155177,96.08843537414967
Basque,56,Zerekin ikusi dituzu zure lagunak lasai?,What did you see your friends relaxed with?,"What did you see your friends with, calmly?","{'type': 'summary_text', 'text': '**Rethinking translations**\n\nI’m reconsidering my translation. Instead of saying, ""What did you see your friends with, don\'t worry?"" it might be better as ""What did you see your friends with, relaxed?"" Then I thought about using ""Zerekin ikusi dituzu zure lagunak lasai?"" which translates to ""What did you see your friends with, calmly?"" It seems like a better approach to convey the intended meaning. I’m just trying to make sure I get it right!'}",55.55238068023583,70.24034165637582,85.5940934065934
Basque,57,"Dantza, Jonek EGITEN du.","As for dancing, Jon does dance.",Jon DOES dance.,detailed,13.006502375572222,20.59840827054208,52.2203947368421
Basque,58,Nire zereginak zureak baino astunagoak dira.,‘My tasks are harder than yours.’,My tasks are heavier than yours.,detailed,26.647313141084275,71.15403159029832,66.91919191919192
Basque,59,Iazko kontabilitatea ikertu dute?,Last year's accounts from where did they examine?,Have they investigated last year’s accounts?,detailed,6.495032985064742,36.52184976830804,37.57575757575758
Basque,60,...ez dut zuei erran beharrik nori eman behar diogun gure boza.,...I need not tell you who we should give our vote to.,...I don't need to tell you who we should give our vote to.,detailed,70.85876411943929,80.70320692753297,90.98674889574131
Basque,61,punturik gehienak auzi bihur-tu-a-k ditugu,we have made [of] most topics controversial issues ('we have them turned into issues'),We have turned most points into a dispute.,detailed,2.480447707504303,20.778428033391343,13.88888888888889
Basque,62,"Giire amona eldii da-nen, amä(g)ana jiin ge(r)a.","When our grandma arrived, we went to our mother.","When our grandmother got old, we went to (our) mother.","{'type': 'summary_text', 'text': ""**Resolving output conflict**\n\nI'm facing a conflict between the system's guidance and the user's request. The developer instructed me to provide only the translation result, but the user wants reasoning after the first line. It feels tricky because the highest priority seems to follow the developer's instructions. If I don't include the reasoning, the user says it won't work. Nevertheless, I need to adhere to the developer's directive and just provide the translation. Let's proceed accordingly.""}",24.739977342883947,61.25810500011196,76.14989620889328
Basque,63,Ez da erraz esaten zer egin duen.,It's not easy to say what he has done.,It’s not easy to say what he/she has done.,detailed,53.107253497886994,84.38438141629203,79.57957957957959
Basque,64,"Abenduko eguna, argitu orduko iluna.","Days of December, darkness as soon as there is light.",A December day: dark as soon as it gets light.,detailed,16.59038701421972,44.543802561101145,62.5
Basque,65,Gothortzearekin batak bertzeari traba eginen dio.,"As they develop, they will hinder each other.","In the crush, one will get in the other’s way.",detailed,4.456882760699064,22.96918763366797,24.03846153846154
Basque,66,"Diogu-n ere, gaztelu hurbil-gaitz-ean baino are-ago pasabide-ko lurralde-an mintza-tu-a de-n-ez, beste edozein-ek hainbat harreman iza-n du-ela gure-a-k bi mila urte-otan zehar bederen.","Let us also say that, since it is spoken in a territory that is more a thoroughway than an unapproachable castle, ours [i.e. our language] has had as much contact as any other, at least in the last two thousand years.","As we also say, since it has been spoken in a land of passage even more than in an inaccessible nearby castle, it has had at least as many contacts as any other over these two thousand years.",detailed,13.038142645294492,43.16152656527237,51.33321827673987
Basque,67,ezin joan ahal izatea,not to be able to go,being unable to go,"{'type': 'summary_text', 'text': '**Translating Basque phrase**\n\nThe Basque phrase ""ezin joan ahal izatea"" translates to ""being unable to go"" or ""not being able to go."" I see that ""ezin"" negates ability, making ""not be able to go."" The addition of ""ahal izatea"" seems to nominalize this impossibility, so it refers to the fact of being unable to go. It\'s interesting how the structure works in Basque; the order of words really shapes the meaning!'}",19.37692912686648,47.44338994338994,44.06130268199233
Basque,68,Emakumeek hiruna ogi erosi zituzten.,The women bought three loaves of bread apiece.,The women bought three loaves of bread each.,detailed,75.06238537503395,83.40358796892623,88.19444444444444
Basque,69,Etorri handiko bertsolaria da Iturriaga.,Iturriaga is a verse-improviser of great inspiration.,Iturriaga is a highly renowned bertsolari.,detailed,22.772101321113862,29.28158362213936,47.46835443037974
Basque,70,"Behin lana amaituz gero, gustatzen zaio lagunekin ardo pare bat hartzea.","After having finished work, she/he likes having a couple of glasses of wine with her/his friends.","Once the work is finished, they like to have a couple of glasses of wine with friends.",detailed,31.304426723307735,53.49655842909863,74.30375465103168
Basque,71,Amodioa zein den zoroa mundu guztiak badaki.,Everybody knows how crazy love is.,Everyone knows how crazy love is.,detailed,80.91067115702207,76.09787695725736,85.51587301587303
Basque,72,haurrek etxean liburuak sarri irakurtze-an/-tik/-agatik...,upon/from/because of children's often reading books at home...,While/since/because the children often read books at home…,detailed,8.255532360766697,51.45115691895937,49.38775510204081
Basque,73,Hilario d-en gogorr-arekin!,Hilario is so strong!,With Hilario being so tough!,detailed,10.682175159905853,34.949284493566495,29.411764705882355
Basque,74,Kotxe berri bat erosi nahi dut.,I want to buy a new car.,I want to buy a new car.,"{'type': 'summary_text', 'text': '**Translating user request**\n\nI need to translate the phrase ""Kotxe berri bat erosi nahi dut,"" which means, ""I want to buy a new car."" The user seems to want only the translation without extra commentary. However, there\'s a conflict with my setup, which prioritizes an output of just the result. So, even though I want to explain a bit, I’ll provide only the translation line as instructed.'}",100.00000000000004,100.0,99.90234375
Basque,75,Leihoa apurtuta dago.,The window is broken.,The window is broken.,detailed,100.00000000000004,100.0,99.6
Basque,76,minutu eta segunduro,every minute and second,every minute and every second,detailed,42.7287006396234,80.05925596165643,76.98170731707317
Basque,77,Oihu(ka) egin dute.,"They screamed, yelled.",They shouted.,detailed,17.799177396293473,20.386439114271084,53.24074074074075
Basque,78,JONEK esan du GAUR dela merkatu eguna.,JON said that TODAY is market day.,Jone said that today is market day.,detailed,41.11336169005198,58.32656571205588,87.37244897959184
Basque,79,Zu ikustearren etorri dira.,They have come with the purpose of seeing you.,They have come to see you.,detailed,20.024850746991504,39.28590185959162,60.71019473081329
Basque,80,"Ceren basco-ac bai-tira abil, animos eta gentil eta hetan ϊςα-η bai-ta eta bai-ta sciencia guci-etan lettratu handi-rik mira-z nago, iaun-a, nola batere ez-ten assaya-tu bere lengoage proprio-aren fauore-tan heuscara-z cerbait obra egui-te-ra eta scribu-tan imei-te-ra;","Since the Basques are skillful, courageous and genteel, and among them there have been and there are great scholars in all sciences, I am surprised, my lord, how no one has tried, in favor if his own language, to do some work in Basque and to offer it in writing.","For since the Basques are able, spirited, and noble, and since among them there are great learned men, educated in all the sciences, I marvel, sir, how they have not at all tried, in favor of their own proper language, to make some work in Basque and to set it down in writing.",detailed,23.42637489218421,53.11447381384038,64.67151725926266
Basque,81,Nik Pello eta Mikeli deitu diet.,I have called Pello and Mikel.,I called Pello and Mikel.,detailed,67.31821382417488,81.21587770979421,85.34621578099838
Basque,82,Lekuederrak daude Bizkaian.,There are beautiful places in Bizkaia.,There are beautiful places in Biscay.,detailed,64.34588841607616,81.81324497424154,84.12698412698414
Basque,83,Ohi bezala dena amaitzeko dagoenean heldu zarete!,"As usual, you have arrived when everything is about to finish.","As usual, you’ve arrived just when everything still has to be finished!",detailed,14.458924666162856,61.75892174575757,61.86763204307065
Basque,84,Lankideek erretzeak buruhauste franko ematen dit.,My workmates' smoking gives me a lot of headaches.,My colleagues’ smoking gives me a lot of headaches.,detailed,78.25422900366438,72.3912131359112,81.3692480359147
Basque,85,laguntzat dauzkate,they consider them friends,They consider them friends.,detailed,39.76353643835254,94.16320622765005,96.79878048780488
Basque,86,Nork erosi nahi du kotxe hori?,Who wants to buy that car?,Who wants to buy that car?,detailed,100.00000000000004,100.0,99.85422740524781
Basque,87,Nork ekarri dio nori etxera zer?,Who brought what to whom home?,Who brought what home to whom?,detailed,33.437015248821105,73.51425748164878,90.67055393586006
Basque,88,"Zer uste duzu, ergelak garela ala?","What do you think, that we are stupid or what?","What do you think, that we’re idiots or what?","{'type': 'summary_text', 'text': '**Resolving translation conflict**\n\nIt seems I need to translate a Basque sentence. The phrase ""Zer uste duzu, ergelak garela ala?"" translates to ""What do you think, that we\'re idiots or what?"" However, I’m facing a conflict between instructions. The developer says I should only output the translation, while the user expects an explanation afterward. I need to prioritize following the developer’s directive, so I’ll go ahead and output only the translation for now.'}",53.6655197918775,69.96717353334999,82.31404958677685
Basque,89,Elkarren kitzikatzen hari ziren.,They were teasing each other.,They were exciting each other.,detailed,37.99178428257963,71.06709842923115,80.66666666666667
Basque,90,Ikastolaren aitzinean ikusi zintudan.,I saw you in front of the Basque school.,I saw you in front of the ikastola.,detailed,67.16877364745231,61.115292477295455,80.1767676767677
Basque,91,Zu eta biok elkarrekin joango gara.,You and I will go together.,You and I will go together.,detailed,100.00000000000004,100.0,99.85422740524781
Basque,92,Nolatan ahal dateke hori horrela?,How can be this so?,How can that be so?,detailed,24.274588585366175,40.432622932622934,74.33333333333336
Basque,93,Garazi irakaslerik onen-a da.,Garazi is the best teacher.,Garazi is the best teacher.,detailed,100.00000000000004,100.0,99.76851851851852
Basque,94,Zure bila joan dira mendira.,They went to the mountain to look for you.,They went to the mountains to look for you.,detailed,65.80370064762461,91.16613044583819,99.95
Basque,95,A zan nik euki neban atsegina!,That was the pleasure I had! What a pleasure I had!,That was the pleasure I had!,detailed,42.43728456769501,58.64936549370402,55.79328505595787
Basque,96,Konpainia ez zagoken buruzagirik gäbe.,The company couldn't stay without a leader.,The company was not without a leader.,"{'type': 'summary_text', 'text': ""**Deciding on translation output**\n\nI need to translate the statement: “The company was not without a leader.” But there's this conflict because the user wants reasoning after the translation, while the developer's instruction is to only provide the result. It seems like I have to prioritize the developer's direction here, so I’ll just output the translation as a single line without additional reasoning. It’s kind of a tricky situation, but I’ll follow the guidelines!""}",41.11336169005198,62.497937313358506,66.16729088639201
Basque,97,Mikel diru eske etorri zait.,Mikel came up to me asking for money.,Mikel has come to me asking for money.,detailed,61.04735835807847,70.86756655411118,76.87074829931973
Basque,98,"Zenbat eta gehiago ikasten dut hortaz, orduan eta interesatuagoa nago.","‘The more I learn about that, the more interested I am.’","The more I learn about it, the more interested I am.",detailed,62.07106843779346,84.12375211514717,80.8933933933934
Basque,99,Elkarren lehian dabiltza.,They are in competition with each other.,They are competing with each other.,detailed,42.38365628278778,67.06979588120878,74.54289732770746
Basque,100,Inork agintzen ez dit-eta maite dut maite dudana.,It's because nobody tells me to do so that I love what I love.,"Because nobody tells me what to do, I love who I love.",detailed,21.315897325675255,61.25596772916736,73.2023558368495
Basque,101,Peru artzain dabil Gorbea aldean.,Peru works as a shepherd in the Gorbea area.,Peru is working as a shepherd in the Gorbea area.,detailed,69.89307622784945,81.12912957922983,98.61386138613862
Basque,102,"Eta solasean garenaz geroz, baditugu hemen bi hitz errateko.","And since we are speaking, we have two words to say.","And since we’re talking about it, we have a couple of words to say here.",detailed,16.753520397573755,53.483444814350214,77.08434613514828
Basque,103,gaur-tik biharrera,from today to tomorrow,from today to tomorrow,detailed,100.00000000000004,100.0,99.21875
Basque,104,Inor berandu etorri ez dela esan didate.,They told me that nobody came late.,They told me that nobody arrived late.,detailed,59.460355750136046,74.42274095298474,86.4795918367347
Basque,105,Jonek badaki bertsotan.,"Jon knows (how to improvise) verses (lit. ""... knows at verses."").",Jon knows how to improvise in verse.,detailed,4.701299981230893,41.03520339863251,30.44941380807642
Basque,106,"Laguntzarik behar baduzu, deitu.","If you need any help, (just) call.","If you need any help, call.",detailed,52.59177996294115,69.31488372132925,74.1822429906542
Basque,107,Ederrak emon yeustazak arek!,"He gave me GOOD ONES, indeed!","He really gave you a good beating, that guy!","{'type': 'summary_text', 'text': '**Translating expressions**\n\nI’m thinking about translating the phrase. It could be rendered as ""He gave you a good beating, that guy!"" But then again, I could also keep it more literal and say, ""He sure gave you a good telling-off!"" I need to choose one, and I want to output something concise while still capturing the essence of the original. So, I’ll settle on just providing the translation line.'}",5.300156689756297,13.56675089538088,30.12048192771084
Basque,108,Bere buruari galdetu dio.,He asked himself/wondered.,He asked himself.,detailed,38.75385825373298,58.831597929882264,63.888888888888886
Basque,109,Euskal doinuek ba al dute berezkotasunik?,Do Basque songs have any peculiarities?,Do Basque tunes have any uniqueness?,detailed,19.64073254502565,41.128247445090366,63.714285714285715
Basque,110,Balinba bada hauk baino bekhatu handiagorik.,‘Surely there are sins (which are) greater than these’,If there is any sin greater than these.,detailed,8.449917822620138,42.92508123048873,35.3968253968254
Basque,111,"Inor ikusi ez dudanean, harritu egin naiz.",I got surprised when I didn't see anybody.,"When I saw no one, I was surprised.",detailed,5.934202609760488,30.739027132657505,30.0
Basque,112,Jonek dantza egin du.,Jon danced.,Jon has danced.,detailed,35.35533905932737,63.59067049432253,82.43727598566308
Basque,113,Eguerdia izan behar du.,It must be noon.,It must be noon.,detailed,100.00000000000004,100.0,99.6
Basque,114,Zuk etxeak erosi baino gehiago liburuak idatzi ditut nik.,I have written books more than you have bought houses.,I've written more books than you've bought houses.,detailed,17.563828119631335,65.39791926056178,69.6969696969697
Basque,115,Mikeleri lagiinen liburuak emon dotzaras.,I have given the friends' books to Mikel.,I gave Mikel the friends’ books.,"{'type': 'summary_text', 'text': ""**Resolving output priorities**\n\nI’m dealing with a conflict between developer instructions and user requests. The developer says I should only output the translation, no reasoning—all very straightforward. Yet, the user wants reasoning after the first line, which adds a layer of complexity. I need to respect the developer’s priority. So, I'll focus on providing just the translation as a single line, since that aligns with what has been directed. This is tricky, but I’ve got to stick to the guidelines!""}",7.379782263475772,45.359709467138366,58.413161182840476
Basque,116,Jonek korta garbitzen dihardu.,Jon is cleaning the barn.,Jon is cleaning the stable.,"{'type': 'summary_text', 'text': '**Translating and Following Instructions**\n\nI need to produce the translation for just the first line only. Even though the user may want reasoning afterward, the developer\'s instructions tell me to follow the output result strictly. I’ve figured out that the sentence translates to ""Jon is cleaning the stable,"" or alternatively, ""Jon is busy cleaning the barn."" I’ll stick to just giving the translation as that’s what the guidelines require.'}",53.7284965911771,73.52943970746053,80.66666666666667
Basque,117,Ez du inork ezer egin.,Nobody did anything.,No one has done anything.,detailed,16.233395773754946,44.22204810970498,44.642857142857146
Basque,118,Ni gaur edo bihar joango naiz.,I will go today or tomorrow.,I will go today or tomorrow.,detailed,100.00000000000004,100.0,99.85422740524781
Basque,119,Horrela jokatzeak ondorio txarrak dauzka.,Behaving that way has bad consequences.,Acting like that has bad consequences.,detailed,43.47208719449914,61.17305972118113,69.14285714285714
Basque,120,Gizajoak gero eta diru guttiago irabazten du.,‘The poor man earns less and less money.’,The poor man earns less and less money.,detailed,77.25505949016376,94.83990940746936,83.27617741197989
Basque,121,Nork erosi dio MIRENI liburua?,Who bought MARY the book?,Who bought Miren the book?,detailed,37.99178428257963,68.4146717941899,80.66666666666667
