Lang,Index,Source,Reference,LLM_Translation,Reasoning_Summary,BLEU,ChrF,METEOR
Korean,16,Iss.ulq tey kkaci iss.e pokeyss.ta,I'll try to stick around (stay/wait) as long as I can.,I’ll try to stay as long as I can.,"{'type': 'summary_text', 'text': '**Translating expression**\n\nI\'m thinking about the phrase ""tey kkaci,"" which roughly means ""up to the point where it exists or can be."" I’d translate that to something like, ""I\'ll try to hold out as long as I can."" It seems to have a sense of resilience in it. It’s interesting how language can express such nuanced feelings! Let’s see if there’s more context or layers to explore with it.'}",32.86316809332555,47.94101876734035,67.10884353741497
Korean,17,Ku i nun slilam ul kiy lo dnun ka pota,He acts as if he thought people were dogs.,It seems that he listens to people with his ears.,detailed,4.932351569489709,24.958217946643984,14.851485148514849
Korean,18,Nay kes in cwut lo al.ess.la,I took it to be (I thought it was) mine.,I thought it was mine.,detailed,18.817320787862926,49.549382413114536,47.877145438121055
Korean,19,Namca €lun i w0nun kel' poni ch&m.qa. mds pokeyss.tun tey,But surely I couldn't stand to see a grown man crying!,"Seeing a grown man cry, I really couldn’t bear to watch it.",detailed,12.011055432195764,39.46165358137012,58.56437969924813
Korean,20,hasikeyss.umyen hasipsio,"If you'd like to do it, please do so.","If you want to do it, please do so.",detailed,69.89307622784945,68.40056976675433,83.69747899159665
Korean,21,"""il 'lun no 'v kev p+vo'na7""Gv'o kwu'cun ""il 'lun no'm oy key 'cwunu a i","sends good things to me and gives bad things to others,","“As for the job, don’t pick that one—give it to that guy.”",detailed,3.125190763972442,17.063258441816668,7.936507936507938
Korean,22,Anruli khi ka khutra hay to na mankhurn iya khulla kwu?,"However tall he might be, surely he can't be as tall as I am.","No matter how tall you are, do you think you can understand as much as I do?",detailed,5.0912128230977505,18.37753007467585,24.790051679586565
Korean,23,Ku kes un n0nun tey cinaci anh.nunta,That is nothing but playing!,That amounts to nothing more than playing.,detailed,7.267884212102741,45.292683795176316,24.193548387096772
Korean,24,Cikum il hanun ci molukeyss.ta,I don't know whether he is working right now or not.,I don't know what I'm doing right now.,detailed,16.73594937001884,49.19614148066493,49.58545918367347
Korean,25,Ku na ponun silam mata wa tirthwunta,He fights with everyone he sees.,He picks a fight with everyone he sees.,detailed,46.713797772820016,76.34740238212753,96.08843537414967
Korean,26,Keuy cwuk.keyss.lun sllam i sal.e nass.kwun a,A person about to die came back to life!,The man who was almost dead has come back to life!,detailed,21.200626759025184,39.51480802242358,47.450980392156865
Korean,27,Cy[y (= ce ry) ka acwu cal hanta 'psiko ppop-ndynts,He puffs himself up thinking/saying that he is doing very well.,That guy does it really well—he picks them out neatly.,detailed,2.853183878886449,17.05878290265427,8.403361344537815
Korean,28,Ku ka n€y si ccum ey 'na ol'nun ci,Perhaps hc'll be here around tbur o'clock or so.,Whether he comes around four o’clock.,detailed,5.087641220727392,27.27724521693147,9.25925925925926
Korean,29,ti tpo'l ay,in this village,You idiot.,detailed,0.0,4.0983606557377055,0.0
Korean,30,Nw0n i onun ci an onun ci molunta,I don't know whether it is snowing or not.,I don’t know whether anyone is coming or not.,detailed,21.36435031981171,56.804928622626086,63.274211711711715
Korean,31,"Nul yok hoki lul hayss,ta",He always made insults.,He was always swearing.,detailed,14.058533129758727,29.356868478385508,30.0
Korean,32,Ku sllam i kakeyss.ta,I'm afraid he's going.,That person will go.,detailed,10.682175159905853,9.907548672805335,27.573529411764703
Korean,33,silccwuki saylccwuk ha-,be sullen,be lanky and thin,detailed,15.97357760615681,9.280089988751406,22.727272727272727
Korean,34,Sensayng nim kkey se n0 hakeyss.nun ci 'lu swukcey lul ta hoy kass.ta,"Wary of the wrath of the teacher, I went through all my homework.",The teacher went after doing all the homework to see whether you would do it.,detailed,3.8275613602956104,37.070980667395546,23.17880794701987
Korean,35,sengnyang-kaypi scy kay,three matches,three matchsticks,detailed,49.99999999999999,73.37643477192529,25.0
Korean,36,TOn i minh.ess.ut.nun d lo rnrilla,There may / might have been lots of money.,I don’t know whether there was a lot of money.,detailed,13.950796967929131,29.642815295833092,46.99029126213592
Korean,37,Illusun c0h.unq yenghwa tla to iss.nun ka yo?,Are there any good movies (on/playing)?,Are there any good movies on Line 1 as well?,detailed,38.16330911371337,62.6535021667584,64.00966183574879
Korean,38,path ey,in the field,in the field,detailed,100.00000000000004,100.0,98.14814814814815
Korean,39,no ha-,get angry,put down / let go,detailed,0.0,9.491701244813278,21.73913043478261
Korean,40,I ke(s) pr-l,Look at this!,Look at this!,detailed,100.00000000000004,100.0,99.21875
Korean,41,Mdtunq il I crl toye kanta,Everything is going off smoothly.,Everything is going well.,detailed,34.98330125272251,58.78381105440484,63.559322033898304
Korean,42,ku ttig un ny mok ip.nita,That land is my share,That rice cake is your share.,"{'type': 'summary_text', 'text': '**Translating Korean terms**\n\nI’m working on the romanization of ""tteok,"" which might be ""ttig."" It seems like ""ne"" could be translated to ""ny,"" and ""몫"" translates to ""mok."" So, putting that all together, I would translate it as ""That rice cake is your share."" I want to ensure I get the phrasing right for clarity. I think I’ve got the general idea down, and it’s starting to make more sense!'}",8.643019616048525,28.926916195649856,28.846153846153843
Korean,43,Ilapsung ila to thako kaca,Let's just take a jitney.,Let’s at least take the regular one and go.,detailed,4.990049701936832,26.585522630203645,20.0
Korean,44,'Hawai kanun tlysin ey i pen hyukn ey nun Kwulupha ey kako siph.ta,"Instead of going to Hawaii this vacation, I want to go to Europe.","Instead of going to Hawaii, I want to go to Europe on this vacation.",detailed,65.25452579142082,87.49868221352662,98.39587932303164
Korean,45,Enu sitay enu nala ka ani kuleh.keyss.na man un,"Any country at any period would be much the same, but - .","There is no age and no country where it would not have been so, but…",detailed,3.21858262703621,27.753699222111283,14.084507042253522
Korean,46,palp hi-,get trodden on,be stepped on / be trampled (on),"{'type': 'summary_text', 'text': '**Translating language nuances**\n\nI\'m trying to follow developer instructions, which state to only output the translation without any explanation. The user asked for ""palp hi-,"" and I think ""palp"" is related to the verb ""to step on"" or ""tread,"" while ""hi-"" seems to serve as an honorific or imperative. So, my best guess for the complete translation would be ""be stepped on"" or ""be run over."" It\'s important to adhere to the developer\'s guidance here!'}",4.767707020457095,16.0120397271704,13.888888888888893
Korean,47,cwue la,give!,Give it!,"{'type': 'summary_text', 'text': '**Resolving translation conflict**\n\nI need to clarify the output requirements. The developer said to only provide the translation without reasoning, even though the user might expect both. Okay, sentence ""cwue la"" looks like it could be from a Yale romanization. ""Cwu-"" probably means ""give"" and ""la"" is likely an informal sentence final particle. Given the context, ""cwue la"" means ""Give it!"" I\'ll stick to just delivering that translation.'}",27.516060407455225,29.813794912142672,47.61904761904762
Korean,48,po' to tut' lo mds hanta,can neither see nor hear,I have never seen or heard of it.,detailed,0.0,56.7597549898203,18.51851851851852
Korean,49,Nwu ka kuletun tey ku nun pelsse tte-nass.tt ttula,Somebody told me that he had left already.,"Whoever said so, they say he had already left.",detailed,9.425159511373677,31.150202627589803,40.434782608695656
Korean,50,Yelq-sey sal kkaci sOin ulo chinta,Up to thirteen you are considered to be (you are counted as) a minor.,"Up to the age of thirteen, one is considered an adult.",detailed,5.710992792957473,36.97759655566129,18.07228915662651
Korean,51,Itr{nt hanun tiysin cy tut.ki man hasipsio,"Instead of talking, just listen.","Instead of doing it, just listen.",detailed,41.11336169005198,66.3811691529083,82.94209702660407
Korean,52,Yenghwa lul kwfikyeng kanun cek i Cps.ta,We never have the occasion to go see a movie.,I have never gone to see a movie.,detailed,27.488876557092613,46.65557512541519,65.0318287037037
Korean,53,"Ku ka kal,nun ci (to nrolunla)",Maybe he will go.,"I don’t know whether he will go, either.",detailed,16.784459625186194,37.078045431968505,65.78947368421052
Korean,54,hay ka tot.a,the sun rises,The sun rises.,detailed,31.947155212313625,85.64453649560136,94.98207885304659
Korean,55,Cam caturr ci yo,Maybe he was asleep.,Did you sleep?,detailed,0.0,18.222867088685472,0.0
Korean,56,talk koki,chicken meat,chicken meat,"{'type': 'summary_text', 'text': '**Translating Korean phrase**\n\nIt seems like I\'m trying to translate ""talk koki"" from Korean, and it looks like it\'s not standard Hangul. I wonder if it should be romanized as ""t\'ak kogi."" I think ""koki"" means meat, and ""talk"" might link to chicken in a roundabout way. After some thought, it seems that ""talk koki"" could translate to ""chicken meat"" or simply ""chicken."" But I\'ll just provide the translation as instructed.'}",100.00000000000004,100.0,93.75
Korean,57,Tap.pyen haki lul him ul ssess.ta,I tried hard to find the answer.,He tried hard to answer.,detailed,27.22230298303347,58.13296453247601,62.05128205128205
Korean,58,To-taychey tangsin un mue l' halye ko hanun ke yo,Just what on earth do you think you're up to?,What on earth are you trying to do?,detailed,10.04870239584817,35.62627937381167,48.92726321297749
Korean,59,Na nun ney ka an onun cw.ul al.ess.ta,I thought you weren't coming.,I thought you weren't coming.,"{'type': 'summary_text', 'text': '**Translating Korean text**\n\nI need to translate the romanized Korean phrase: ""Na nun ney ka an onun cw.ul al.ess.ta."" This involves figuring out the meanings of the components. “Na nun” means “I” as the topic, and “ney-ka” signifies “you.” The whole structure seems to imply “I thought you weren’t coming.” There’s a little complexity in the grammar, especially with translating “onun cwul” as it refers to knowing about someone\'s arrival. So, I’ll go with ""I thought you weren\'t coming.""'}",100.00000000000004,100.0,99.85422740524781
Korean,60,Nayit un swuyoil ikeyss.ta,Tomorrow must be Wednesday.,Tomorrow will be Wednesday.,detailed,42.7287006396234,68.93662020664308,75.00000000000001
Korean,61,Wuli pumo nim un noy sengcek i cdh.ki lul palasey yo,My parents expect me to get good grades.,My parents hope your grades will be good.,detailed,11.99014838091355,40.26110698260314,41.333333333333336
Korean,62,Yo cuum un lalio ka ecci 'nl manh.un ci cip cip mata pota pang mata hana ssik iss.ta ko halq swu iss.ulq cengto 'ci yo,"Lately radios have become so common it has reached the point where you can say that every room has one, rather than every house.","These days there are so many radios that you could almost say every house—rather, every room—has one apiece.",detailed,2.5222632151670874,38.73289727950128,19.68503937007874
Korean,63,Ney-kkacis kes hanthey cikeyss.nun ya,Never shall I be beaten by a guy like you.,Do you think I’d lose to the likes of you?,detailed,3.7477767366779213,13.35848403388726,13.392857142857142
Korean,64,N:rla ka m6s toye kanta,The nation is on the decline (the way down).,The country is going to ruin.,detailed,4.231118166423695,12.523582170463188,13.043478260869565
Korean,65,I pang un chwum chwuki cdh.ta,This room is good for dancing.,This room is good for dancing.,detailed,100.00000000000004,100.0,99.85422740524781
Korean,66,malkkum ha-,be clean,be clean and neat,"{'type': 'summary_text', 'text': '**Resolving output conflicts**\n\nI notice a conflict between the developer\'s request to output only results and the user\'s instruction to include translation and reasoning. Since I want to comply with the developer, I should focus on providing just the translation. The Korean word ""말끔하다"" translates to ""be neat"" or ""be tidy."" So, my final output will simply be ""be neat,"" leaving out the reasoning.'}",31.947155212313625,75.18681556865215,85.22727272727273
Korean,67,"icey cye'mun ce'k u'lan an'cok mozom sko'cang -nwota 'kn 'cola'm ye n' e'lwu 'pep ul poy'hwozo'Wwo'l i '-ngi ""ta","now while I am young, you see, I will have fun to my heart's content for a while and then when I am grown I can duly learn the Law.",Now the big man inside showed me the way.,detailed,0.5002966132355082,7.5825877549674345,6.329113924050632
Korean,68,na-kaki silh.ta,(I) hate to go out.,I don't like going out.,detailed,12.872632311973014,18.771398876945057,47.46835443037974
Korean,69,iss.ci mds hanta,…,It doesn't exist.,"{'type': 'summary_text', 'text': '**Translating Korean phrase**\n\nI need to translate the romanized Korean string ""iss.ci mds hanta."" It seems like ""iss-ci"" relates to ""있지,"" meaning ""there is"" or ""exists."" The ""mds"" might represent ""못"" for ""cannot."" The ""hanta"" corresponds to ""한다,"" meaning ""does."" So the phrase could mean ""cannot exist"" or ""doesn\'t exist,"" specifically conveying ""It doesn\'t exist."" But since the developer says only to output the result, I\'ll just provide that translation without additional reasoning.'}",0.0,0.0,0.0
Korean,70,I trlut i malk.ci mrjs hata,The water is not (at all) clear.,I can’t even speak like this.,detailed,4.278179264606695,11.147106480012523,5.050505050505051
Korean,71,Twu si ccum ey osey yo,Come around two o'clock.,Please come around two o’clock.,detailed,17.965205598154213,70.09068671644144,70.75471698113208
Korean,72,C€msim rn-ek.nuta (ko) nup.ess.ta,Lunch made me late.,"After eating lunch, (he) lay down.","{'type': 'summary_text', 'text': '**Resolving translation instructions**\n\nIt seems I need to focus on the user\'s request for a translation without additional commentary. The developer\'s instructions are clear that I should prioritize just providing the translation. My best guess for the sentence in romanization translates to: “He ate lunch and lay down.” I’ll simplify that to ""After eating lunch, (he) lay down,"" ensuring it’s concise and clear. I\'ll stick to just that single line for the output!'}",4.196114906296549,20.41027736811518,18.181818181818183
Korean,73,chayk han kw€n,one book,one book,detailed,100.00000000000004,100.0,93.75
Korean,74,Kulenq il ila to hasimyen cOh.keyss.ey yo,I wish you'd just do that.,It would be good if you would do something like that.,detailed,7.495553473355842,21.712933968945716,50.76058201058201
Korean,75,tAn mek.nunta 'y to cakkwu man kuleni?!,Why do you keep urging me to eat when I tell you I won't?!,You’re eating again—why do you keep doing that?!,detailed,10.779062562120718,32.06256979890306,29.066171923314783
Korean,76,Il.yoil kath.un ttay tOngmul-wen ey ka-polla chimyen snlam i koyngcang hi mnnh.la,"If you visit the zoo of a Sunday, you will find an awful lot of people there.","If you go to the zoo on a day like Sunday, there are a lot of people.",detailed,13.400825781778892,43.07029737016259,53.80116959064327
Korean,77,Na nun mul ul coh.a hanun kkatalk ey nul pata ey kanta,"I always go to the sea, because I am fond of the water.","Because I like water, I always go to the sea.",detailed,36.919863098247305,57.8825636763484,54.33743745432057
Korean,78,Onul hak.kyo ey oci anh.un kes ul ponni hanun ka pota,"I guess he is ill, for he is not in school today.","Seeing that he didn’t come to school today, I guess he isn’t coming.",detailed,13.834368456410946,48.364310191002296,43.53448275862069
Korean,79,Ne llang celi kako ce ai llang ili ola ko hay la,You go over (there) and tell that boy to come here.,"Go over there with him, and tell that kid to come here.",detailed,27.379285619165262,55.608120598573926,69.14285714285714
Korean,80,(Ne) i kes corn hay tao,"Do this for me, please.","Yes, do this.","{'type': 'summary_text', 'text': '**Translating Korean sentence**\n\nI need to translate the romanized Korean sentence, which has some elements to clarify. I’m breaking down parts like ""(Ne)=yes"" and ""i kes=this thing."" The term ""corn"" might stand for ""com,"" meaning ""some,"" but it\'s written differently. ""Hay tao"" looks like ""hae tto,"" and I wonder if it connects to commands like ""좀 해 줘."" I’m piecing together possible meanings to get the accurate translation!'}",9.423716574733431,19.499796187553518,46.41544117647058
Korean,81,Kim sensayng puin ul chac.e ponun cek i tps.na yo?,Don't you ever go see Mrs Kim?,Have you ever tried to find Mrs. Kim?,detailed,12.549310621989482,33.65276640003248,49.55555555555556
Korean,82,Top.nunta 'nun i pota chalali panghay 'ta,He is more hindrance than help.,It’s more of a hindrance than a help.,detailed,14.25876976452075,62.61028306453643,60.270270270270274
Korean,83,Yenge ya miil lo seykyey ey se kacang elyewun mal ita,English is really the most difficult language in the world.,English is the most difficult language in the world.,detailed,75.16501147964685,84.07571316562088,91.37614678899082
Korean,84,Hak.kyo ey kanta 'psiko na-scs.ta,He left home claiming that he was going to school.,He went out saying he was going to school.,detailed,48.61555413051454,50.30436713555426,63.4712600636585
Korean,85,ka ya'keyss.ta,I'll have to go,I should go.,detailed,15.97357760615681,10.193080466529453,20.408163265306122
Korean,86,na-ma to et.ki ka him tul.ess.ess.ta,It was hard to get even this (much).,Even I had difficulty getting it.,detailed,3.708659055657029,14.079347543347453,18.867924528301888
Korean,87,Nrviin i onun tey to chwupci anh.e yo,Despite the snow it is not cold.,"Even though it’s sleeting, it isn’t cold.",detailed,10.552670315936318,31.367617709983936,30.065359477124183
Korean,88,o' lo kl' to ulds hnnlu,can neither come nor go,It looks like it’s going to rain again today.,"{'type': 'summary_text', 'text': '**Translating idiomatic expressions**\n\nI\'m working on translating the phrase ""o\' lo kl\' to"" and think it might match with ""onul kkutto."" It seems like ""오늘도"" fits perfectly there. Then there’s ""ulds,"" which could relate to ""울듯,"" and ""hnnlu"" could be ""하늘"" or ""haneul."" Overall, the phrase ""오늘도 울 듯 하늘"" means ""Today, too, the sky looks like it\'s about to cry,"" which translates idiomatically to ""It looks like it\'s going to rain again today."" Let\'s stick with that for clarity!'}",0.0,12.745796537074309,8.771929824561402
Korean,89,Kongwen ey sanqpo kanun cek i iss.ta,We (do) sometimes go to the park for a walk.,I've been for a walk in the park.,detailed,14.97598550050754,35.08167343822288,44.29133858267717
Korean,90,Myech salam ina kanun ci isey yo?,Do you know how many people are going?,Do you know how many people are going?,detailed,100.00000000000004,100.0,99.93141289437585
Korean,91,Kkoch un kheni wa iph to mirs pokeyss.ta,"We won't see a leaf, much less a blossom!","Let alone the flowers, I’ll even taste the leaves.",detailed,3.7477767366779213,14.496239430174047,8.264462809917354
Korean,92,Mly.l m:rlh.un pa chayk.im ul kakca ka motir rrilnsrvu haca,Let each one of us fulfill every responsibility we have undertaken.,Let each of us take responsibility for what we said.,detailed,11.13260756993763,42.67520513721719,53.04621848739496
Korean,93,Kalun ci an katun ci nay inun chey an hanta,I don't care whether he goes (went) or not.,"Whether you go or don’t go, don’t act as if I’m there.",detailed,3.377156414337854,22.891627973789543,18.248175182481752
Korean,94,M:rs i 'ss.nun tey yo!,How tasty it is!,"There is something, you know!",detailed,7.809849842300641,12.055707080546355,19.230769230769234
Korean,95,Iss.nun ci eps.nun ci tuikeyss.sup.nikka,Do you know whether there are any (or not)?,Would you like to hear whether there is (one) or not?,detailed,9.55204080682377,44.00026481967951,51.74180327868852
Korean,96,Ku salam un t0n i iss.nun ko lo caki ka hako siph.unq il un mues ina ta halq swu iss.sup.nita,He has got money so he can do anything he wants to.,"That person has money, so he can do anything he wants to do.",detailed,51.530816243476785,70.69832389885934,76.57150012521913
Korean,97,An mek.ullangki yo?,You're not going to eat them?,Aren’t you going to eat?,detailed,27.48254571080018,43.86176938636911,55.75
Korean,98,paywuki swipta,It's easy to learn.,It’s easy to learn.,detailed,66.87403049764218,80.60640748140749,79.34426229508196
Korean,99,Ttek khenyeng plp to 0ps.tula,"Cake? - why, we didn't even have rice!","We don't even have rice, let alone rice cake.","{'type': 'summary_text', 'text': '**Translating Korean expression**\n\nI need to stick to the developer\'s guidelines to only provide the result. The user asks for a translation first and then the reasoning, but the developer\'s instructions come first. So, I should only output the translation. The sentence ""Ttek khenyeng plp to 0ps.tula"" or its romanization seems to mean something like ""Far from being rice cake, there\'s not even rice,"" which connects to the Korean saying ""떡은커녕 밥도 없다,"" meaning ""We don\'t even have rice, let alone rice cake.""'}",14.991106946711685,47.67351462052636,47.704081632653065
Korean,100,cal nass.ta,is nicely formed,It turned out well.,detailed,0.0,10.589444201949657,0.0
Korean,101,nac ey,in the daytime,In the daytime.,detailed,31.947155212313625,87.22832118323053,94.98207885304659
Korean,102,Sam-payk wen khcnyeng sam-sip wen to nr0s Plt.keyss.tl,"Three hundred wen? - why, we won't even get thirty!","I can’t even get thirty won, let alone three hundred won.",detailed,13.065113298388567,55.50116029521034,39.89361702127659
Korean,103,"ce, tnuyil tol.a osici yo?","By the way, you're coming back tomorrow, aren't you?","Excuse me, will you be coming back tomorrow?",detailed,15.20797122409784,45.773435055332584,37.58169934640523
Korean,104,"Kongpu hanula (phyenci ssunula) cam calq say""La Cps.ta",What with studying (and writing letters) I have no time to sleep.,"Because I’m studying (because I’m writing letters), I have no time to sleep.",detailed,46.15425015629848,66.71221036170186,76.32211538461539
Korean,105,m6s(q) iss.nunta,…,There is something.,detailed,0.0,0.0,0.0
Korean,106,Chayk ul ilk.ull kwu,I was about to read a book when the lights went out.,I will read the book.,detailed,3.7795925723417607,15.070133036582888,20.325203252032523
Korean,107,Na nun mos kukeys.s.uni ne tla to kass.ta,"I can't go, but you had better go even without me.","I couldn’t go, so you went too.",detailed,7.687847996206941,15.094731890432833,21.897810218978098
